family_id	copy_idx	tid	chrom	start	end	n_exon	strand	n_reads	exons	source	core_hull	sd_depth	core_bp	nearest_ident	rep_frac
MCL0	18	MCL_NC_073241.2_65520934	NC_073241.2	65520934	66000870	25	+	482	65520934-65521256,65578524-65578631,65595666-65595731,65725690-65725758,65736232-65736338,65800324-65800419,65818675-65818787,65826564-65826659,65835845-65835989,65849386-65849625,65881981-65882095,65905689-65905824,65911298-65911349,65917369-65917584,65933248-65933545,65941960-65942844,65955207-65955366,65965224-65965407,65967305-65967425,65968600-65968762,65971513-65971704,65979591-65979784,65985065-65985240,65990075-65990237,66000261-66000870	read_chain	NA	0	0	0.9140	0.000
MCL0	19	MCL_NC_073241.2_66046349	NC_073241.2	66046349	66449772	11	-	1046	66046349-66046653,66051772-66051808,66052684-66052827,66061779-66061874,66105043-66105159,66178303-66178431,66290887-66291549,66308119-66308227,66386352-66386534,66399161-66399270,66446468-66449772	read_chain	NA	0	0	0.9284	0.000
MCL0	20	MCL_NC_073241.2_77827680	NC_073241.2	77827680	78153784	12	+	309	77827680-77827987,77908263-77908471,77925800-77925872,77952668-77952742,77953354-77953459,77959217-77959293,78004428-78004505,78050809-78051296,78054264-78054564,78110304-78110460,78148152-78148206,78149938-78153784	read_chain	NA	0	0	0.8979	0.000
MCL0	21	MCL_NC_073241.2_79657880	NC_073241.2	79657880	79676741	7	+	22	79657880-79658036,79658661-79658760,79662975-79663100,79664967-79665065,79667800-79667938,79673697-79673867,79674672-79676741	read_chain	NA	0	0	0.9318	0.558
MCL0	22	MCL_NC_073241.2_83211414	NC_073241.2	83211414	83333331	4	-	2	83211414-83211469,83314208-83314261,83331024-83331167,83333226-83333331	gff_fallback	NA	0	0	0.9254	0.851
MCL0	23	MCL_NC_073241.2_83588530	NC_073241.2	83588530	83640869	12	+	823	83588530-83588939,83590642-83590768,83593229-83593394,83597007-83597160,83599969-83600206,83602134-83602313,83603205-83603297,83606563-83606694,83611099-83611305,83612913-83617498,83639902-83639999,83640679-83640869	read_chain	NA	0	0	0.8662	0.210
MCL0	24	MCL_NC_073241.2_90661288	NC_073241.2	90661288	90883649	12	+	1	90661288-90661686,90817815-90818213,90827112-90827407,90828279-90828399,90830855-90831023,90835293-90835481,90855894-90856148,90864397-90864534,90866904-90867026,90872931-90873049,90877850-90878102,90882059-90883649	gff_fallback	NA	0	0	0.8538	0.000
MCL0	25	MCL_NC_073241.2_91319529	NC_073241.2	91319529	91515062	32	-	243	91319529-91320417,91344898-91345011,91373343-91375103,91401759-91401812,91403870-91403913,91411767-91411841,91413615-91413691,91414295-91414351,91417837-91417924,91419557-91419660,91424937-91425040,91429096-91429205,91430813-91430922,91433573-91433665,91434821-91434914,91435018-91435118,91437894-91438034,91441251-91441434,91442694-91442773,91466109-91466165,91466849-91466942,91468290-91468350,91471176-91471217,91473774-91473891,91474837-91474968,91476099-91476224,91482431-91482538,91484996-91485095,91485553-91485675,91489007-91489298,91490165-91490242,91514849-91515062	read_chain	NA	0	0	0.9463	0.084
MCL0	26	MCL_NC_073241.2_99334907	NC_073241.2	99334907	99621552	50	+	693	99334907-99335335,99336292-99336362,99337475-99337579,99348309-99348577,99351528-99351731,99355608-99355735,99359654-99359732,99360942-99361040,99361804-99361910,99378872-99379090,99382314-99382452,99385028-99385182,99388647-99388738,99390776-99390969,99396777-99396871,99407445-99407534,99408891-99409081,99420104-99420176,99421453-99421612,99425571-99425682,99426137-99426266,99442770-99442990,99447720-99447875,99454841-99454986,99460768-99461008,99461624-99461813,99467735-99467804,99468447-99468544,99472864-99472982,99473364-99473453,99475553-99475653,99478884-99479056,99482174-99482311,99483246-99483363,99483883-99484009,99499338-99499465,99499706-99500308,99502122-99502335,99509877-99510048,99521376-99521492,99523806-99523988,99526552-99526718,99529616-99529767,99530738-99530853,99532523-99532614,99534680-99534770,99536873-99537051,99537915-99538103,99538414-99538822,99621339-99621552	read_chain	NA	0	0	0.8545	0.000
MCL0	27	MCL_NC_073241.2_99669636	NC_073241.2	99669636	99684524	3	+	3	99669636-99669775,99670326-99670409,99684334-99684524	gff_fallback	NA	0	0	0.9253	0.750
MCL0	28	MCL_NC_073241.2_108384282	NC_073241.2	108384282	108692445	29	+	410	108384282-108384567,108412077-108412251,108424769-108424920,108427658-108427772,108438686-108438795,108456197-108456256,108465913-108465965,108487811-108487906,108504849-108504930,108518909-108518985,108525950-108526027,108564059-108564220,108588527-108588670,108616763-108616876,108620200-108620449,108641997-108642159,108642872-108642965,108649488-108649572,108649979-108650150,108654752-108654851,108656655-108656745,108657732-108657877,108658079-108658144,108659836-108659992,108660198-108660263,108669580-108669689,108687365-108687423,108688440-108688644,108691553-108692445	read_chain	NA	0	0	0.9121	0.000
MCL0	29	MCL_NC_073241.2_109485730	NC_073241.2	109485730	109508777	5	+	14	109485730-109485818,109499340-109499396,109502036-109502178,109503003-109503797,109506835-109508777	read_chain	NA	0	0	0.9237	0.224
MCL0	30	MCL_NC_073242.2_20351010	NC_073242.2	20351010	20396898	10	-	1049	20351010-20351148,20362436-20362522,20364430-20364575,20366660-20370271,20370693-20370942,20371862-20372037,20374472-20374871,20374930-20374964,20376626-20376802,20396829-20396898	read_chain	NA	0	0	0.9457	0.420
MCL0	31	MCL_NC_073242.2_20932388	NC_073242.2	20932388	21024944	14	+	40	20932388-20932855,20949247-20949334,20950226-20950491,20968901-20969029,20971263-20971411,20976019-20976695,20978360-20979646,20996398-20996516,21002999-21003173,21004366-21004545,21006543-21006678,21020810-21020940,21022587-21022743,21023392-21024944	read_chain	NA	0	0	0.9078	0.340
MCL0	32	MCL_NC_073242.2_37302648	NC_073242.2	37302648	37350998	7	+	234	37302648-37302872,37312060-37312187,37312699-37312795,37343191-37343326,37348787-37349301,37349558-37349674,37350245-37350998	read_chain	NA	1	0	0.8663	0.315
MCL0	33	MCL_NC_073242.2_37386137	NC_073242.2	37386137	37429726	4	+	384	37386137-37386365,37396915-37397042,37397585-37397681,37426897-37429726	read_chain	NA	1	0	0.9298	0.000
MCL0	34	MCL_NC_073242.2_67519489	NC_073242.2	67519489	67556277	25	-	1	67519489-67520108,67521923-67522048,67522145-67522306,67522453-67522531,67523630-67523769,67530969-67531200,67531304-67531501,67531761-67531909,67532724-67532909,67535644-67535824,67536532-67536725,67538057-67538245,67544550-67544742,67545444-67545596,67545713-67545860,67545939-67546109,67546642-67546778,67549439-67549633,67549698-67549853,67549960-67550093,67550366-67550577,67553345-67553496,67554489-67554593,67554977-67555148,67556216-67556277	gff_fallback	NA	6	0	0.9993	0.014
MCL0	35	MCL_NC_073242.2_68771161	NC_073242.2	68771161	68806675	25	+	1	68771161-68771222,68772290-68772461,68772845-68772949,68773942-68774093,68776862-68776892,68776894-68777073,68777346-68777479,68777586-68777741,68777806-68778000,68780658-68780794,68781327-68781497,68781576-68781723,68781840-68781992,68782694-68782886,68789185-68789373,68790867-68791060,68791768-68791948,68794664-68794849,68795664-68795812,68796072-68796269,68796373-68796604,68803807-68803946,68805045-68805123,68805270-68805431,68805528-68806675	gff_fallback	NA	7	0	0.9900	0.171
MCL0	36	MCL_NC_073242.2_75210851	NC_073242.2	75210851	75264784	16	-	1	75210851-75210899,75212663-75212861,75227918-75227966,75228859-75228901,75238726-75238889,75243761-75243928,75247984-75248104,75248691-75248743,75248845-75249070,75251883-75251919,75254898-75254999,75256733-75257129,75260354-75260389,75262207-75262228,75262733-75262793,75264125-75264784	gff_fallback	NA	0	0	0.9191	0.000
MCL0	37	MCL_NC_073242.2_75525222	NC_073242.2	75525222	75625024	19	-	1	75525222-75527814,75530143-75530223,75531660-75531889,75534228-75534443,75535031-75535319,75553951-75554098,75555784-75556738,75562172-75562246,75570788-75570882,75573913-75573975,75574362-75574402,75584244-75584317,75587073-75587104,75606426-75606480,75609908-75609976,75615920-75616024,75619816-75619990,75620152-75620267,75624585-75625024	gff_fallback	NA	0	0	0.9284	0.203
MCL0	38	MCL_NC_073242.2_76134689	NC_073242.2	76134689	76196496	9	-	10	76134689-76136845,76139272-76139386,76162253-76162482,76175359-76175487,76175570-76175615,76181042-76181291,76181944-76182085,76184691-76184748,76196277-76196496	read_chain	NA	0	0	0.8408	0.066
MCL0	39	MCL_NC_073242.2_76208469	NC_073242.2	76208469	76310486	7	-	5198	76208469-76209856,76212960-76213078,76215832-76215915,76216618-76216743,76270921-76271000,76289695-76289739,76310377-76310486	read_chain	NA	0	0	0.9603	0.131
MCL0	40	MCL_NC_073242.2_79792356	NC_073242.2	79792356	79805629	2	+	5	79792356-79792440,79805545-79805629	read_chain	NA	0	0	0.9212	0.000
MCL0	41	MCL_NC_073242.2_85486653	NC_073242.2	85486653	85550047	14	-	389	85486653-85488246,85489113-85489298,85492344-85492428,85494093-85494228,85510969-85511073,85514237-85514428,85526114-85526225,85527366-85527500,85529302-85529435,85529597-85529638,85532457-85532610,85533931-85534096,85538766-85538859,85549594-85550047	read_chain	NA	0	0	0.9263	0.000
MCL0	42	MCL_NC_073242.2_95630372	NC_073242.2	95630372	95636140	2	-	68	95630372-95631377,95634730-95636140	read_chain	NA	0	0	0.9357	0.509
MCL0	43	MCL_NC_073242.2_97311969	NC_073242.2	97311969	97459823	10	+	312	97311969-97312406,97351584-97352719,97356208-97356371,97390429-97390629,97397503-97397676,97405045-97405186,97412147-97412203,97413906-97414033,97421435-97422443,97456948-97459823	read_chain	NA	0	0	0.8680	0.000
MCL0	44	MCL_NC_073242.2_104957195	NC_073242.2	104957195	105109781	26	-	5259	104957195-104958584,104961892-104961999,104963116-104963237,104964927-104965035,104967337-104967439,104967739-104967882,104968606-104968730,104970928-104971066,104973012-104973105,104974205-104974323,104975246-104975335,104976381-104976495,104977567-104977630,104979768-104979855,104982617-104982755,104985448-104985602,104988231-104988333,104990978-104991100,104996178-104996393,104998130-104998314,104999920-104999992,105001609-105001813,105008667-105008883,105013972-105014059,105036260-105036293,105109272-105109781	read_chain	NA	1	0	0.9947	0.000
MCL0	45	MCL_NC_073242.2_107132667	NC_073242.2	107132667	107558074	12	+	110	107132667-107132819,107133165-107133292,107232841-107233004,107331477-107332542,107400977-107402189,107439014-107439612,107440159-107441634,107449173-107449264,107487555-107490840,107551933-107552888,107554719-107555357,107557741-107558074	read_chain	NA	0	0	0.9239	0.373
MCL0	46	MCL_NC_073242.2_111107241	NC_073242.2	111107241	111319039	7	-	40	111107241-111113852,111117420-111117564,111121958-111122169,111130070-111130243,111142342-111142560,111193868-111194460,111318864-111319039	read_chain	NA	0	0	0.9165	0.000
MCL0	47	MCL_NC_073244.2_23333296	NC_073244.2	23333296	23336615	2	-	6	23333296-23334755,23336464-23336615	read_chain	NA	0	0	0.8662	0.086
MCL0	48	MCL_NC_073244.2_26159133	NC_073244.2	26159133	26181804	4	-	106	26159133-26161744,26162742-26162803,26163012-26163139,26181643-26181804	read_chain	NA	0	0	0.9241	0.101
MCL0	49	MCL_NC_073244.2_43767685	NC_073244.2	43767685	43804449	9	+	3	43767685-43767822,43771232-43771352,43775724-43775780,43777037-43777123,43783241-43783431,43784284-43784377,43799968-43800066,43800671-43800748,43804368-43804449	read_chain	NA	0	0	0.8716	0.000
MCL0	50	MCL_NC_073244.2_43857636	NC_073244.2	43857636	43897866	13	-	3	43857636-43857803,43860254-43860429,43869119-43869269,43870813-43870910,43885372-43885476,43886776-43886900,43887550-43887595,43889063-43889163,43889406-43889532,43891049-43891292,43891573-43891721,43895387-43895585,43896648-43897866	gff_fallback	NA	0	0	0.9328	0.000
MCL0	51	MCL_NC_073244.2_47878873	NC_073244.2	47878873	47912636	6	+	304	47878873-47878947,47880681-47880782,47886095-47886163,47903709-47903836,47904105-47904192,47910259-47912636	read_chain	NA	0	0	0.9365	0.096
MCL0	52	MCL_NC_073244.2_55713447	NC_073244.2	55713447	55749212	7	+	299	55713447-55713843,55718466-55718520,55719018-55719181,55723697-55723759,55739857-55739984,55741139-55741223,55746641-55749212	read_chain	NA	0	0	0.9235	0.010
MCL0	53	MCL_NC_073244.2_65133284	NC_073244.2	65133284	65141303	4	+	98	65133284-65133472,65136829-65136909,65140240-65140367,65141174-65141303	read_chain	NA	0	0	0.8743	0.000
MCL0	54	MCL_NC_073242.2_100928158	NC_073242.2	100928158	100938007	5	-	104	100928158-100929680,100931629-100931743,100932276-100932403,100935489-100935551,100937967-100938007	read_chain	NA	0	0	0.9005	0.171
MCL0	55	MCL_NC_073244.2_29660775	NC_073244.2	29660775	29718679	5	-	252	29660775-29661834,29680808-29685832,29696920-29697016,29697811-29697938,29718486-29718679	read_chain	NA	3	0	0.9136	0.238
MCL0	56	MCL_NC_073241.2_109002034	NC_073241.2	109002034	109004403	2	-	48	109002034-109004132,109004324-109004403	read_chain	NA	0	0	0.9275	0.499
MCL2	0	MCL_NC_073244.2_60716265	NC_073244.2	60716265	60717064	2	+	1	60716265-60716514,60716749-60717064	gff_fallback	60716265-60717064	35	799	0.9772	0.000
MCL2	1	MCL_NC_073244.2_60877381	NC_073244.2	60877381	60878483	3	+	2	60877381-60877396,60877682-60877916,60878152-60878483	gff_fallback	60877381-60878483	35	1102	0.9366	0.000
MCL3	0	MCL_NC_073241.2_38631367	NC_073241.2	38631367	38631861	3	+	3	38631367-38631412,38631475-38631748,38631788-38631861	read_chain	38615311-38631866	24	16555	0.9665	0.361
MCL3	1	MCL_NC_073242.2_15558380	NC_073242.2	15558380	15571513	2	+	12	15558380-15558654,15567536-15571513	read_chain	15547390-15571596	26	24206	0.9863	0.111
MCL3	2	MCL_NC_073242.2_16322356	NC_073242.2	16322356	16326386	4	-	8	16322356-16324531,16324573-16324993,16325077-16326272,16326277-16326386	read_chain	16322273-16345951	25	23678	0.9747	0.059
MCL3	3	MCL_NC_073242.2_21074204	NC_073242.2	21074204	21114708	14	-	146	21074204-21074241,21074282-21074951,21075077-21075287,21081752-21082045,21083405-21083441,21083550-21083611,21084640-21084748,21087706-21087902,21088014-21088114,21091742-21091873,21099225-21099356,21101849-21102172,21105363-21105426,21112745-21114708	read_chain	21074204-21097887	24	23683	0.9708	0.392
MCL3	4	MCL_NC_073242.2_21741643	NC_073242.2	21741643	21769436	17	+	33	21741643-21741844,21752557-21752686,21756334-21756434,21756597-21756742,21757304-21759100,21759697-21759805,21760828-21760889,21760998-21761034,21762394-21762686,21762758-21762760,21762777-21763711,21764822-21764843,21764894-21764975,21765026-21765106,21765922-21766084,21766566-21769412,21769422-21769436	read_chain	21746550-21769462	24	22912	0.9650	0.221
MCL3	5	MCL_NC_073242.2_22122647	NC_073242.2	22122647	22136157	11	+	34	22122647-22122792,22126892-22126953,22127062-22127098,22128458-22128676,22131243-22131379,22131418-22131479,22131521-22131708,22131855-22131866,22131969-22132135,22132387-22132517,22132643-22136157	read_chain	22112598-22136211	24	23613	0.9627	0.034
MCL3	6	MCL_NC_073242.2_23065360	NC_073242.2	23065360	23084577	9	-	4	23065360-23070567,23071927-23071963,23072070-23072131,23073148-23073257,23076206-23076351,23076514-23076614,23080217-23080346,23083846-23083943,23084496-23084577	gff_fallback	23065360-23084577	24	19217	0.9708	0.009
MCL3	7	MCL_NC_073242.2_26968104	NC_073242.2	26968104	26997053	13	-	1	26968104-26976397,26977757-26977793,26977902-26977963,26978586-26979430,26982041-26982186,26982349-26982449,26986066-26986249,26989752-26989904,26990413-26990499,26990558-26992716,26992723-26993061,26995897-26996055,26996207-26997053	gff_fallback	26968104-26992293	24	24189	0.9665	0.124
MCL3	8	MCL_NC_073242.2_28370268	NC_073242.2	28370268	28427997	15	-	106	28370268-28377755,28377784-28378394,28378667-28379020,28380380-28380416,28380525-28380586,28384679-28384824,28384987-28385087,28388727-28388856,28405930-28406114,28409495-28409663,28412696-28412873,28416763-28416890,28419823-28419899,28424514-28424597,28427908-28427997	read_chain	28370268-28394918	26	24650	0.9853	0.073
MCL3	9	MCL_NC_073242.2_28995161	NC_073242.2	28995161	29013531	8	-	12	28995161-28999843,29003075-29003085,29003147-29003394,29004754-29004790,29004899-29004958,29009033-29009178,29009341-29009441,29013402-29013531	read_chain	28994976-29019589	26	24613	0.9867	0.044
MCL3	10	MCL_NC_073242.2_29446434	NC_073242.2	29446434	29461874	2	+	8	29446434-29446579,29461776-29461874	read_chain	29436283-29461971	24	25688	0.9616	0.358
MCL3	11	MCL_NC_073242.2_30579524	NC_073242.2	30579524	30598035	4	-	20	30579524-30579844,30586731-30586937,30597284-30597315,30597324-30598035	read_chain	30573234-30598132	26	24898	0.9850	0.111
MCL3	12	MCL_NC_073242.2_31425632	NC_073242.2	31425632	31462161	10	+	97	31425632-31425730,31442760-31442889,31446523-31446623,31446786-31446931,31451031-31451092,31451201-31451233,31452608-31453412,31453514-31454102,31454217-31455788,31455823-31462161	read_chain	31436702-31462161	26	25459	0.9866	0.094
MCL3	13	MCL_NC_073242.2_32148158	NC_073242.2	32148158	32174319	4	+	31	32148158-32149816,32151096-32151304,32151408-32151411,32173457-32174319	read_chain	32148116-32176941	24	28825	0.9613	0.123
MCL3	14	MCL_NC_073242.2_32426816	NC_073242.2	32426816	32450942	3	-	165	32426816-32430336,32447003-32447103,32450586-32450942	read_chain	32426793-32450942	24	24149	0.9656	0.051
MCL3	15	MCL_NC_073242.2_35227951	NC_073242.2	35227951	35250925	10	-	59	35227951-35234905,35235008-35235908,35236297-35236659,35238019-35238055,35238164-35238225,35240466-35241581,35242317-35242462,35242625-35242725,35246348-35246477,35250648-35250925	read_chain	35227928-35252537	24	24609	0.9627	0.177
MCL3	16	MCL_NC_073242.2_35555534	NC_073242.2	35555534	35573038	11	-	36	35555534-35555548,35555554-35559400,35560833-35561445,35562966-35563213,35564573-35564609,35564718-35564779,35565100-35565215,35565778-35568135,35568871-35569016,35569179-35569279,35572909-35573038	read_chain	35555497-35579109	24	23612	0.9630	0.181
MCL3	17	MCL_NC_073242.2_35962645	NC_073242.2	35962645	35976383	3	-	15	35962645-35966452,35973881-35973989,35974608-35976383	read_chain	35962548-35984789	24	22241	0.9648	0.233
MCL3	18	MCL_NC_073242.2_99211089	NC_073242.2	99211089	99238108	10	-	63	99211089-99215565,99215726-99215848,99219398-99221287,99222637-99222673,99222782-99222843,99226920-99227065,99227228-99227328,99230933-99231062,99235341-99235473,99237950-99238108	read_chain	99211070-99236984	24	25914	0.9671	0.041
MCL3	19	MCL_NC_073242.2_99634381	NC_073242.2	99634381	99660228	8	-	23	99634381-99634724,99635066-99635208,99635292-99635334,99635376-99635417,99645528-99645734,99645994-99648392,99652990-99653119,99660081-99660228	read_chain	99634290-99659115	24	24825	0.9656	0.389
MCL3	20	MCL_NC_073242.2_103935873	NC_073242.2	103935873	103964751	9	+	25	103935873-103935998,103940067-103940146,103940306-103940464,103950098-103950227,103953844-103953944,103954107-103954252,103958318-103958379,103958488-103958524,103959879-103964751	read_chain	103944086-103964780	24	20694	0.9648	0.039
MCL3	21	MCL_NC_073242.2_104331209	NC_073242.2	104331209	104334646	1	+	6	104331209-104334646	read_chain	104309418-104334746	24	25328	0.9688	0.025
MCL3	22	MCL_NC_073242.2_104882579	NC_073242.2	104882579	104896568	2	+	14	104882579-104884482,104892740-104896568	read_chain	104871811-104896668	24	24857	0.9610	0.233
MCL3	23	MCL_NC_073244.2_21077241	NC_073244.2	21077241	21157156	23	-	37	21077241-21078667,21078751-21081295,21082232-21082460,21083238-21084047,21085408-21085444,21085553-21085614,21088592-21088636,21088757-21088948,21089680-21089825,21089988-21090088,21094064-21094193,21111264-21111448,21114826-21114994,21118022-21118199,21122088-21122215,21125153-21125229,21129840-21129928,21133380-21133527,21145396-21145600,21148858-21148951,21153385-21153545,21155671-21155849,21156999-21157156	read_chain	21077018-21100246	25	23228	0.9690	0.082
MCL4	0	MCL_NC_073241.2_109865259	NC_073241.2	109865259	109939290	16	+	2	109865259-109865583,109865810-109865868,109865961-109866194,109868839-109868897,109868990-109869223,109878704-109878762,109878855-109879088,109903420-109903478,109903571-109903804,109906402-109906460,109906553-109906786,109934936-109934994,109935087-109935320,109936095-109936286,109938350-109938408,109938529-109939290	gff_fallback	NA	3	0	0.9901	0.210
MCL4	1	MCL_NC_073241.2_109870579	NC_073241.2	109870579	109875958	3	+	2	109870579-109872026,109872253-109872311,109872432-109875958	gff_fallback	NA	1	0	0.9901	0.179
MCL4	2	MCL_NC_073242.2_3027790	NC_073242.2	3027790	3033622	4	-	1	3027790-3030157,3030278-3030336,3032398-3032593,3033369-3033622	gff_fallback	NA	5	0	0.9905	0.091
MCL4	3	MCL_NC_073242.2_3084347	NC_073242.2	3084347	3087409	2	-	3	3084347-3085392,3086951-3087409	read_chain	NA	6	0	0.9965	0.000
MCL4	4	MCL_NC_073242.2_3152399	NC_073242.2	3152399	3153401	1	-	3	3152399-3153401	read_chain	NA	6	0	0.9900	0.000
MCL4	5	MCL_NC_073242.2_3215386	NC_073242.2	3215386	3218941	3	-	4	3215386-3216190,3218188-3218762,3218883-3218941	read_chain	NA	6	0	0.9998	0.040
MCL4	6	MCL_NC_073242.2_3291192	NC_073242.2	3291192	3301056	5	-	4	3291192-3292177,3293352-3297591,3297712-3297770,3299832-3300027,3300804-3301056	gff_fallback	NA	6	0	0.9998	0.054
MCL4	7	MCL_NC_073242.2_3362559	NC_073242.2	3362559	3372195	6	-	8	3362559-3364357,3364600-3365984,3366105-3366163,3368229-3368420,3371811-3372044,3372137-3372195	read_chain	NA	6	0	0.9533	0.082
