source	chrom	read_name	start	end	strand	exons
rustle	chr_test	uniq_A2_13	1003	4499	-1	1003-1200,2001-2300,4001-4499
rustle	chr_test	multi_5	1003	4498	-1	1003-1200,2001-2300,3001-3150,4001-4498
rustle	chr_test	uniq_A1_9	1004	4500	-1	1004-1200,2001-2300,3001-3150,4001-4500
rustle	chr_test	uniq_A1_12	1004	4501	-1	1004-1200,2001-2300,3001-3150,4001-4501
rustle	chr_test	uniq_A1_23	1004	4497	-1	1004-1200,2001-2300,3001-3150,4001-4497
rustle	chr_test	uniq_A1_26	1004	4500	-1	1004-1200,2001-2300,3001-3150,4001-4500
rustle	chr_test	uniq_A1_27	1004	4497	-1	1004-1200,2001-2300,3001-3150,4001-4497
rustle	chr_test	uniq_A1_29	1004	4502	-1	1004-1200,2001-2300,3001-3150,4001-4502
rustle	chr_test	uniq_A2_0	1004	4497	-1	1004-1200,2001-2300,4001-4497
rustle	chr_test	uniq_A2_4	1004	4503	-1	1004-1200,2001-2300,4001-4503
rustle	chr_test	uniq_A2_7	1004	4501	-1	1004-1200,2001-2300,4001-4501
rustle	chr_test	uniq_B1_0	9998	13498	-1	9998-10200,11001-11300,12001-12150,13001-13498
rustle	chr_test	uniq_B1_3	9998	13502	-1	9998-10200,11001-11300,12001-12150,13001-13502
rustle	chr_test	uniq_B1_4	9998	13497	-1	9998-10200,11001-11300,12001-12150,13001-13497
rustle	chr_test	uniq_B1_17	9998	13499	-1	9998-10200,11001-11300,12001-12150,13001-13499
rustle	chr_test	uniq_B1_24	9998	13502	-1	9998-10200,11001-11300,12001-12150,13001-13502
rustle	chr_test	uniq_B1_1	9999	13498	-1	9999-10200,11001-11300,12001-12150,13001-13498
rustle	chr_test	uniq_B1_5	9999	13502	-1	9999-10200,11001-11300,12001-12150,13001-13502
rustle	chr_test	uniq_B1_7	9999	13499	-1	9999-10200,11001-11300,12001-12150,13001-13499
rustle	chr_test	multi_r_0	9999	13502	-1	9999-10200,11001-11300,12001-12150,13001-13502
rustle	chr_test	multi_r_1	9999	13499	-1	9999-10200,11001-11300,12001-12150,13001-13499
rustle	chr_test	uniq_B1_9	10000	13500	-1	10000-10200,11001-11300,12001-12150,13001-13500
rustle	chr_test	uniq_B1_16	10000	13501	-1	10000-10200,11001-11300,12001-12150,13001-13501
rustle	chr_test	uniq_B1_6	10001	13503	-1	10001-10200,11001-11300,12001-12150,13001-13503
rustle	chr_test	uniq_B1_10	10001	13499	-1	10001-10200,11001-11300,12001-12150,13001-13499
rustle	chr_test	uniq_B1_12	10001	13503	-1	10001-10200,11001-11300,12001-12150,13001-13503
rustle	chr_test	uniq_B1_13	10001	13498	-1	10001-10200,11001-11300,12001-12150,13001-13498
rustle	chr_test	uniq_B1_15	10001	13498	-1	10001-10200,11001-11300,12001-12150,13001-13498
rustle	chr_test	uniq_B1_18	10001	13501	-1	10001-10200,11001-11300,12001-12150,13001-13501
rustle	chr_test	uniq_B1_19	10001	13498	-1	10001-10200,11001-11300,12001-12150,13001-13498
rustle	chr_test	uniq_B1_21	10001	13498	-1	10001-10200,11001-11300,12001-12150,13001-13498
rustle	chr_test	multi_r_3	10001	13500	-1	10001-10200,11001-11300,12001-12150,13001-13500
rustle	chr_test	uniq_B1_2	10002	13498	-1	10002-10200,11001-11300,12001-12150,13001-13498
rustle	chr_test	uniq_B1_8	10002	13501	-1	10002-10200,11001-11300,12001-12150,13001-13501
rustle	chr_test	uniq_B1_14	10002	13498	-1	10002-10200,11001-11300,12001-12150,13001-13498
rustle	chr_test	uniq_B1_23	10002	13500	-1	10002-10200,11001-11300,12001-12150,13001-13500
rustle	chr_test	uniq_B1_11	10003	13498	-1	10003-10200,11001-11300,12001-12150,13001-13498
rustle	chr_test	uniq_B1_20	10003	13498	-1	10003-10200,11001-11300,12001-12150,13001-13498
rustle	chr_test	uniq_B1_22	10003	13502	-1	10003-10200,11001-11300,12001-12150,13001-13502
rustle	chr_test	multi_r_2	10003	13501	-1	10003-10200,11001-11300,12001-12150,13001-13501
