family	ref	mem	coh_fwd	inv_frac	rep_hits	shuffle	n_blocks
RCF_58	LOC101153289	TMEM42	0.713	0.0	0.0	0.0	1
RCF_59	LOC129525664	LOC129525329	0.986	0.0	0.0	0.0	1
RCF_59	LOC129525664	LOC129532613	0.968	0.0	0.0	0.0	1
RCF_59	LOC129525664	PSMA5	0.753	0.0	0.0	0.0	1
RCF_60	LOC129532935	LOC129523581	0.375	0.0	0.0	0.0	1
RCF_60	LOC129532935	LOC129525208	0.364	0.0	0.0	0.0	1
RCF_61	LOC129525628	LOC134757007	0.296	0.0	0.0	0.0	1
RCF_62	SEC22B	LOC101129940	1.0	0.0	0.0	0.0	1
RCF_62	SEC22B	LOC129525219	1.0	0.0	0.0	0.0	1
RCF_63	LOC101137462	LOC101128351	0.0	0.0	0.0	0.0	0
RCF_63	LOC101137462	LOC101128712	0.0	0.0	0.0	0.0	0
RCF_63	LOC101137462	ZNF440	0.0	0.0	0.0	0.0	0
RCF_72	HSP90B1	LOC101143886	0.77	0.0	0.0	0.0	1
RCF_73	RBMXL1	RBMX	0.989	0.0	0.0	0.0	1
RCF_74	COIL	LOC101131861	0.997	0.0	0.0	0.0	1
RCF_75	DLST	LOC101140310	0.995	0.0	0.0	0.0	1
RCF_76	ELOC	LOC101141508	0.988	0.0	0.0	0.0	1
RCF_76	ELOC	LOC101152199	0.988	0.0	0.0	0.0	1
RCF_77	BTF3L4	LOC109024441	0.701	0.0	0.0	0.0	1
RCF_78	LOC101144011	LOC134756398	0.953	0.0	0.0	0.0	1
RCF_79	TMEM69	LOC101132327	0.928	0.0	0.0	0.0	1
RCF_8	LOC129525065	LOC129532624	0.987	0.0	0.137	0.0	1
RCF_9	MAPKBP1	LOC101128796	0.982	0.0	0.0	0.0	1
RCF_9	MAPKBP1	LOC129529247	0.644	0.0	0.0	0.0	1
RCF_9	MAPKBP1	LOC129531977	0.95	0.0	0.0	0.0	1
RCF_9	MAPKBP1	LOC129532032	0.817	0.0	0.0	0.0	1
RCF_9	MAPKBP1	LOC129532055	0.646	0.0	0.0	0.0	1
RCF_9	MAPKBP1	LOC134758715	0.635	0.0	0.0	0.0	1
RCF_9	MAPKBP1	LOC134758759	0.821	0.0	0.0	0.0	1
RCF_10	LOC134758754	LOC101130728	1.0	0.0	0.0	0.0	1
RCF_10	LOC134758754	LOC129523520	0.821	0.0	0.0	0.0	1
RCF_10	LOC134758754	LOC129529234	0.89	0.0	0.0	0.0	1
RCF_10	LOC134758754	LOC129531983	0.363	0.0	0.0	0.0	1
RCF_10	LOC134758754	LOC134756437	0.901	0.0	0.0	0.0	1
RCF_10	LOC134758754	LOC134758712	0.864	0.0	0.0	0.0	1
RCF_11	LOC129534588	LOC129529226	0.999	0.0	0.0	0.0	1
RCF_11	LOC129534588	LOC129531982	1.0	0.0	0.0	0.0	1
RCF_11	LOC129534588	LOC129532042	0.998	0.0	0.0	0.0	1
RCF_11	LOC129534588	LOC134758744	0.999	0.0	0.0	0.0	1
RCF_11	LOC129534588	PLA2G4B	1.0	0.0	0.0	0.0	1
RCF_12	SPTBN5	LOC101136353	0.984	0.0	0.0	0.0	1
RCF_12	SPTBN5	LOC115931212	0.977	0.0	0.0	0.0	1
RCF_12	SPTBN5	LOC115931242	0.984	0.0	0.0	0.0	1
RCF_12	SPTBN5	LOC129534585	0.983	0.0	0.0	0.0	1
RCF_12	SPTBN5	LOC129534593	0.942	0.0	0.0	0.0	1
RCF_12	SPTBN5	LOC129534707	0.984	0.0	0.0	0.0	1
RCF_12	SPTBN5	LOC134757776	0.986	0.0	0.0	0.0	1
RCF_12	SPTBN5	LOC134757815	0.983	0.0	0.0	0.0	1
RCF_13	LOC129532621	LOC129534177	0.388	0.0	0.0	0.0	4
RCF_13	LOC129532621	LOC129534554	0.436	0.0	0.462	0.5	1
RCF_13	LOC129532621	LOC134758127	0.274	0.0	0.002	0.0	2
RCF_13	LOC129532621	LOC134758128	0.307	0.0	0.002	0.0	2
RCF_13	LOC129532621	LOC134758129	0.961	0.0	0.599	0.714	1
RCF_13	LOC129532621	LOC134758136	0.402	0.0	0.001	0.0	3
RCF_13	LOC129532621	LOC134758137	0.553	0.0	0.599	0.619	1
RCF_14	LOC109028275	AURKA	0.793	0.0	0.0	0.0	1
RCF_15	PFDN5	LOC109028279	0.656	0.0	0.0	0.0	1
RCF_48	LOC101138622	LOC109028162	0.994	0.0	0.0	0.0	1
RCF_48	LOC101138622	LOC129527662	0.86	0.0	0.0	0.0	1
RCF_49	LOC115935411	LOC101153430	0.99	0.0	0.0	0.0	1
RCF_49	LOC115935411	LOC109025051	0.484	0.0	0.0	0.0	1
RCF_49	LOC115935411	LOC129523454	0.99	0.0	0.0	0.0	1
RCF_49	LOC115935411	TUBB8	0.782	0.0	0.0	0.0	1
RCF_50	LOC101152936	EMB	0.972	0.0	0.0	0.0	1
RCF_51	LOC101126097	LOC101130554	0.652	0.0	0.0	0.0	1
RCF_52	LOC101124269	PDIA3	0.88	0.0	0.0	0.0	1
RCF_53	LOC101135585	LOC101125737	1.0	0.0	0.112	0.333	1
RCF_53	LOC101135585	LOC101131274	0.946	0.0	0.112	0.333	1
RCF_53	LOC101135585	LOC115930576	0.889	0.0	0.116	0.5	1
RCF_53	LOC101135585	LOC115932984	0.895	0.0	0.116	0.5	1
RCF_53	LOC101135585	LOC115933235	0.851	0.0	0.116	0.5	1
RCF_53	LOC101135585	LOC115934004	0.923	0.0	0.112	0.667	1
RCF_53	LOC101135585	LOC129525191	0.916	0.0	0.112	0.667	1
RCF_53	LOC101135585	LOC129525330	0.837	0.0	0.116	0.4	1
RCF_53	LOC101135585	LOC129525331	0.913	0.0	0.116	0.4	1
RCF_53	LOC101135585	LOC129525599	0.777	0.0	0.199	0.1	1
RCF_53	LOC101135585	LOC129525691	0.999	0.0	0.11	0.667	1
RCF_53	LOC101135585	LOC134756861	0.823	0.0	0.056	0.0	1
RCF_54	LOC115932735	LOC101147747	0.936	0.0	0.0	0.0	1
RCF_54	LOC115932735	LOC109029488	0.513	0.0	0.0	0.0	1
RCF_55	PDZK1	LOC101142064	1.0	0.0	0.0	0.0	1
RCF_80	LOC129524502	CDC20	0.687	0.0	0.0	0.0	1
RCF_81	LOC115930786	YBX1	0.629	0.0	0.0	0.0	1
RCF_82	BMP8B	LOC101149312	0.941	0.0	0.0	0.0	1
RCF_83	RBBP4	LOC129534111	0.999	0.0	0.0	0.0	1
RCF_84	WASF2	LOC101139707	1.0	0.0	0.0	0.0	1
RCF_85	CHCHD3	LOC101135100	0.982	0.0	0.0	0.0	1
RCF_86	OSTC	LOC101153278	0.992	0.0	0.0	0.0	1
RCF_86	OSTC	LOC109027288	0.0	0.0	0.0	0.0	0
RCF_87	HMGN2	LOC101153591	0.803	0.0	0.0	0.0	1
RCF_87	HMGN2	LOC115934990	0.836	0.0	0.0	0.0	1
RCF_87	HMGN2	LOC129531477	0.618	0.0	0.0	0.0	1
RCF_0	LOC115933187	LOC129524260	0.91	0.0	0.0	0.0	1
RCF_0	LOC115933187	LOC129527796	0.883	0.0	0.0	0.0	1
RCF_0	LOC115933187	LOC129528259	0.816	0.0	0.0	0.0	1
RCF_0	LOC115933187	LOC129528733	0.816	0.0	0.0	0.0	1
RCF_0	LOC115933187	LOC129530539	0.907	0.0	0.0	0.0	1
RCF_0	LOC115933187	LOC129532896	0.921	0.0	0.0	0.0	1
RCF_0	LOC115933187	LOC129533142	0.91	0.0	0.0	0.0	1
RCF_0	LOC115933187	LOC134758032	0.984	0.0	0.0	0.0	1
RCF_0	LOC115933187	LOC134758397	1.0	0.0	0.0	0.0	1
RCF_1	LOC115930073	LOC101144634	0.86	0.0	0.0	0.0	1
RCF_2	LOC101124243	NOM1	1.0	0.0	0.0	0.0	1
RCF_3	AHCTF1	LOC101139146	0.998	0.0	0.0	0.0	1
RCF_4	CEP170	LOC115933756	1.0	0.0	0.0	0.0	1
RCF_4	CEP170	LOC129531985	0.958	0.0	0.0	0.0	1
RCF_5	LOC129532017	LOC134757481	0.975	0.0	0.475	0.143	2
RCF_6	LOC115936299	LOC101124648	0.436	0.0	0.265	0.143	2
RCF_6	LOC115936299	LOC101136188	0.984	0.0	0.279	0.444	1
RCF_6	LOC115936299	LOC101148271	0.642	0.0	0.11	0.536	2
RCF_6	LOC115936299	LOC101148643	0.746	0.0	0.0	1.0	2
RCF_6	LOC115936299	LOC109025131	0.712	0.0	0.0	0.0	3
RCF_6	LOC115936299	LOC109027802	0.74	0.0	0.0	0.4	5
RCF_6	LOC115936299	LOC115930151	0.806	0.0	0.0	0.0	6
RCF_6	LOC115936299	LOC115933023	0.224	0.0	0.0	0.0	6
RCF_6	LOC115936299	LOC129523553	0.172	0.0	0.0	0.0	2
RCF_6	LOC115936299	LOC129523684	0.555	0.0	0.0	0.0	2
RCF_6	LOC115936299	LOC129523855	0.399	0.0	0.201	0.167	1
RCF_6	LOC115936299	LOC129523881	0.896	0.0	0.0	0.0	1
RCF_6	LOC115936299	LOC129524261	0.74	0.0	0.0	0.0	6
RCF_6	LOC115936299	LOC129525556	0.366	0.0	0.212	0.464	2
RCF_6	LOC115936299	LOC129527979	0.701	0.0	0.001	0.3	2
RCF_6	LOC115936299	LOC129529231	0.834	0.0	0.245	0.5	3
RCF_6	LOC115936299	LOC129533402	0.869	0.0	0.279	0.417	2
RCF_6	LOC115936299	LOC129533569	0.44	0.0	0.037	0.0	1
RCF_6	LOC115936299	LOC129534780	0.823	0.0	0.0	0.4	5
RCF_6	LOC115936299	LOC134756357	0.188	0.0	0.281	0.6	1
RCF_6	LOC115936299	LOC134756800	0.288	0.0	0.0	0.267	6
RCF_6	LOC115936299	LOC134758407	0.876	0.0	0.0	0.0	1
RCF_7	LOC101144552	RHBDF1	0.932	0.0	0.0	0.0	1
RCF_88	ARL16	LOC109028384	0.952	0.0	0.0	0.0	1
RCF_89	LOC101137143	LOC115930425	1.0	0.0	0.0	0.0	1
RCF_90	LOC101150628	AKR7A2	0.693	0.0	0.0	0.0	1
RCF_90	LOC101150628	LOC115933748	0.759	0.0	0.0	0.0	1
RCF_91	LOC101135098	CLCNKB	0.978	0.0	0.0	0.0	1
RCF_92	LOC101130048	LOC101137272	0.648	0.0	0.0	0.0	1
RCF_93	LOC129525038	LOC101146552	0.999	0.0	0.0	0.0	1
RCF_93	LOC129525038	LOC115930113	0.995	0.0	0.0	0.0	1
RCF_93	LOC129525038	LOC115932888	1.0	0.0	0.0	0.0	1
RCF_93	LOC129525038	LOC115932944	1.0	0.0	0.0	0.0	1
RCF_93	LOC129525038	LOC115933122	1.0	0.0	0.0	0.0	1
RCF_93	LOC129525038	LOC115933180	1.0	0.0	0.0	0.0	1
RCF_93	LOC129525038	LOC115933244	0.997	0.0	0.0	0.0	1
RCF_93	LOC129525038	LOC134758535	1.0	0.0	0.0	0.0	1
RCF_93	LOC129525038	PRAMEF20	0.918	0.0	0.0	0.0	1
RCF_94	PRAMEF17	LOC101138466	0.985	0.0	0.0	0.0	1
RCF_94	PRAMEF17	LOC101146902	0.997	0.0	0.0	0.0	1
RCF_94	PRAMEF17	LOC101152310	0.997	0.0	0.0	0.0	1
RCF_94	PRAMEF17	LOC101153753	0.995	0.0	0.0	0.0	1
RCF_94	PRAMEF17	LOC115932946	0.997	0.0	0.0	0.0	1
RCF_94	PRAMEF17	LOC129533087	0.997	0.0	0.0	0.0	1
RCF_94	PRAMEF17	LOC134759254	0.985	0.0	0.0	0.0	1
RCF_95	LOC101150863	LOC101151592	1.0	0.0	0.0	0.0	1
RCF_95	LOC101150863	LOC115933009	1.0	0.0	0.0	0.0	1
RCF_95	LOC101150863	LOC134758536	1.0	0.0	0.0	0.0	1
RCF_95	LOC101150863	PRAMEF19	1.0	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC129524653	0.671	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC129524658	0.563	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC129524663	0.908	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC129524664	0.645	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC129524670	0.627	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC129526379	0.852	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC129528193	0.859	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC129528440	0.725	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC129528444	0.908	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC129528449	0.808	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC129528455	0.639	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC129528459	0.908	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC129528464	0.886	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC129528466	0.79	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC129528469	0.831	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC129529381	0.954	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC129529384	0.848	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC129529387	0.954	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC129529647	0.933	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC129530382	0.844	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC129530464	0.672	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC129530486	0.73	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC129530497	0.848	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC129530543	0.851	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC129530565	0.73	0.0	0.0	0.0	1
RCF_64	IGSF3	LOC134757055	0.91	0.0	0.0	0.0	1
RCF_65	LOC101141070	HSD3B2	0.921	0.0	0.0	0.0	1
RCF_65	LOC101141070	LOC101141801	0.904	0.0	0.0	0.0	1
RCF_66	PCMTD1	LOC115932736	0.938	0.0	0.0	0.0	1
RCF_67	GSTM4	GSTM1	0.985	0.0	0.0	0.0	1
RCF_67	GSTM4	GSTM2	0.917	0.0	0.0	0.0	1
RCF_68	LOC101141937	LOC101133271	0.935	0.0	0.0	0.0	1
RCF_69	AMY2A	AMY2B	0.955	0.0	0.0	0.0	1
RCF_69	AMY2A	LOC101133335	1.0	0.0	0.0	0.0	1
RCF_70	LOC101129832	RPS20	0.596	0.0	0.0	0.0	1
RCF_71	SET	LOC101125643	0.814	0.0	0.0	0.0	1
RCF_71	SET	LOC109023026	1.0	0.0	0.0	0.0	1
RCF_71	SET	SETSIP	0.992	0.0	0.0	0.0	1
RCF_120	PROS1	LOC101147670	0.939	0.0	0.0	0.0	1
RCF_121	DHFR	DHFR2	0.788	0.0	0.0	0.0	1
RCF_122	LOC101131786	LOC101127099	0.996	0.0	0.0	0.0	1
RCF_123	LOC101129257	LOC101129632	0.94	0.0	0.0	0.0	1
RCF_124	HNRNPA1L2	LOC101130214	0.996	0.0	0.0	0.0	1
RCF_125	CD200R1	CD200R1L	0.593	0.0	0.0	0.0	1
RCF_126	LOC115936312	LOC115936283	0.654	0.0	0.0	0.0	1
RCF_127	LOC129527542	LOC134759064	0.631	0.0	0.0	0.0	1
RCF_112	LOC101129974	ZKSCAN7	0.455	0.0	0.0	0.0	1
RCF_113	CRIPTO	CRIPTO3	1.0	0.0	0.0	0.0	1
RCF_114	TMA7	TMA7B	1.0	0.0	0.0	0.0	1
RCF_115	NICN1	LOC101130789	1.0	0.0	0.0	0.0	1
RCF_116	RPL29	LOC101125185	0.944	0.0	0.0	0.0	1
RCF_116	RPL29	LOC101137457	0.751	0.0	0.0	0.0	1
RCF_117	LOC101128260	EEF2KMT	0.572	0.0	0.0	0.0	1
RCF_117	LOC101128260	LOC101125415	1.0	0.0	0.0	0.0	1
RCF_117	LOC101128260	LOC101130354	0.947	0.0	0.0	0.0	1
RCF_117	LOC101128260	LOC101133440	0.921	0.0	0.0	0.0	1
RCF_117	LOC101128260	LOC101139163	1.0	0.0	0.0	0.0	1
RCF_117	LOC101128260	LOC101152938	0.926	0.0	0.0	0.0	1
RCF_117	LOC101128260	LOC115934341	0.831	0.0	0.0	0.0	1
RCF_117	LOC101128260	LOC134756549	0.957	0.0	0.0	0.0	1
RCF_118	LOC129532418	LOC101128508	0.68	0.0	0.0	0.0	1
RCF_118	LOC129532418	LOC115932853	0.979	0.0	0.0	0.0	1
RCF_118	LOC129532418	LOC129532820	0.725	0.0	0.0	0.0	1
RCF_118	LOC129532418	LOC129532826	0.876	0.0	0.0	0.0	1
RCF_119	LOC134758387	FRG2C	0.998	0.0	0.0	0.0	1
RCF_119	LOC134758387	LOC115932837	0.995	0.0	0.0	0.0	1
RCF_119	LOC134758387	LOC115932854	1.0	0.0	0.0	0.0	1
RCF_119	LOC134758387	LOC129530558	0.995	0.0	0.0	0.0	1
RCF_119	LOC134758387	LOC129532824	1.0	0.0	0.0	0.0	1
RCF_128	LOC109027697	ALG1L2	0.359	0.0	0.0	0.0	1
RCF_129	GSTO1	LOC101143444	0.844	0.0	0.0	0.0	1
RCF_130	MYL6	LOC109026304	1.0	0.0	0.0	0.0	1
RCF_131	GPAT4	LOC134758102	0.662	0.0	0.0	0.0	1
RCF_132	PYGL	LOC101145974	1.0	0.0	0.0	0.0	1
RCF_133	MTHFD2	LOC101147312	0.664	0.0	0.0	0.0	1
RCF_134	RTP1	RTP2	0.385	0.0	0.0	0.0	1
RCF_135	LOC129525421	LOC129523817	0.546	0.0	0.03	1.0	1
RCF_135	LOC129525421	LOC134756488	0.998	0.0	0.198	0.667	1
RCF_144	LOC115935600	LOC101143900	1.0	0.0	0.0	0.0	1
RCF_145	ALG1L1P	ALG1	0.46	0.0	0.0	0.0	1
RCF_145	ALG1L1P	LOC101130727	0.491	0.0	0.0	0.0	1
RCF_145	ALG1L1P	LOC109023085	0.849	0.0	0.0	0.0	1
RCF_146	LOC101134308	RNPS1	0.94	0.0	0.0	0.0	1
RCF_147	LOC101132018	LOC101125611	1.0	0.0	0.0	0.0	1
RCF_147	LOC101132018	RPL9	0.824	0.0	0.0	0.0	1
RCF_148	LOC115934311	LOC101135156	0.885	0.0	0.0	0.0	1
RCF_148	LOC115934311	LOC101139531	0.984	0.0	0.0	0.0	1
RCF_148	LOC115934311	LOC101140616	0.99	0.0	0.0	0.0	1
RCF_148	LOC115934311	LOC109026641	0.986	0.0	0.0	0.0	1
RCF_148	LOC115934311	UGT2B4	0.714	0.0	0.0	0.0	1
RCF_149	COMMD5	LOC109026471	0.893	0.0	0.0	0.0	1
RCF_150	HTN1	HTN3	0.987	0.0	0.0	0.0	1
RCF_151	PF4V1	PF4	0.536	0.0	0.0	0.0	1
RCF_152	LOC101134092	LOC101133388	0.402	0.0	0.0	0.0	1
RCF_153	LOC109026657	IFITM2	0.797	0.0	0.0	0.0	1
RCF_153	LOC109026657	LOC101128980	0.76	0.0	0.0	0.0	1
RCF_154	CNOT6L	LOC101129393	0.923	0.0	0.0	0.0	1
RCF_155	LOC101125455	LOC101130387	0.888	0.0	0.0	0.0	1
RCF_155	LOC101125455	SIGLEC10	0.428	0.0	0.0	0.0	1
RCF_156	LOC101137060	LOC129531693	0.523	0.0	0.0	0.0	1
RCF_157	ADH1B	LOC101136823	0.866	0.0	0.0	0.0	1
RCF_157	ADH1B	LOC101142845	0.858	0.0	0.0	0.0	1
RCF_158	SLC9B1	LOC129527454	0.996	0.0	0.0	0.0	1
RCF_158	SLC9B1	LOC129527819	0.993	0.0	0.0	0.0	1
RCF_159	LOC129528949	RPL34	0.777	0.0	0.0	0.0	1
RCF_160	INIP	LOC129533141	0.418	0.0	0.0	0.0	1
RCF_161	LOC115932847	LOC115932948	0.753	0.0	0.0	0.0	1
RCF_162	LOC101147097	LOC101148582	0.934	0.0	0.0	0.0	1
RCF_163	LOC101142457	LOC129523468	1.0	0.0	0.0	0.0	1
RCF_163	LOC101142457	LOC129523511	0.931	0.0	0.0	0.0	1
RCF_163	LOC101142457	LOC134756389	1.0	0.0	0.0	0.0	1
RCF_163	LOC101142457	RABL2A	1.0	0.0	0.0	0.0	1
RCF_163	LOC101142457	RABL2B	0.71	0.0	0.0	0.0	1
RCF_164	LOC101149305	FOXD4L1	0.0	0.0	0.0	0.0	0
RCF_164	LOC101149305	LOC129524612	1.0	0.0	0.0	0.0	1
RCF_164	LOC101149305	LOC134756825	0.92	0.0	0.0	0.0	1
RCF_165	LOC115934550	WDR45B	0.559	0.0	0.0	0.0	1
RCF_166	ACTG1	ACTB	0.604	0.0	0.0	0.0	1
RCF_167	NOL11	LOC101126086	1.0	0.0	0.0	0.0	1
RCF_168	LOC115934626	LOC101135168	0.975	0.0	0.0	0.0	1
RCF_168	LOC115934626	LOC115933002	0.966	0.0	0.0	0.0	1
RCF_168	LOC115934626	LRRC37A3	0.807	0.0	0.0	0.0	1
RCF_169	LOC101135518	LOC101151290	0.467	0.0	0.0	0.0	1
RCF_169	LOC101135518	PLEKHM1	0.547	0.0	0.0	0.0	1
RCF_170	LOC101126984	GH1	0.93	0.0	0.0	0.0	1
RCF_171	LOC115934631	LOC101125803	0.55	0.0	0.0	0.0	1
RCF_171	LOC115934631	LOC101126399	0.543	0.0	0.0	0.0	1
RCF_171	LOC115934631	LOC115934632	0.653	0.0	0.0	0.0	1
RCF_171	LOC115934631	LOC134756429	1.0	0.0	0.0	0.0	1
RCF_172	FAM136A	LOC129533491	1.0	0.0	0.0	0.0	1
RCF_173	METTL2B	METTL2A	0.895	0.0	0.0	0.0	1
RCF_174	POLRMT	LOC101143340	0.993	0.0	0.0	0.0	1
RCF_175	LOC101133404	USP6	0.9	0.0	0.0	0.0	1
RCF_104	LOC129525067	LOC129523739	0.711	0.0	0.0	0.0	1
RCF_104	LOC129525067	LOC129523820	0.456	0.0	0.0	0.0	1
RCF_104	LOC129525067	LOC129523993	1.0	0.0	0.0	0.0	1
RCF_104	LOC129525067	LOC129524832	0.306	0.0	0.0	0.0	1
RCF_104	LOC129525067	LOC129525416	0.711	0.0	0.0	0.0	1
RCF_104	LOC129525067	LOC129525576	0.594	0.0	0.0	0.0	1
RCF_104	LOC129525067	LOC129525765	0.486	0.0	0.0	0.0	1
RCF_104	LOC129525067	LOC129526566	1.0	0.0	0.0	0.0	1
RCF_104	LOC129525067	LOC129527430	0.469	0.0	0.0	0.0	1
RCF_104	LOC129525067	LOC129527885	0.486	0.0	0.0	0.0	1
