family_id	n_genes	n_loci	n_contigs	cross_chrom	density	gamma_cohesive	biotype_purity	repeat_mosaic	dom_biotype	mmseqs_cluster_purity	genes
PRFAM220	11	10	1	0	0.455	1	1.000	0	protein_coding	0.818	RNASE8,RNASE7,RNASE1,RNASE2,RNASE3,RNASE6,RNASE4,ANG,RNASE12,RNASE9,RNASE10
PRFAM221	11	11	7	1	0.727	1	1.000	0	protein_coding	0.545	SEC14L1,CLVS2,TTPA,CLVS1,RLBP1,SEC14L5,TTPAL,SEC14L2,SEC14L3,SEC14L4,SEC14L6
PRFAM222	10	10	4	1	0.800	1	1.000	0	protein_coding	1.000	AGAP3,AGAP5,LOC129525050,AGAP6,LOC101144261,LOC101143406,LOC129525008,LOC101141934,AGAP2,AGAP1
PRFAM223	10	10	1	0	0.244	1	1.000	0	protein_coding	0.600	AMBP,LCN2,PAEP,LOC115935776,LOC129524593,LCN9,LCN6,LCN15,PTGDS,LCNL1
PRFAM224	10	10	5	1	0.867	1	1.000	0	protein_coding	1.000	ANO10,ANO9,ANO5,ANO3,ANO1,ANO2,ANO6,ANO4,ANO7,ANO8
PRFAM225	10	10	9	1	0.267	1	1.000	0	protein_coding	0.700	ARNT,SIM1,BMAL1,BMAL2,EPAS1,HIF1A,ARNT2,HIF3A,NPAS1,SIM2
PRFAM226	10	10	2	1	0.311	1	1.000	0	protein_coding	0.700	CD244,SLAMF7,CD48,SLAMF1,CD84,SLAMF6,SLAMF9,SLAMF8,LOC129526842,HEPACAM
PRFAM227	10	10	2	1	0.422	1	1.000	0	protein_coding	0.700	CD300LF,CD300E,CD300LD,CD300H,CD300C,CD300LB,CD300A,TREML4,LOC101139066,NCR2
PRFAM228	10	10	8	1	1.000	1	1.000	0	protein_coding	1.000	DUSP10,DUSP7,LOC134758532,LOC115933338,DUSP1,DUSP4,DUSP5,DUSP6,DUSP2,DUSP9
PRFAM229	10	10	4	1	0.844	1	1.000	0	protein_coding	1.000	GBP6,GBP5,GBP4,GBP7,GBP2,LOC101130426,GBP3,ATL3,ATL2,ATL1
PRFAM230	10	10	6	1	0.400	1	1.000	0	protein_coding	0.800	HOXB8,HOXB7,HOXB6,HOXA6,HOXA7,EMX2,HOXC6,HOXC8,HOXD8,EMX1
PRFAM231	10	10	5	1	0.600	1	1.000	0	protein_coding	0.700	HSD3B2,LOC101141070,LOC101141801,GALE,UXS1,TGDS,SDR42E2,HSD3B7,SDR42E1,NSDHL
PRFAM232	10	10	4	1	0.733	1	1.000	0	protein_coding	0.900	IL1RAP,SIGIRR,IL1R2,IL1R1,IL1RL2,IL1RL1,IL18R1,IL18RAP,IL1RAPL1,IL1RAPL2
PRFAM233	10	10	3	1	0.978	1	1.000	0	protein_coding	1.000	LOC101144253,LOC129523482,LOC115930095,LOC101126920,LOC101127657,LOC101150259,LOC115935781,LOC115935779,LOC109025440,LOC101139034
PRFAM234	10	10	7	1	1.000	1	1.000	0	protein_coding	1.000	LOC101148834,LOC134758341,LOC101136134,LOC115936029,LOC134759211,LOC101144284,RPL12,LOC109024418,LOC129529125,LOC101144966
PRFAM235	10	10	7	1	0.933	1	1.000	0	protein_coding	1.000	LOC101152317,HIGD1A,LOC101136214,HIGD1B,HIGD2A,LOC101132615,LOC109029167,HIGD1C,LOC101134412,HIGD2B
PRFAM236	10	10	7	1	0.244	1	1.000	0	protein_coding	0.500	LOC101153053,TNR,TNN,FNDC3B,LOC115935022,LOC101147118,PTPRB,FN1,TNC,FNDC3A
PRFAM237	10	10	5	1	0.711	1	1.000	0	protein_coding	1.000	LOC101153670,LOC129532385,LOC101141519,LOC101131842,LOC129523579,LOC109023623,LOC101129304,LOC101127388,LOC101129681,LOC101152773
PRFAM238	10	10	5	1	0.444	1	1.000	0	protein_coding	0.500	LOC109026769,CCDC144A,ANKRD26,ANKRD30A,ANKRD36C,LOC101125154,LOC109025523,LOC115933107,LOC115933177,LOC101152383
PRFAM239	10	10	8	1	1.000	1	1.000	0	protein_coding	1.000	LOC115931286,LOC109026322,LOC101150435,LOC101152267,RPL7L1,RPL7,LOC115930210,LOC109023937,LOC129527576,LOC101133864
PRFAM240	10	10	7	1	0.422	1	1.000	0	protein_coding	0.600	LOC115933183,SLC9A1,SLC9A9,SLC9A4,SLC9A2,SLC9A5,SLC9A3,SLC9A8,SLC9A7,SLC9A6
PRFAM241	10	10	4	1	0.689	1	1.000	0	protein_coding	1.000	LOC129524656,LOC129524667,LOC129524472,LOC129528443,LOC129528228,LOC129528463,LOC129530495,LOC129530569,LOC129529382,LOC129530304
PRFAM242	10	10	8	1	0.889	1	1.000	0	protein_coding	1.000	LOC129528333,LOC101139358,SUMO2,LOC101132402,SUMO4,LOC115935322,SUMO1,LOC101141522,SUMO3,LOC101136779
PRFAM243	10	10	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC129532044,LOC129532194,LOC129532101,LOC129532195,LOC129532196,LOC129532197,LOC129532198,LOC129532199,LOC129532200,LOC129532201
PRFAM244	10	10	9	1	0.667	1	1.000	0	protein_coding	0.700	LOC134758032,LOC129533142,LOC134758397,LOC129528733,LOC129530539,LOC129524260,LOC129528259,LOC129527796,LOC115933187,LOC129532896
PRFAM245	10	10	7	1	0.778	1	1.000	0	protein_coding	1.000	MAP1LC3C,GABARAPL1,LOC101133681,LOC101126737,LOC109023730,GABARAPL2,MAP1LC3B,GABARAP,LOC101136984,MAP1LC3A
PRFAM246	10	10	7	1	0.511	1	1.000	0	protein_coding	0.700	MDH2,LDHA,LDHC,LDHAL6A,UEVLD,LDHB,MDH1B,MDH1,LOC101148215,LDHAL6B
PRFAM247	10	10	6	1	0.978	1	1.000	0	protein_coding	1.000	PLA1A,LIPH,LPL,PNLIPRP3,PNLIP,LOC101127304,LOC101131035,LIPC,LIPG,LIPI
PRFAM248	10	10	3	1	0.889	1	1.000	0	protein_coding	1.000	PLA2G2C,PLA2G2F,PLA2G2D,PLA2G5,PLA2G2A,PLA2G2E,PLA2G1B,LOC129527629,LOC101151897,LOC129527628
PRFAM249	10	10	7	1	0.956	1	1.000	0	protein_coding	1.000	SLC26A9,SLC26A6,SLC26A1,SLC26A11,SLC26A2,SLC26A8,SLC26A5,SLC26A4,SLC26A3,SLC26A7
PRFAM250	10	10	8	1	0.956	1	1.000	0	protein_coding	1.000	SLC4A7,SLC4A4,SLC4A1,SLC4A9,SLC4A2,SLC4A8,SLC4A10,SLC4A3,SLC4A5,SLC4A11
PRFAM251	10	10	4	1	1.000	1	1.000	0	protein_coding	1.000	SSU72,SSU72L6,LOC134759324,LOC115932623,LOC115932624,LOC115936205,LOC115936287,LOC115932622,LOC101131398,LOC101151347
PRFAM252	10	10	9	1	0.422	1	1.000	0	protein_coding	0.500	THBS3,THBS2,NELL1,NELL2,CRIM1,THBS1,SCARF1,THBS4,COMP,SCARF2
PRFAM253	10	10	9	1	0.844	1	1.000	0	protein_coding	1.000	TPM3,LOC101145089,LOC109025964,LOC134756755,TPM2,LOC129526105,LOC101129329,TPM1,LOC101135754,TPM4
PRFAM254	9	9	8	1	1.000	1	1.000	0	protein_coding	1.000	ADCY5,ADCY1,ADCY8,ADCY6,ADCY3,ADCY4,ADCY9,ADCY7,ADCY2
PRFAM255	9	9	7	1	0.861	1	1.000	0	protein_coding	1.000	ADIPOR1,PAQR6,PAQR7,PAQR9,PAQR3,PAQR8,ADIPOR2,PAQR5,PAQR4
PRFAM256	9	9	8	1	0.528	1	1.000	0	protein_coding	0.556	ARHGAP27,ARHGAP12,ARHGAP9,ARHGAP15,LOC115933558,LOC129527211,LOC101138564,LOC129527200,LOC129527345
PRFAM257	9	9	7	1	0.361	1	1.000	0	protein_coding	0.556	ARHGEF19,ARHGEF16,ARHGEF3,ARHGEF26,NET1,PLEKHG7,NGEF,ARHGEF15,ARHGEF9
PRFAM258	9	9	6	1	0.361	1	1.000	0	protein_coding	0.778	CHD1L,TTF2,RAD54L,HLTF,SMARCAD1,SMARCA5,RAD54B,HELLS,SMARCA1
PRFAM259	9	9	6	1	0.917	1	1.000	0	protein_coding	1.000	CLCNKB,LOC101135098,CLCN6,CLCN2,CLCN3,CLCN1,CLCN7,CLCN4,CLCN5
PRFAM260	9	9	8	1	1.000	1	1.000	0	protein_coding	1.000	CNTNAP1,CNTNAP2,NRXN2,CNTNAP5,NRXN1,LOC101143875,LOC115933307,NRXN3,CNTNAP4
PRFAM261	9	9	5	1	0.778	1	1.000	0	protein_coding	1.000	COLEC10,MBL2,LOC101136905,SFTPA1,LOC101141562,SFTPD,COLEC11,CLEC3A,CLEC11A
PRFAM262	9	9	5	1	0.750	1	1.000	0	protein_coding	1.000	CRISP2,CRISP3,CRISP1,PI15,GLIPR1L1,GLIPR1L2,GLIPR1,GLIPR2,R3HDML
PRFAM263	9	9	8	1	0.639	1	1.000	0	protein_coding	0.778	DGKG,DGKE,DGKB,DGKI,DGKZ,DGKA,DGKD,DGKH,DGKK
PRFAM264	9	9	7	1	0.944	1	1.000	0	protein_coding	1.000	DNAJB4,DNAJB11,DNAJB13,DNAJB5,DNAJA1,DNAJA4,DNAJA3,DNAJA2,DNAJB1
PRFAM265	9	9	7	1	1.000	1	1.000	0	protein_coding	1.000	FMNL1,DIAPH1,DAAM2,FMNL3,FMNL2,DIAPH3,DAAM1,INF2,DIAPH2
PRFAM266	9	9	8	1	0.972	1	1.000	0	protein_coding	1.000	HMGB4,HMGB2,LOC109025566,LOC101125882,LOC115935782,HMGB1,LOC134757126,LOC101150009,HMGB3
PRFAM267	9	9	7	1	1.000	1	1.000	0	protein_coding	1.000	LOC101127159,LOC129526469,LOC129527191,LOC129526568,LOC129526569,LOC101126792,LOC129527198,LOC129529391,LOC129529652
PRFAM268	9	9	2	1	0.361	1	1.000	0	protein_coding	1.000	LOC101128459,LOC101128089,LOC101127726,LOC101148074,LOC101148806,LOC101149512,LOC101149865,LOC101126270,LOC101125097
PRFAM269	9	9	1	0	0.833	1	1.000	0	protein_coding	1.000	LOC101132434,LOC129529600,LOC115932815,LOC129529618,LOC101135843,LOC101126658,LOC115932925,LOC115931971,LOC115931972
PRFAM270	9	9	7	1	0.861	1	1.000	0	protein_coding	0.889	LOC101135462,LOC129533589,NPM1,LOC115935247,LOC101152176,NPM3,LOC134756550,LOC101137437,LOC101134365
PRFAM271	9	9	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101140047,LOC109024635,LOC101151343,LOC115930166,LOC129523569,SSX4,LOC115930107,LOC101153153,LOC129529923
PRFAM272	9	9	5	1	0.917	1	1.000	0	protein_coding	1.000	LOC109026657,LOC101152182,IFITM5,IFITM2,IFITM1,LOC101128980,LOC101143671,LOC101151759,LOC101150658
PRFAM273	9	9	7	1	1.000	1	1.000	0	protein_coding	1.000	LOC115930192,LOC101146784,LOC101127166,LOC101141368,LOC115935032,LOC101126442,LOC101137306,LOC101129521,RPL17
PRFAM274	9	9	3	1	1.000	1	1.000	0	protein_coding	1.000	LOC129529247,LOC134758715,LOC129532032,LOC101128796,LOC129532055,LOC134758759,LOC129531977,MAPKBP1,WDR62
PRFAM275	9	9	6	1	0.917	1	1.000	0	protein_coding	1.000	PLXNA2,PLXNB1,PLXNA1,PLXND1,PLXNA4,PLXNC1,PLXNB2,PLXNB3,PLXNA3
PRFAM276	9	9	9	1	0.306	1	1.000	0	protein_coding	0.333	POC1A,WDR55,ATG16L2,ATG16L1,WDR54,WDR38,THOC6,WRAP53,CSTF1
PRFAM277	9	9	5	1	0.333	1	1.000	0	protein_coding	0.889	RCC1,RCC2,RCC1L,SERGEF,RCBTB2,RCBTB1,LOC109023386,LOC115930830,RCCD1
PRFAM278	9	9	8	1	0.944	1	1.000	0	protein_coding	1.000	RNF13,RNF150,RNF130,RNF148,RNF133,RNF149,RNF167,ZNRF4,RNF128
PRFAM279	9	9	6	1	0.972	1	1.000	0	protein_coding	1.000	RPL29,LOC101142361,LOC101137457,LOC101143804,LOC101125185,LOC101135885,LOC109023896,LOC101152626,LOC109024079
PRFAM280	9	9	7	1	0.722	1	1.000	0	protein_coding	1.000	SCNN1D,ASIC5,ASIC2,ASIC3,SCNN1A,ASIC1,ASIC4,SCNN1G,SCNN1B
PRFAM281	9	9	9	1	1.000	1	1.000	0	protein_coding	1.000	SFN,YWHAG,YWHAZ,LOC101130550,LOC115933773,YWHAQ,YWHAE,YWHAB,YWHAH
PRFAM282	9	9	5	1	1.000	1	1.000	0	protein_coding	1.000	SLC17A4,SLC17A1,SLC17A3,SLC17A2,SLC17A5,SLC17A6,SLC17A8,SLC17A7,SLC17A9
PRFAM283	9	9	8	1	0.694	1	1.000	0	protein_coding	0.778	SLC39A8,SLC39A7,SLC39A14,SLC39A4,SLC39A12,SLC39A13,SLC39A5,SLC39A10,SLC39A6
PRFAM284	9	9	9	1	0.361	1	1.000	0	protein_coding	0.889	SNX7,SNX4,SNX2,SNX8,SNX32,SNX30,SNX6,SNX1,SNX5
PRFAM285	9	9	1	0	0.639	1	1.000	0	protein_coding	1.000	SPRR2G,LOC134758420,LOC101130182,LOC101129227,LOC101128883,LOC101128279,LOC101127305,SPRR1B,LOC101125991
PRFAM286	9	9	7	1	0.694	1	1.000	0	protein_coding	1.000	STX12,STX19,STX7,STX11,STX1A,STX3,STX2,STX1B,STX4
PRFAM287	9	9	5	1	1.000	1	1.000	0	protein_coding	1.000	TGM4,F13A1,TGM1,EPB42,TGM5,TGM7,TGM3,TGM6,TGM2
PRFAM288	9	9	8	1	0.500	1	1.000	0	protein_coding	0.889	TMED5,TMED7,TMED9,TMED4,TMED2,TMED10,TMED3,TMED6,TMED1
PRFAM289	9	9	2	1	1.000	1	1.000	0	protein_coding	1.000	ZC3H11B,ZC3H11A,ZC3H11C,LOC129534073,LOC115936187,LOC129534074,LOC129534075,LOC101123746,LOC129534219
PRFAM290	9	9	7	1	0.306	1	1.000	0	protein_coding	0.556	ZDHHC18,ZDHHC3,ZDHHC19,ZDHHC14,ZDHHC21,ZDHHC12,ZDHHC22,ZDHHC7,ZDHHC9
PRFAM291	8	8	5	1	1.000	1	1.000	0	protein_coding	1.000	AGO3,AGO1,LOC101129709,PIWIL2,AGO2,PIWIL4,PIWIL1,PIWIL3
PRFAM292	8	8	4	1	0.393	1	1.000	0	protein_coding	0.625	COL9A2,COL8A2,COL8A1,OTOL1,COL21A1,COL9A1,COL10A1,COL9A3
PRFAM293	8	8	6	1	0.929	1	1.000	0	protein_coding	1.000	CPNE9,CPNE4,CPNE5,CPNE3,CPNE8,CPNE6,CPNE2,CPNE7
PRFAM294	8	8	3	1	0.357	1	1.000	0	protein_coding	0.750	DLX3,HOXB1,HOXA1,DLX5,DLX6,DLX1,DLX2,HOXD1
PRFAM295	8	8	5	1	1.000	1	1.000	0	protein_coding	1.000	ECE1,MMEL1,MME,ECE2,KEL,LOC109025241,ECEL1,PHEX
PRFAM296	8	8	6	1	0.821	1	1.000	0	protein_coding	1.000	ENTPD3,ENTPD4,ENTPD1,ENTPD7,ENTPD2,ENTPD8,ENTPD5,ENTPD6
PRFAM297	8	8	3	1	0.964	1	1.000	0	protein_coding	1.000	ERMAP,LOC101131099,BTNL9,BTN2A2,BTN3A1,LOC101147830,BTN2A1,BTN1A1
PRFAM298	8	8	8	1	0.536	1	1.000	0	protein_coding	1.000	GADD45A,LOC101147574,RPS12,LOC101149210,LOC101142199,GADD45G,LOC101148666,GADD45B
PRFAM299	8	8	2	1	0.821	1	1.000	0	protein_coding	1.000	GH1,LOC101126984,LOC101125803,LOC134756429,LOC115934631,LOC101126399,LOC115934632,PRL
PRFAM300	8	8	7	1	1.000	1	1.000	0	protein_coding	1.000	GPX7,GPX1,GPX3,GPX6,GPX5,GPX2,GPX8,GPX4
PRFAM301	8	8	5	1	0.893	1	1.000	0	protein_coding	1.000	HS3ST1,HS3ST5,CHST15,HS3ST6,HS3ST2,HS3ST4,HS3ST3A1,LOC101151182
PRFAM302	8	8	7	1	0.857	1	1.000	0	protein_coding	0.875	KPNA6,KPNA1,KPNA4,KPNA2,KPNA5,KPNA7,SPAG6,KPNA3
PRFAM303	8	8	7	1	1.000	1	1.000	0	protein_coding	1.000	LGR6,RXFP1,LGR4,LGR5,FSHR,LHCGR,RXFP2,TSHR
PRFAM304	8	8	3	1	0.786	1	1.000	0	protein_coding	0.875	LOC101131791,H1-1,H1-2,H1-6,H1-4,H1-3,H1-5,LOC109025096
PRFAM305	8	8	7	1	0.500	1	1.000	0	protein_coding	0.625	LOC101134272,PTPN7,PTPN20,PTPN5,PTPRR,PTPN18,PTPN2,PTPN1
PRFAM306	8	8	7	1	0.929	1	1.000	0	protein_coding	1.000	LOC101136829,LOC101141118,LOC101127632,LOC101152433,LOC101124540,RPL31,LOC101151317,LOC101147142
PRFAM307	8	8	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101143949,LOC101129659,LOC109023073,LOC101143221,LOC101137446,LOC101143583,LOC101137094,LOC101138200
PRFAM308	8	8	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101153414,LOC101152321,LOC129534195,LOC101129545,LOC129534194,LOC109025311,LOC101134469,LOC115934962
PRFAM309	8	8	4	1	0.821	1	1.000	0	protein_coding	1.000	LOC101154599,MOGAT3,MOGAT2,DGAT2,MOGAT1,AWAT2,DGAT2L6,AWAT1
PRFAM310	8	8	8	1	1.000	1	1.000	0	protein_coding	1.000	LOC109026468,LOC109026973,LOC101125960,LOC109029006,RPL37,LOC109024249,LOC129529182,LOC109024637
PRFAM311	8	8	2	1	0.750	1	1.000	0	protein_coding	0.875	LOC115935031,RAET1E,LOC101139316,LOC115934969,ULBP1,LOC101140030,LOC101140391,ULBP3
PRFAM312	8	8	6	1	0.857	1	1.000	0	protein_coding	0.875	LOC115935319,LOC129534630,LOC101151356,LOC101132482,LOC101138040,LOC101139259,SNRPG,LSM7
PRFAM313	8	8	4	1	1.000	1	1.000	0	protein_coding	1.000	LOC134759133,LOC134759134,LOC134759135,LOC134759136,LOC129532017,LOC134757481,LOC115931432,LOC129528748
PRFAM314	8	8	5	1	0.929	1	1.000	0	protein_coding	1.000	LYZL4,LYZL6,SPACA3,LYZL2,LOC101129337,LALBA,LYZ,SPACA5
PRFAM315	8	8	7	1	0.464	1	1.000	0	protein_coding	0.750	MATN1,MATN2,VWA2,VIT,MATN3,COCH,MATN4,LOC101135657
PRFAM316	8	8	7	1	0.857	1	1.000	0	protein_coding	1.000	MCM2,MCM3,MCM9,MCM7,MCM4,MCM6,MCM8,MCM5
PRFAM317	8	8	5	1	0.893	1	1.000	0	protein_coding	1.000	MYOC,OLFML3,OLFM3,LOC134756410,OLFML1,LOC101131736,OLFM4,OLFM2
PRFAM318	8	8	3	1	0.964	1	1.000	0	protein_coding	1.000	NAALADL2,TFRC,TFR2,LOC101147888,LOC115936225,NAALADL1,LOC101149915,NAALAD2
PRFAM319	8	8	7	1	0.857	1	1.000	0	protein_coding	1.000	PIP5K1A,PIP4K2B,LOC115935026,PIP4K2A,LOC101149662,PIP4K2C,PIP5K1B,PIP5K1C
PRFAM320	8	8	6	1	0.643	1	1.000	0	protein_coding	1.000	PLPPR5,PLPP3,PLPP5,PLPP4,PLPPR1,PLPP1,PLPP2,PLPPR2
PRFAM321	8	8	4	1	0.607	1	1.000	0	protein_coding	0.750	POTEA,LOC101139634,LOC115933751,LOC115933765,LOC101140864,LOC115933524,LOC129527231,LOC134757302
PRFAM322	8	8	4	1	0.536	1	1.000	0	protein_coding	0.750	RASA2,LOC115932918,LOC115932795,LOC115935266,LOC101146405,LOC115935415,RASAL1,RASA3
PRFAM323	8	8	6	1	1.000	1	1.000	0	protein_coding	1.000	SLC12A2,SLC12A9,SLC12A6,SLC12A1,SLC12A3,SLC12A4,SLC12A7,SLC12A5
PRFAM324	8	8	4	1	0.750	1	1.000	0	protein_coding	1.000	SLC30A10,SLC30A1,SLC30A7,SLC30A2,SLC30A8,SLC30A6,SLC30A3,SLC30A4
PRFAM325	8	8	5	1	0.964	1	1.000	0	protein_coding	1.000	SMAD1,SMAD5,SMAD9,SMAD6,SMAD3,SMAD2,SMAD7,SMAD4
PRFAM326	8	8	7	1	0.821	1	1.000	0	protein_coding	1.000	SNRPE,LSM5,LOC101147225,LOC101131725,LOC134757034,LOC129530591,LOC109025001,LOC115931637
PRFAM327	8	8	6	1	0.750	1	1.000	0	protein_coding	1.000	TMC8,TMC6,TMC1,TMC3,TMC7,TMC5,TMC4,TMC2
PRFAM328	8	8	6	1	1.000	1	1.000	0	protein_coding	1.000	TRPM5,TRPM8,TRPM3,TRPM6,TRPM1,TRPM7,TRPM4,TRPM2
PRFAM329	7	7	6	1	0.857	1	1.000	0	protein_coding	1.000	ABCB10,TAP2,TAP1,ABCB8,ABCB9,ABCB6,ABCB7
PRFAM330	7	7	2	1	1.000	1	1.000	0	protein_coding	1.000	ALOX5,ALOX15,LOC101138809,ALOX12,ALOX15B,ALOX12B,ALOXE3
PRFAM331	7	7	6	1	0.810	1	1.000	0	protein_coding	1.000	B4GALT3,B4GALT2,B4GALT4,B4GALT7,B4GALT1,B4GALT6,B4GALT5
PRFAM332	7	7	3	1	0.571	1	1.000	0	protein_coding	0.714	CETP,BPIFB2,BPIFB6,BPI,LBP,PLTP,BPIFC
PRFAM333	7	7	7	1	0.952	1	1.000	0	protein_coding	1.000	CHST13,CHST12,CHST11,CHST10,CHST14,CHST9,CHST8
PRFAM334	7	7	5	1	1.000	1	1.000	0	protein_coding	1.000	CHST2,CHST3,CHST1,CHST4,CHST6,CHST5,CHST7
PRFAM335	7	7	1	0	0.810	1	1.000	0	protein_coding	0.714	CLEC12A,CLEC1B,CLEC12B,CLEC1A,CLEC7A,OLR1,LOC101129370
PRFAM336	7	7	5	1	0.571	1	1.000	0	protein_coding	0.571	COL7A1,COL6A5,LOC101152234,COL12A1,COL14A1,COL6A3,COL20A1
PRFAM337	7	7	7	1	1.000	1	1.000	0	protein_coding	1.000	CPT2,CROT,CHAT,CPT1A,CRAT,CPT1C,CPT1B
PRFAM338	7	7	6	1	0.429	1	1.000	0	protein_coding	1.000	DNAI3,DNAI2,DYNC1I1,DYNC1I2,DNAI1,DYNC2I2,LOC129530372
PRFAM339	7	7	5	1	1.000	1	1.000	0	protein_coding	1.000	ELOVL1,ELOVL6,ELOVL2,ELOVL5,ELOVL4,ELOVL3,ELOVL7
PRFAM340	7	7	4	1	1.000	1	1.000	0	protein_coding	1.000	FAT4,DCHS2,FAT1,FAT2,CDH23,DCHS1,FAT3
PRFAM341	7	7	1	0	0.571	1	1.000	0	protein_coding	0.571	FCRLB,FCRLA,FCGR2B,LOC101143892,FCGR2A,FCER1A,FCGR1A
PRFAM342	7	7	7	1	0.429	1	1.000	0	protein_coding	0.714	FKBP1C,FKBP14,FKBP2,FKBP11,FKBP7,FKBP1B,FKBP1A
PRFAM343	7	7	6	1	0.571	1	1.000	0	protein_coding	0.571	FKBPL,FKBP5,FKBP6,AIP,FKBP4,AIPL1,FKBP8
PRFAM344	7	7	1	0	1.000	1	1.000	0	protein_coding	1.000	FMO4,FMO1,FMO2,LOC101129103,FMO3,LOC134758497,FMO5
PRFAM345	7	7	5	1	0.905	1	1.000	0	protein_coding	1.000	FUT9,FUT10,FUT4,FUT7,FUT6,FUT3,FUT5
PRFAM346	7	7	2	1	0.857	1	1.000	0	protein_coding	1.000	GIMD1,GIMAP7,GIMAP4,GIMAP6,GIMAP2,GIMAP1,GIMAP5
PRFAM347	7	7	2	1	1.000	1	1.000	0	protein_coding	1.000	GLYATL3,GLYAT,LOC101125629,LOC101126357,LOC101126699,LOC101143657,LOC115930165
PRFAM348	7	7	5	1	0.524	1	1.000	0	protein_coding	0.857	GRB2,LOC101142742,SLA,CRK,SLA2,CRKL,GRAP2
PRFAM349	7	7	6	1	0.476	1	1.000	0	protein_coding	0.571	HOXB9,NKX2-5,HOXA9,NKX2-6,NKX2-3,HOXC9,HOXD9
PRFAM350	7	7	3	1	0.714	1	1.000	0	protein_coding	0.714	IL12RB2,CSF3R,IL6ST,IL31RA,OSMR,LIFR,IL27RA
PRFAM351	7	7	1	0	0.714	1	1.000	0	protein_coding	1.000	IL37,IL36G,IL36A,IL36B,IL36RN,IL1F10,IL1RN
PRFAM352	7	7	2	1	0.476	1	1.000	0	protein_coding	1.000	IL5RA,LOC101148206,LOC129530148,IL3RA,IL2RG,IL13RA2,IL13RA1
PRFAM353	7	7	7	1	0.810	1	1.000	0	protein_coding	1.000	INSRR,ERBB2,EGFR,ERBB3,ERBB4,IGF1R,INSR
PRFAM354	7	7	7	1	0.952	1	1.000	0	protein_coding	1.000	IRF6,IRF4,IRF5,IRF7,IRF9,IRF8,IRF3
PRFAM355	7	7	7	1	1.000	1	1.000	0	protein_coding	1.000	ITGB5,ITGB3,ITGB8,ITGB1,ITGB7,ITGB6,ITGB2
PRFAM356	7	7	6	1	0.810	1	1.000	0	protein_coding	1.000	KDM1A,KDM1B,PAOX,IL4I1,SMOX,MAOA,MAOB
PRFAM357	7	7	7	1	0.762	1	1.000	0	protein_coding	1.000	LHFPL4,LHFPL5,LHFPL3,LHFPL6,LHFPL2,LHFPL7,LHFPL1
PRFAM358	7	7	5	1	0.762	1	1.000	0	protein_coding	1.000	LMOD1,TMOD4,LMOD3,LMOD2,TMOD1,TMOD2,TMOD3
PRFAM359	7	7	6	1	1.000	1	1.000	0	protein_coding	1.000	LOC101131021,LOC101147806,LOC101133456,LOC101133011,RPL36,LOC109024144,LOC101123893
PRFAM360	7	7	6	1	1.000	1	1.000	0	protein_coding	1.000	LOC101140422,TMA7,LOC115933990,LOC109026515,LOC101144947,LOC109027584,TMA7B
PRFAM361	7	7	7	1	0.571	1	1.000	0	protein_coding	0.857	LOC101143886,HSP90AB1,LOC115936257,HSP90B1,LOC109029337,HSP90AA1,TRAP1
PRFAM362	7	7	1	0	1.000	1	1.000	0	protein_coding	0.714	LOC101151425,LRRC37A3,LOC101135168,LOC115934626,LOC115933002,LOC101128092,LOC101143223
PRFAM363	7	7	5	1	1.000	1	1.000	0	protein_coding	1.000	LOC101153176,CLIC4,CLIC1,CLIC5,LOC109029052,CLIC3,CLIC2
PRFAM364	7	7	5	1	1.000	1	1.000	0	protein_coding	1.000	LOC109024803,LOC129524570,LOC134757039,LOC129526400,LOC129526551,LOC129526554,LOC115932905
PRFAM365	7	7	2	1	0.571	1	1.000	0	protein_coding	0.857	LOC109024908,FCRL1,LOC101135346,FCRL3,FCRL4,FCRL5,PECAM1
PRFAM366	7	7	6	1	1.000	1	1.000	0	protein_coding	1.000	LOC109026093,LOC115935008,LOC115935586,LOC115933483,LOC101142817,LOC115930181,LOC101129469
PRFAM367	7	7	2	1	0.714	1	1.000	0	protein_coding	1.000	LOC115930131,LOC115933283,LOC101146186,LOC101127139,LOC115933217,LOC101128488,LOC115933796
PRFAM368	7	7	2	1	0.857	1	1.000	0	protein_coding	0.857	LOC115930426,LOC129526141,LOC134756400,LOC109029387,LOC129529225,LOC109024452,LOC109024451
PRFAM369	7	7	1	0	0.524	1	1.000	0	protein_coding	1.000	LOC115930774,LOC134756434,LOC129527019,LOC134757308,LOC109023367,LOC109023457,LOC115930789
PRFAM370	7	7	4	1	0.905	1	1.000	0	protein_coding	0.714	LOC115935345,DPY19L1,LOC101148570,LOC115935380,DPY19L4,DPY19L2,DPY19L3
PRFAM371	7	7	6	1	0.476	1	1.000	0	protein_coding	0.571	LOC129528483,CHMP4C,CHMP5,CHMP4A,LOC101133958,CHMP4B,LOC129529733
PRFAM372	7	7	4	1	1.000	1	1.000	0	protein_coding	1.000	LRPAP1,LOC134756753,LOC134756368,LOC129523503,LOC129526389,LOC115932954,LOC115932756
PRFAM373	7	7	7	1	0.429	1	1.000	0	protein_coding	0.571	MCF2L2,MCF2L,ARHGEF40,PLEKHG4,PLEKHG4B,KIAA1755,MCF2
