cluster_id	member	core_hull	sd_block	block_n_hulls	block_clusters	direct_sd_partner_clusters
MCL0	NC_073244.2:43133948-43135793	43133948-43135793	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:43140099-43141944	43140099-43141944	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:43146248-43147209	43146248-43147209	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:60706339-60710737	60707854-60710737	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:60717603-60721140	60717603-60721140	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:43029412-43030020	43029412-43030020	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:60728960-60729567	60728960-60729567	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:60733221-60733829	60733221-60733829	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:60739957-60740565	60739957-60740565	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:60746723-60747331	60746723-60747331	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:60753466-60754074	60753466-60754074	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:60760222-60760830	60760222-60760830	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:60766963-60767571	60766963-60767571	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:60773722-60774330	60773722-60774330	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:60780472-60781080	60780472-60781080	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:60787217-60787825	60787217-60787825	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:60793961-60794569	60793961-60794569	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:60800713-60801321	60800713-60801321	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:60807458-60808066	60807458-60808066	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:60814216-60814824	60814216-60814824	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:60820938-60821546	60820938-60821546	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:60827659-60828267	60827659-60828267	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:60834397-60835005	60834397-60835005	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:60841138-60841746	60841138-60841746	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:60847863-60848471	60847863-60848471	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:60854606-60855214	60854606-60855214	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL0	NC_073244.2:60861342-60861950	60861342-60861950	SDB0	86	MCL0,MCL2,MCL256	MCL2,MCL256
MCL1	NC_073241.2:38611091-38631866	38611091-38631866	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073242.2:15428090-15571596	15547394-15571596	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073242.2:16322274-16360591	16322274-16345951	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073242.2:21074205-21114710	21074205-21099667	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073242.2:21740955-21769462	21744776-21769462	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073242.2:22108751-22136211	22110819-22136211	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073242.2:23065361-23084577	23065361-23084577	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073242.2:26968105-26997053	26968105-26992293	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073242.2:28370269-28507059	28370269-28394918	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073242.2:28850493-29158527	28994977-29019589	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073242.2:29435861-29461971	29436284-29461971	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073242.2:29864793-29887290	29864793-29887290	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073242.2:30462207-30598132	30573238-30598132	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073242.2:31337557-31462161	31436706-31462161	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073242.2:32148117-32176941	32148117-32176941	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073242.2:32426794-32450942	32426794-32450942	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073242.2:35227929-35252917	35227929-35252537	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073242.2:35555498-35579489	35555498-35579109	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073242.2:35962549-35984789	35962549-35984789	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073242.2:99211071-99251814	99211071-99238758	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073242.2:99634291-99660228	99634291-99660228	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073242.2:103935874-103964780	103939659-103964780	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073242.2:104296226-104334746	104307636-104334746	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073242.2:104870340-104896668	104870340-104896668	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073244.2:20932519-21157156	21077019-21100246	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073242.2:26989354-26995630	26989354-26992293	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL1	NC_073242.2:32231941-32255359	32238291-32240694	SDB1	139	MCL1,MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL51,MCL53,MCL54,MCL58,MCL79,MCL88,MCL89,MCL90,MCL91,MCL92,MCL94,MCL95,MCL96,MCL106,MCL179,MCL182,MCL183,MCL185,MCL186,MCL187,MCL214	MCL7,MCL15,MCL21,MCL22,MCL27,MCL29,MCL32,MCL40,MCL53,MCL54,MCL58,MCL95,MCL96,MCL106,MCL186
MCL2	NC_073244.2:42925859-42930038	42925859-42930038	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:42932020-42932939	42932020-42932939	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:42938172-42939091	42938172-42939091	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:42944324-42945243	42944324-42945243	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:42950463-42951398	42950463-42951398	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:42956636-42957555	42956636-42957555	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:42962790-42963709	42962790-42963709	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:42968958-42969877	42968958-42969877	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:42975112-42976031	42975112-42976031	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:42981256-42982175	42981256-42982175	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:42987416-42988248	42987416-42988248	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:60716266-60717064	60716266-60717064	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:60722246-60723719	60722246-60723719	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:60726381-60728153	60726381-60728153	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:60735364-60736717	60735364-60736717	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:60742069-60743460	60742069-60743460	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:60748873-60750226	60748873-60750226	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:60755620-60756969	60755620-60756969	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:60762329-60763720	60762329-60763720	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:60769119-60770466	60769119-60770466	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:60775874-60777220	60775874-60777220	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:60782615-60783968	60782615-60783968	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:60789329-60790720	60789329-60790720	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:60796118-60797464	60796118-60797464	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:60802865-60804211	60802865-60804211	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:60809616-60810962	60809616-60810962	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:60816370-60817717	60816370-60817717	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:60823105-60824408	60823105-60824408	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:60829827-60831156	60829827-60831156	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:60836571-60837900	60836571-60837900	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:60843312-60844641	60843312-60844641	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:60850037-60851366	60850037-60851366	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:60856780-60858109	60856780-60858109	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:60863516-60864845	60863516-60864845	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:60870261-60871575	60870261-60871575	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL2	NC_073244.2:60877382-60878483	60877382-60878483	SDB0	86	MCL0,MCL2,MCL256	MCL0,MCL256
MCL3	NC_073244.2:70951221-70959492	70951221-70959492	SDB2	15	MCL3,MCL39,MCL49,MCL50	MCL39,MCL49,MCL50
MCL3	NC_073244.2:70959562-70966637	70959562-70966637	SDB2	15	MCL3,MCL39,MCL49,MCL50	MCL39,MCL49,MCL50
MCL4	NC_073244.2:64426357-64491935	64481932-64491935	SDB3	213	MCL4,MCL6,MCL9,MCL12,MCL14,MCL26,MCL30,MCL31,MCL33,MCL37,MCL41,MCL43,MCL48,MCL55,MCL56,MCL59,MCL60,MCL61,MCL62,MCL63,MCL64,MCL65,MCL66,MCL73,MCL74,MCL93,MCL97,MCL98,MCL99,MCL100,MCL101,MCL102,MCL103,MCL104,MCL114,MCL115,MCL116,MCL119,MCL125,MCL132,MCL133,MCL191,MCL192,MCL193,MCL194,MCL195,MCL196,MCL197,MCL198,MCL205,MCL226,MCL227,MCL234,MCL235,MCL236,MCL237,MCL267	MCL6,MCL31,MCL37,MCL63,MCL64,MCL104,MCL119,MCL237,MCL267
MCL4	NC_073244.2:64500834-64541934	64500834-64541934	SDB3	213	MCL4,MCL6,MCL9,MCL12,MCL14,MCL26,MCL30,MCL31,MCL33,MCL37,MCL41,MCL43,MCL48,MCL55,MCL56,MCL59,MCL60,MCL61,MCL62,MCL63,MCL64,MCL65,MCL66,MCL73,MCL74,MCL93,MCL97,MCL98,MCL99,MCL100,MCL101,MCL102,MCL103,MCL104,MCL114,MCL115,MCL116,MCL119,MCL125,MCL132,MCL133,MCL191,MCL192,MCL193,MCL194,MCL195,MCL196,MCL197,MCL198,MCL205,MCL226,MCL227,MCL234,MCL235,MCL236,MCL237,MCL267	MCL6,MCL31,MCL37,MCL63,MCL64,MCL104,MCL119,MCL237,MCL267
MCL4	NC_073244.2:64545559-64559938	64545559-64559607	SDB3	213	MCL4,MCL6,MCL9,MCL12,MCL14,MCL26,MCL30,MCL31,MCL33,MCL37,MCL41,MCL43,MCL48,MCL55,MCL56,MCL59,MCL60,MCL61,MCL62,MCL63,MCL64,MCL65,MCL66,MCL73,MCL74,MCL93,MCL97,MCL98,MCL99,MCL100,MCL101,MCL102,MCL103,MCL104,MCL114,MCL115,MCL116,MCL119,MCL125,MCL132,MCL133,MCL191,MCL192,MCL193,MCL194,MCL195,MCL196,MCL197,MCL198,MCL205,MCL226,MCL227,MCL234,MCL235,MCL236,MCL237,MCL267	MCL6,MCL31,MCL37,MCL63,MCL64,MCL104,MCL119,MCL237,MCL267
MCL4	NC_073244.2:64613768-64660079	64613768-64660079	SDB3	213	MCL4,MCL6,MCL9,MCL12,MCL14,MCL26,MCL30,MCL31,MCL33,MCL37,MCL41,MCL43,MCL48,MCL55,MCL56,MCL59,MCL60,MCL61,MCL62,MCL63,MCL64,MCL65,MCL66,MCL73,MCL74,MCL93,MCL97,MCL98,MCL99,MCL100,MCL101,MCL102,MCL103,MCL104,MCL114,MCL115,MCL116,MCL119,MCL125,MCL132,MCL133,MCL191,MCL192,MCL193,MCL194,MCL195,MCL196,MCL197,MCL198,MCL205,MCL226,MCL227,MCL234,MCL235,MCL236,MCL237,MCL267	MCL6,MCL31,MCL37,MCL63,MCL64,MCL104,MCL119,MCL237,MCL267
