family_id	copy_idx	tid	chrom	start	end	n_exon	strand	n_reads	exons	source	core_hull	sd_depth	core_bp	nearest_ident	rep_frac
MCL1	10	MCL_NC_073242.2_29446434	NC_073242.2	29446434	29461874	2	+	8	29446434-29446579,29461776-29461874	read_chain	29436283-29461971	26	25688	0.9616	0.358
MCL1	11	MCL_NC_073242.2_30579524	NC_073242.2	30579524	30598035	4	-	20	30579524-30579844,30586731-30586937,30597284-30597315,30597324-30598035	read_chain	30573237-30598132	28	24895	0.9845	0.111
MCL1	12	MCL_NC_073242.2_31425632	NC_073242.2	31425632	31462161	10	+	97	31425632-31425730,31442760-31442889,31446523-31446623,31446786-31446931,31451031-31451092,31451201-31451233,31452608-31453412,31453514-31454102,31454217-31455788,31455823-31462161	read_chain	31436705-31462161	28	25456	0.9866	0.094
MCL1	13	MCL_NC_073242.2_32148158	NC_073242.2	32148158	32174319	4	+	31	32148158-32149816,32151096-32151304,32151408-32151411,32173457-32174319	read_chain	32148116-32176941	27	28825	0.9613	0.123
MCL1	14	MCL_NC_073242.2_32426816	NC_073242.2	32426816	32450942	3	-	165	32426816-32430336,32447003-32447103,32450586-32450942	read_chain	32426793-32450942	27	24149	0.9656	0.051
MCL1	15	MCL_NC_073242.2_35227951	NC_073242.2	35227951	35250925	10	-	59	35227951-35234905,35235008-35235908,35236297-35236659,35238019-35238055,35238164-35238225,35240466-35241581,35242317-35242462,35242625-35242725,35246348-35246477,35250648-35250925	read_chain	35227928-35252537	26	24609	0.9627	0.177
MCL1	16	MCL_NC_073242.2_35555534	NC_073242.2	35555534	35573038	11	-	36	35555534-35555548,35555554-35559400,35560833-35561445,35562966-35563213,35564573-35564609,35564718-35564779,35565100-35565215,35565778-35568135,35568871-35569016,35569179-35569279,35572909-35573038	read_chain	35555497-35579109	26	23612	0.9630	0.181
MCL1	17	MCL_NC_073242.2_35962645	NC_073242.2	35962645	35976383	3	-	15	35962645-35966452,35973881-35973989,35974608-35976383	read_chain	35962548-35984789	26	22241	0.9648	0.233
MCL1	18	MCL_NC_073242.2_99211089	NC_073242.2	99211089	99238108	10	-	63	99211089-99215565,99215726-99215848,99219398-99221287,99222637-99222673,99222782-99222843,99226920-99227065,99227228-99227328,99230933-99231062,99235341-99235473,99237950-99238108	read_chain	99211070-99238758	26	27688	0.9671	0.041
MCL1	19	MCL_NC_073242.2_99634381	NC_073242.2	99634381	99660228	8	-	23	99634381-99634724,99635066-99635208,99635292-99635334,99635376-99635417,99645528-99645734,99645994-99648392,99652990-99653119,99660081-99660228	read_chain	99634290-99660228	26	25938	0.9656	0.389
MCL1	20	MCL_NC_073242.2_103935873	NC_073242.2	103935873	103964751	9	+	25	103935873-103935998,103940067-103940146,103940306-103940464,103950098-103950227,103953844-103953944,103954107-103954252,103958318-103958379,103958488-103958524,103959879-103964751	read_chain	103939658-103964780	27	25122	0.9662	0.039
MCL1	21	MCL_NC_073242.2_104331209	NC_073242.2	104331209	104334646	1	+	6	104331209-104334646	read_chain	104307635-104334746	27	27111	0.9688	0.025
MCL1	22	MCL_NC_073242.2_104882579	NC_073242.2	104882579	104896568	2	+	14	104882579-104884482,104892740-104896568	read_chain	104870339-104896668	27	26329	0.9610	0.233
MCL1	23	MCL_NC_073244.2_21077241	NC_073244.2	21077241	21157156	23	-	37	21077241-21078667,21078751-21081295,21082232-21082460,21083238-21084047,21085408-21085444,21085553-21085614,21088592-21088636,21088757-21088948,21089680-21089825,21089988-21090088,21094064-21094193,21111264-21111448,21114826-21114994,21118022-21118199,21122088-21122215,21125153-21125229,21129840-21129928,21133380-21133527,21145396-21145600,21148858-21148951,21153385-21153545,21155671-21155849,21156999-21157156	read_chain	21077018-21100246	26	23228	0.9690	0.082
MCL2	0	MCL_NC_073244.2_60716265	NC_073244.2	60716265	60717064	2	+	1	60716265-60716514,60716749-60717064	gff_fallback	60716265-60717064	35	799	0.9772	0.000
MCL2	1	MCL_NC_073244.2_60877381	NC_073244.2	60877381	60878483	3	+	2	60877381-60877396,60877682-60877916,60878152-60878483	gff_fallback	60877381-60878483	35	1102	0.9366	0.000
MCL3	0	MCL_NC_073241.2_109865259	NC_073241.2	109865259	109939290	16	+	2	109865259-109865583,109865810-109865868,109865961-109866194,109868839-109868897,109868990-109869223,109878704-109878762,109878855-109879088,109903420-109903478,109903571-109903804,109906402-109906460,109906553-109906786,109934936-109934994,109935087-109935320,109936095-109936286,109938350-109938408,109938529-109939290	gff_fallback	NA	3	0	0.9901	0.210
MCL3	1	MCL_NC_073241.2_109870579	NC_073241.2	109870579	109875958	3	+	2	109870579-109872026,109872253-109872311,109872432-109875958	gff_fallback	NA	1	0	0.9901	0.179
MCL3	2	MCL_NC_073242.2_3027790	NC_073242.2	3027790	3033622	4	-	1	3027790-3030157,3030278-3030336,3032398-3032593,3033369-3033622	gff_fallback	NA	5	0	0.9905	0.091
MCL3	3	MCL_NC_073242.2_3084347	NC_073242.2	3084347	3087409	2	-	3	3084347-3085392,3086951-3087409	read_chain	NA	6	0	0.9965	0.000
MCL3	4	MCL_NC_073242.2_3152399	NC_073242.2	3152399	3153401	1	-	3	3152399-3153401	read_chain	NA	6	0	0.9900	0.000
MCL3	5	MCL_NC_073242.2_3215386	NC_073242.2	3215386	3218941	3	-	4	3215386-3216190,3218188-3218762,3218883-3218941	read_chain	NA	6	0	0.9998	0.040
MCL3	6	MCL_NC_073242.2_3291192	NC_073242.2	3291192	3301056	5	-	4	3291192-3292177,3293352-3297591,3297712-3297770,3299832-3300027,3300804-3301056	gff_fallback	NA	6	0	0.9998	0.054
MCL3	7	MCL_NC_073242.2_3362559	NC_073242.2	3362559	3372195	6	-	8	3362559-3364357,3364600-3365984,3366105-3366163,3368229-3368420,3371811-3372044,3372137-3372195	read_chain	NA	6	0	0.9533	0.082
MCL3	8	MCL_NC_073242.2_3432077	NC_073242.2	3432077	3508170	22	-	25	3432077-3433231,3434868-3435642,3435763-3435821,3441518-3441702,3441795-3441853,3447124-3447357,3447450-3447508,3449482-3449715,3449808-3449866,3459138-3459203,3460047-3460244,3460445-3460539,3462550-3462673,3467156-3467687,3468777-3468836,3470984-3471050,3471933-3472149,3477995-3478088,3478224-3480812,3482251-3482355,3501831-3501972,3508023-3508170	read_chain	NA	7	0	0.9818	0.153
MCL3	9	MCL_NC_073242.2_120795350	NC_073242.2	120795350	121178437	32	+	88	120795350-120800016,120800045-120800107,120800293-120800380,120830149-120830259,120834741-120834763,120834862-120834957,120835840-120835906,120838057-120838116,120839207-120839733,120844232-120844355,120846207-120846324,120846661-120846858,120847702-120847767,120858650-120858708,120858801-120859034,121002295-121002353,121002446-121002679,121003454-121003645,121005711-121005769,121005892-121005985,121008140-121008937,121013761-121013819,121013912-121014145,121015873-121015931,121016024-121016257,121046339-121046397,121046490-121046723,121047498-121047689,121049755-121049813,121049936-121050617,121052123-121053268,121177471-121178437	read_chain	NA	8	0	0.9175	0.413
MCL3	10	MCL_NC_073244.2_5834387	NC_073244.2	5834387	5852234	11	-	2	5834387-5834644,5834737-5834795,5836828-5837061,5840260-5843783,5843908-5843966,5845927-5846160,5846253-5846311,5847959-5848192,5848285-5848343,5851795-5852028,5852120-5852234	gff_fallback	NA	3	0	0.9456	0.071
MCL3	11	MCL_NC_073244.2_5881036	NC_073244.2	5881036	5888187	6	-	2	5881036-5881675,5881768-5881826,5883886-5884119,5884212-5884270,5887722-5887955,5888047-5888187	gff_fallback	NA	3	0	0.9871	0.287
MCL3	12	MCL_NC_073244.2_70671145	NC_073244.2	70671145	70759438	20	+	152	70671145-70672845,70678461-70681441,70682808-70682839,70683281-70683394,70684309-70684500,70686080-70686334,70686580-70686618,70686711-70686944,70687013-70687097,70688872-70688930,70689023-70689256,70689325-70689409,70753500-70753558,70753651-70753884,70753953-70754037,70754659-70754850,70756489-70756689,70756916-70756974,70757095-70757641,70758300-70759438	read_chain	NA	13	0	0.9772	0.263
MCL3	13	MCL_NC_073242.2_121433119	NC_073242.2	121433119	121440524	3	+	1	121433119-121433391,121433957-121434022,121439661-121440524	gff_fallback	NA	7	0	0.9897	0.446
MCL3	14	MCL_NC_073242.2_121455116	NC_073242.2	121455116	121463687	4	+	3	121455116-121455181,121457250-121457355,121461245-121461405,121463596-121463687	read_chain	NA	5	0	0.9893	0.000
MCL4	0	MCL_NC_073244.2_64426384	NC_073244.2	64426384	64489899	7	+	39	64426384-64426438,64429706-64429797,64464383-64464485,64474842-64474924,64477672-64477799,64483606-64486745,64489196-64489899	read_chain	64481931-64491935	15	10004	0.8453	0.285
MCL4	1	MCL_NC_073244.2_64500870	NC_073244.2	64500870	64537679	6	+	78	64500870-64500928,64506098-64506200,64516463-64516545,64520665-64520792,64526234-64529929,64537123-64537679	read_chain	64500833-64541934	16	24129	0.8615	0.173
MCL4	2	MCL_NC_073244.2_64547260	NC_073244.2	64547260	64559938	3	+	294	64547260-64547348,64549097-64549224,64557332-64559938	read_chain	64545558-64559607	15	14049	0.8723	0.156
MCL4	3	MCL_NC_073244.2_64613767	NC_073244.2	64613767	64659962	8	-	35	64613767-64614018,64619426-64619484,64621534-64623545,64624702-64624812,64626199-64626277,64629974-64630056,64643389-64643461,64659842-64659962	read_chain	64613767-64660079	11	8484	0.8578	0.109
MCL4	4	MCL_NC_073244.2_64668768	NC_073244.2	64668768	64695334	8	-	139	64668768-64670108,64670158-64670961,64672749-64672801,64673055-64676307,64676907-64676981,64683461-64683588,64685243-64685324,64695260-64695334	read_chain	64668765-64695448	13	12512	0.8856	0.327
MCL4	5	MCL_NC_073244.2_64759233	NC_073244.2	64759233	64780015	5	-	123	64759233-64763353,64766780-64766898,64769647-64769774,64776617-64776705,64779944-64780015	read_chain	64759232-64780059	15	20827	0.8500	0.212
MCL4	6	MCL_NC_073244.2_64797244	NC_073244.2	64797244	64816862	5	-	115	64797244-64800844,64803875-64803993,64807767-64807894,64813456-64813544,64816778-64816862	read_chain	64797243-64816957	14	19714	0.8729	0.240
MCL4	7	MCL_NC_073244.2_64861924	NC_073244.2	64861924	64901681	4	-	101	64861924-64865691,64872678-64872805,64875559-64875647,64901614-64901681	read_chain	64862943-64901699	13	28361	0.9499	0.279
MCL4	8	MCL_NC_073244.2_65266361	NC_073244.2	65266361	65287355	4	+	144	65266361-65266421,65273995-65274077,65278291-65278418,65283625-65287355	read_chain	65266359-65287355	16	20996	0.8891	0.033
MCL4	9	MCL_NC_073244.2_65303554	NC_073244.2	65303554	65342876	6	+	92	65303554-65303625,65308461-65312449,65326089-65326150,65328903-65328991,65333026-65333153,65338655-65342876	read_chain	65303554-65342879	16	39325	0.8798	0.138
MCL4	10	MCL_NC_073244.2_65362956	NC_073244.2	65362956	65389515	5	+	185	65362956-65363026,65376060-65376183,65378279-65378367,65380617-65380744,65385905-65389515	read_chain	65362909-65389515	15	15738	0.8497	0.162
MCL4	11	MCL_NC_073244.2_65399013	NC_073244.2	65399013	65426558	4	+	23	65399013-65399068,65415014-65415102,65417876-65418003,65423159-65426558	read_chain	65398978-65426558	15	18232	0.8874	0.179
MCL4	12	MCL_NC_073244.2_64818715	NC_073244.2	64818715	64821577	1	-	1	64818715-64821577	gff_fallback	64818715-64821577	12	2862	0.8798	0.691
MCL4	13	MCL_NC_073244.2_64836598	NC_073244.2	64836598	64855317	6	-	228	64836598-64836765,64838326-64840862,64847039-64847166,64849443-64849525,64855126-64855241,64855253-64855317	read_chain	64836598-64850209	11	13611	0.8762	0.343
MCL4	14	MCL_NC_073244.2_64885899	NC_073244.2	64885899	64888128	1	-	1	64885899-64888128	gff_fallback	64886396-64888128	13	1732	0.9499	0.267
MCL6	0	MCL_NC_073244.2_27285381	NC_073244.2	27285381	27322308	5	+	18	27285381-27285547,27303037-27303164,27304297-27304393,27316032-27319421,27321466-27322308	read_chain	27285381-27327729	11	42348	0.8516	0.518
MCL6	1	MCL_NC_073244.2_26240039	NC_073244.2	26240039	26271038	4	-	475	26240039-26242889,26255086-26255182,26256002-26256129,26270851-26271038	read_chain	26240039-26271164	11	31125	0.8572	0.091
MCL6	2	MCL_NC_073244.2_26314311	NC_073244.2	26314311	26389409	9	+	209	26314311-26314484,26327008-26327135,26328589-26328685,26339836-26342983,26343828-26344156,26349257-26349427,26366207-26366334,26367480-26367576,26386035-26389409	read_chain	26314311-26391118	11	71047	0.8478	0.287
MCL6	3	MCL_NC_073244.2_26581219	NC_073244.2	26581219	26608594	3	+	5	26581219-26581363,26607513-26607640,26608498-26608594	read_chain	26581198-26622730	10	41532	0.8289	0.000
MCL6	4	MCL_NC_073244.2_26666678	NC_073244.2	26666678	26701222	6	+	81	26666678-26666859,26684297-26684424,26685920-26686016,26696887-26698068,26699642-26699656,26699851-26701222	read_chain	26666666-26700998	10	34332	0.8572	0.230
MCL6	5	MCL_NC_073244.2_26902891	NC_073244.2	26902891	26930194	5	-	8	26902891-26904340,26914226-26914322,26921257-26922994,26923725-26924218,26930058-26930194	read_chain	26899309-26930194	11	30883	0.8531	0.209
MCL6	6	MCL_NC_073244.2_27051171	NC_073244.2	27051171	27200853	12	-	561	27051171-27051897,27052579-27055344,27061865-27061961,27063090-27063217,27074854-27075027,27129008-27129858,27131194-27134177,27148937-27151372,27154083-27154179,27154681-27154808,27169825-27170016,27200280-27200853	read_chain	26999581-27200853	11	118488	0.9137	0.296
MCL7	0	MCL_NC_073242.2_18197143	NC_073242.2	18197143	18276351	38	-	131	18197143-18197296,18197504-18197722,18198901-18199063,18199632-18199810,18199919-18200150,18201746-18201885,18201997-18202142,18203260-18203545,18204322-18204571,18207838-18207959,18208688-18208848,18209220-18209368,18210340-18210450,18213316-18213518,18213668-18213811,18216286-18216441,18217833-18217998,18218166-18218363,18218745-18218945,18219494-18219635,18220249-18220351,18220440-18220528,18221002-18221121,18221822-18221984,18222138-18222269,18225746-18226016,18226731-18226833,18229086-18229311,18231754-18231928,18233659-18233757,18234678-18234751,18235129-18235255,18238935-18239149,18240419-18240478,18241779-18241916,18245715-18245871,18246456-18246620,18275838-18276351	read_chain	18215327-18271188	10	44601	0.9522	0.000
MCL7	1	MCL_NC_073242.2_21138252	NC_073242.2	21138252	21170370	9	-	166	21138252-21138399,21140123-21140221,21141143-21141216,21141594-21141720,21145430-21145646,21146922-21146981,21148277-21148414,21152870-21153034,21170243-21170370	read_chain	21138252-21165620	9	27368	0.9984	0.000
MCL7	2	MCL_NC_073242.2_21674068	NC_073242.2	21674068	21706179	9	+	19	21674068-21674202,21691400-21691564,21696019-21696156,21697452-21697511,21698787-21699003,21702714-21702840,21703218-21703291,21704209-21704307,21706032-21706179	read_chain	21674068-21706179	10	32111	0.9984	0.000
MCL7	3	MCL_NC_073242.2_22021268	NC_073242.2	22021268	22070305	8	+	65	22021268-22021892,22057407-22057571,22062045-22062182,22063476-22063531,22064809-22065023,22068727-22068853,22069231-22069304,22070225-22070305	read_chain	22044807-22070305	9	25498	0.9847	0.000
MCL7	4	MCL_NC_073242.2_35997842	NC_073242.2	35997842	36034602	11	-	131	35997842-35998014,35999730-35999828,36000756-36000829,36001207-36001333,36005060-36005274,36006552-36006611,36007910-36008047,36011857-36012013,36012597-36012761,36015789-36015847,36034473-36034602	read_chain	35997842-36034602	10	36760	0.9644	0.000
MCL7	5	MCL_NC_073242.2_99261635	NC_073242.2	99261635	99322169	19	-	50	99261635-99261774,99262493-99262595,99264873-99265098,99267537-99267710,99269433-99269531,99270453-99270526,99270904-99271030,99275063-99275277,99276555-99276614,99277905-99278042,99282526-99282690,99285766-99285824,99307870-99307972,99308124-99308173,99309080-99309165,99315541-99315620,99315739-99316958,99317017-99318915,99322088-99322169	read_chain	99261635-99306847	10	35698	0.9960	0.126
MCL7	6	MCL_NC_073242.2_104264657	NC_073242.2	104264657	104291506	17	+	7	104264657-104264813,104268558-104268695,104269986-104270045,104271323-104271537,104275549-104275675,104276053-104276126,104277048-104277146,104278869-104279042,104281472-104281697,104283979-104284081,104284800-104285070,104288552-104288683,104288837-104288996,104289705-104289824,104290295-104290383,104290472-104290574,104291193-104291506	read_chain	104264087-104292842	10	28755	0.9960	0.110
MCL7	7	MCL_NC_073242.2_104785374	NC_073242.2	104785374	104844092	19	+	3	104785374-104785529,104787851-104787998,104790076-104790266,104792469-104792538,104793371-104793450,104799810-104799895,104800802-104800851,104801003-104801105,104803074-104803124,104826281-104826445,104827029-104827185,104830932-104831069,104832360-104832419,104833697-104833911,104837941-104838067,104838445-104838511,104839433-104839531,104841254-104841427,104843971-104844092	gff_fallback	104802128-104844092	10	32441	0.9955	0.022
MCL7	8	MCL_NC_073242.2_22074654	NC_073242.2	22074654	22077252	2	+	61	22074654-22074878,22077150-22077252	read_chain	22074654-22079440	9	4786	0.9832	0.000
MCL7	9	MCL_NC_073242.2_21131622	NC_073242.2	21131622	21131794	1	-	4	21131622-21131794	read_chain	21131030-21132224	9	1194	0.9832	0.936
MCL7	10	MCL_NC_073242.2_99692571	NC_073242.2	99692571	99697376	2	-	78	99692571-99694679,99694768-99697376	read_chain	99692568-99695688	10	3120	0.9563	0.494
MCL8	0	MCL_NC_073244.2_66147690	NC_073244.2	66147690	66150257	6	-	1	66147690-66147993,66148247-66148544,66148989-66149292,66149438-66149723,66149907-66149943,66150103-66150257	gff_fallback	66147577-66150257	11	2680	0.9830	0.000
MCL8	1	MCL_NC_073244.2_66562133	NC_073244.2	66562133	66583526	16	+	10	66562133-66562355,66576509-66576626,66577019-66577101,66577264-66577300,66577493-66577781,66577928-66578231,66578467-66578764,66579017-66579320,66579639-66579690,66579936-66580023,66580642-66580765,66581104-66581180,66581259-66581297,66581557-66581610,66582497-66582653,66582732-66583526	read_chain	66576472-66579551	11	3079	0.9299	0.232
MCL8	2	MCL_NC_073244.2_66520925	NC_073244.2	66520925	66523245	6	+	1	66520925-66521048,66521211-66521247,66521436-66521718,66521866-66522169,66522391-66522688,66522942-66523245	gff_fallback	66520925-66523800	11	2875	0.9439	0.000
MCL9	0	MCL_NC_073244.2_27566446	NC_073244.2	27566446	27668116	13	+	147	27566446-27566648,27568289-27568381,27582497-27582624,27583128-27583224,27601161-27603446,27605099-27605412,27620436-27620546,27621011-27621071,27626415-27626593,27627936-27628029,27650235-27650362,27651469-27651568,27666533-27668116	read_chain	27601372-27667978	9	2823	0.8376	0.151
MCL9	1	MCL_NC_073244.2_27504839	NC_073244.2	27504839	27542348	5	+	101	27504839-27505020,27507030-27507123,27517029-27517156,27517659-27517758,27540507-27542348	read_chain	NA	5	0	0.9112	0.130
MCL9	2	MCL_NC_073244.2_28256973	NC_073244.2	28256973	28304557	5	-	210	28256973-28260899,28276952-28277051,28277876-28278003,28302649-28302742,28304388-28304557	read_chain	28259207-28304557	10	15351	0.8626	0.114
MCL9	3	MCL_NC_073244.2_30071185	NC_073244.2	30071185	30086573	4	-	4	30071185-30073048,30082567-30082663,30083166-30083293,30086452-30086573	read_chain	30071081-30072797	10	1716	0.8791	0.000
MCL9	4	MCL_NC_073244.2_27408445	NC_073244.2	27408445	27437361	8	+	68	27408445-27408613,27419193-27419320,27420109-27420208,27420853-27421472,27421596-27422399,27422761-27424242,27425428-27426125,27433915-27437361	read_chain	NA	4	0	0.7761	0.495
MCL9	5	MCL_NC_073244.2_27956142	NC_073244.2	27956142	27997167	5	+	218	27956142-27956343,27983036-27983163,27983963-27984059,27992802-27992933,27995937-27997167	read_chain	NA	3	0	0.9112	0.286
MCL9	6	MCL_NC_073244.2_27831461	NC_073244.2	27831461	27852221	6	+	13	27831461-27831645,27834263-27834356,27847790-27847917,27848421-27848517,27849940-27851843,27852144-27852221	read_chain	NA	5	0	0.8378	0.621
MCL9	7	MCL_NC_073244.2_27869412	NC_073244.2	27869412	27899849	4	+	91	27869412-27869465,27877838-27877934,27880952-27881485,27897355-27899849	read_chain	27897698-27899317	6	1619	0.8408	0.088
MCL9	8	MCL_NC_073244.2_28588197	NC_073244.2	28588197	28625935	4	+	7	28588197-28588321,28608515-28608642,28609178-28609274,28623712-28625935	read_chain	NA	4	0	0.8373	0.000
MCL14	0	MCL_NC_073242.2_18357075	NC_073242.2	18357075	18361020	5	-	11	18357075-18357088,18357990-18358007,18358210-18358619,18358819-18358960,18359406-18361020	read_chain	18345286-18375143	8	29857	0.9995	0.000
MCL14	1	MCL_NC_073242.2_18523531	NC_073242.2	18523531	18529995	3	-	3	18523531-18523621,18524484-18524651,18529770-18529995	read_chain	18517294-18530013	8	12719	0.9995	0.533
MCL14	2	MCL_NC_073242.2_18569045	NC_073242.2	18569045	18592968	7	-	15	18569045-18572051,18572931-18573038,18580818-18583090,18586513-18588249,18588883-18589053,18591255-18591408,18592180-18592968	read_chain	18569040-18593660	8	24620	0.9896	0.111
MCL15	0	MCL_NC_073242.2_99173575	NC_073242.2	99173575	99197165	15	+	1	99173575-99174531,99178807-99179047,99181047-99181266,99181423-99182020,99182569-99182661,99184854-99185094,99189493-99189591,99190011-99190133,99190290-99190398,99190924-99191017,99191395-99191502,99192135-99192265,99192537-99192634,99193526-99193618,99194124-99197165	gff_fallback	99174146-99197165	9	23019	0.9917	0.278
MCL15	1	MCL_NC_073242.2_104346769	NC_073242.2	104346769	104364607	13	-	1	104346769-104351660,104352166-104352258,104353151-104353253,104353353-104353650,104354283-104354390,104354768-104354861,104355387-104355495,104355652-104355774,104356194-104356292,104360683-104360923,104363126-104363218,104363767-104364378,104364521-104364607	gff_fallback	104346769-104364607	9	17838	0.9991	0.303
MCL15	2	MCL_NC_073242.2_104908708	NC_073242.2	104908708	104928775	14	-	1	104908708-104913595,104914101-104914193,104915086-104915188,104915288-104915585,104916218-104916325,104916703-104916796,104917322-104917430,104917587-104917709,104918129-104918227,104922618-104922858,104925061-104925153,104925702-104926313,104926456-104926542,104928683-104928775	gff_fallback	104908708-104928775	9	20067	0.9991	0.310
MCL20	0	MCL_NC_073242.2_12440433	NC_073242.2	12440433	12492409	8	+	1024	12440433-12440581,12444412-12444524,12447368-12447445,12448906-12448998,12453684-12453784,12454242-12454318,12455598-12455714,12490805-12492409	read_chain	NA	0	0	0.8888	0.000
MCL20	1	MCL_NC_073242.2_28840206	NC_073242.2	28840206	28841063	2	+	3	28840206-28840343,28840428-28841063	read_chain	NA	0	0	0.8761	0.681
MCL20	2	MCL_NC_073242.2_100029154	NC_073242.2	100029154	100110787	8	+	28	100029154-100029308,100039585-100039657,100096577-100097003,100104607-100104741,100106671-100106749,100107032-100107191,100109722-100109858,100110102-100110787	read_chain	NA	0	0	0.9258	0.037
MCL20	3	MCL_NC_073242.2_100065796	NC_073242.2	100065796	100074389	3	-	2	100065796-100066303,100071160-100071453,100073988-100074389	gff_fallback	NA	0	0	0.9258	0.997
MCL21	0	MCL_NC_073242.2_16298448	NC_073242.2	16298448	16311124	3	-	44	16298448-16301286,16310448-16311027,16311102-16311124	read_chain	16303344-16311961	6	8617	0.9939	0.389
MCL21	1	MCL_NC_073242.2_31473297	NC_073242.2	31473297	31492662	4	+	39	31473297-31473322,31473397-31473976,31483138-31485964,31490767-31492662	read_chain	31472463-31481074	6	8611	0.9939	0.360
MCL21	2	MCL_NC_073242.2_35216112	NC_073242.2	35216112	35216195	1	-	11	35216112-35216195	read_chain	35208997-35216195	5	7198	1.0000	0.000
MCL21	3	MCL_NC_073242.2_35905887	NC_073242.2	35905887	35951465	16	-	179	35905887-35908910,35911477-35911646,35911802-35911892,35913123-35913297,35918740-35918821,35920915-35921009,35922213-35922354,35922519-35922674,35923313-35923494,35926789-35926867,35930624-35930658,35932226-35932454,35933511-35933553,35933663-35933705,35950745-35951309,35951402-35951465	read_chain	35943629-35951465	5	7836	0.9996	0.057
MCL21	4	MCL_NC_073242.2_35207967	NC_073242.2	35207967	35209033	1	-	4	35207967-35209033	read_chain	35208997-35215759	5	6762	1.0000	0.350
MCL21	5	MCL_NC_073242.2_35942523	NC_073242.2	35942523	35945597	2	-	5	35942523-35944975,35945343-35945597	read_chain	35943629-35950214	4	6585	0.9996	0.399
MCL22	0	MCL_NC_073242.2_28332920	NC_073242.2	28332920	28337361	8	+	2	28332920-28333149,28334219-28334371,28334478-28334604,28334693-28334791,28336014-28336141,28336236-28336331,28336818-28337037,28337159-28337361	gff_fallback	28330074-28337361	6	7287	0.8716	0.007
MCL22	1	MCL_NC_073242.2_29259773	NC_073242.2	29259773	29260839	1	-	4	29259773-29260839	read_chain	29255344-29260839	6	5495	0.9804	0.248
MCL22	2	MCL_NC_073242.2_32126661	NC_073242.2	32126661	32127145	3	+	69	32126661-32126683,32126851-32126939,32127018-32127145	read_chain	32126661-32133857	6	7196	0.9988	0.000
