family_id	copy_idx	tid	chrom	start	end	n_exon	strand	n_reads	exons	source	core_hull	sd_depth	core_bp	nearest_ident	rep_frac
MCL0	50	MCL_NC_073227.2_212151756	NC_073227.2	212151756	212165660	13	+	1	212151756-212152255,212152348-212152581,212154715-212154773,212154866-212155099,212157342-212157400,212157493-212157726,212160445-212160503,212160596-212160829,212162247-212162305,212162398-212162631,212164925-212164983,212165076-212165309,212165378-212165660	gff_fallback	NA	4	0	0.9889	0.284
MCL0	51	MCL_NC_073227.2_212175093	NC_073227.2	212175093	212179628	7	+	1	212175093-212175267,212175360-212175593,212177011-212177069,212177162-212177395,212177464-212177931,212179224-212179282,212179375-212179628	gff_fallback	NA	9	0	0.9813	0.255
MCL0	52	MCL_NC_073238.2_125886660	NC_073238.2	125886660	126043314	22	+	134	125886660-125886958,125891114-125891441,125891624-125891711,125942869-125942954,125947443-125947574,125955070-125955272,125970220-125970309,125980888-125980983,125981215-125981311,126005193-126005316,126011450-126011589,126012367-126012427,126013167-126013314,126015213-126015300,126017932-126018011,126018198-126018338,126020799-126021024,126023797-126023891,126026000-126026090,126038393-126038493,126039126-126039181,126040568-126043314	read_chain	NA	2	0	0.9748	0.054
MCL1	0	MCL_NC_073224.2_169628912	NC_073224.2	169628912	169629115	1	+	4	169628912-169629115	read_chain	NA	3	0	0.8874	0.000
MCL1	1	MCL_NC_073227.2_196424806	NC_073227.2	196424806	196460002	6	-	2	196424806-196425211,196427683-196432250,196438145-196442489,196444394-196445396,196451502-196453665,196459678-196460002	gff_fallback	NA	0	0	0.8978	0.833
MCL1	2	MCL_NC_073228.2_86055029	NC_073228.2	86055029	86336350	9	+	13	86055029-86055286,86059143-86059278,86068632-86068752,86140880-86140988,86243736-86243875,86257810-86257908,86332778-86332876,86333528-86333644,86334282-86336350	read_chain	NA	0	0	0.8980	0.191
MCL1	3	MCL_NC_073228.2_96954903	NC_073228.2	96954903	97018111	4	+	2	96954903-96955105,96957181-96957369,96974534-96974677,97016791-97018111	gff_fallback	NA	0	0	0.9436	0.210
MCL1	4	MCL_NC_073231.2_137083237	NC_073231.2	137083237	137123104	7	+	1	137083237-137083348,137101196-137101325,137102653-137102758,137115841-137115937,137117464-137117965,137119808-137120001,137122788-137123104	gff_fallback	NA	0	0	0.9152	0.911
MCL1	5	MCL_NC_073232.2_101615066	NC_073232.2	101615066	101622177	2	+	1	101615066-101617295,101622043-101622177	gff_fallback	NA	2	0	0.8868	1.000
MCL1	6	MCL_NC_073233.2_14285238	NC_073233.2	14285238	14290829	2	-	1	14285238-14285805,14290602-14290829	gff_fallback	NA	0	0	0.9403	0.986
MCL1	7	MCL_NC_073235.2_109421198	NC_073235.2	109421198	109590985	13	+	1	109421198-109424370,109455222-109455347,109493216-109493274,109539854-109539972,109554181-109559634,109569578-109569675,109575440-109575542,109578281-109578386,109579614-109579725,109580835-109580926,109582385-109582588,109588048-109588133,109588967-109590985	gff_fallback	NA	0	0	0.9443	0.437
MCL1	8	MCL_NC_073237.2_86829809	NC_073237.2	86829809	86874556	2	-	5	86829809-86830011,86874362-86874556	read_chain	NA	0	0	0.9521	0.543
MCL1	9	MCL_NC_073242.2_12440313	NC_073242.2	12440313	12492409	9	+	41	12440313-12440396,12440438-12440581,12444412-12444524,12447368-12447445,12448906-12448998,12453684-12453784,12454242-12454318,12455598-12455714,12490805-12492409	read_chain	NA	10	0	0.8981	0.000
MCL1	10	MCL_NC_073247.2_26627131	NC_073247.2	26627131	26658806	7	-	3	26627131-26627375,26628505-26628585,26631642-26631749,26641137-26641273,26642601-26642817,26651388-26656439,26658395-26658806	gff_fallback	NA	0	0	0.9071	0.794
MCL1	11	MCL_NC_086017.1_154980893	NC_086017.1	154980893	154994142	3	+	3	154980893-154981151,154982798-154982900,154993970-154994142	gff_fallback	NA	9	0	0.8953	0.675
MCL1	12	MCL_NC_086017.1_197705042	NC_086017.1	197705042	197706440	2	+	3	197705042-197705153,197706338-197706440	read_chain	NA	4	0	1.0000	0.000
MCL1	13	MCL_NC_073224.2_20359003	NC_073224.2	20359003	20774296	20	+	2	20359003-20359225,20426183-20427163,20434326-20434396,20455065-20455191,20456658-20458191,20484231-20484382,20501349-20501479,20505048-20505284,20508850-20509174,20528321-20528376,20533419-20533522,20546443-20546520,20551512-20551701,20552250-20552577,20599654-20599830,20691945-20692006,20711802-20711929,20741798-20742075,20759474-20759718,20769732-20774296	gff_fallback	NA	1	0	0.0000	0.135
MCL1	14	MCL_NC_073242.2_28832348	NC_073242.2	28832348	28846365	3	+	2	28832348-28838695,28840165-28840343,28840428-28846365	gff_fallback	NA	0	0	0.8815	0.696
MCL1	15	MCL_NC_073247.2_83074313	NC_073247.2	83074313	83114638	15	+	862	83074313-83074478,83084316-83084539,83086007-83086200,83096629-83097156,83097831-83097888,83104076-83104239,83105227-83105421,83107668-83107970,83110018-83110114,83110304-83110501,83110830-83110915,83111289-83111392,83111923-83111963,83112161-83112271,83113405-83114638	read_chain	NA	0	0	0.8676	0.174
MCL1	16	MCL_NC_073234.2_83068094	NC_073234.2	83068094	83194008	4	+	1	83068094-83068240,83182334-83185797,83189760-83189830,83190742-83194008	gff_fallback	NA	0	0	0.9218	0.210
MCL1	17	MCL_NC_073242.2_100039565	NC_073242.2	100039565	100110787	7	+	18	100039565-100039657,100096577-100097003,100104607-100104741,100106671-100106749,100107029-100107191,100109722-100109858,100110102-100110787	read_chain	NA	0	0	0.9258	0.052
MCL1	18	MCL_NC_073239.2_15138286	NC_073239.2	15138286	15159535	3	+	17	15138286-15138841,15139693-15139792,15154919-15159535	read_chain	NA	0	0	1.0000	0.233
MCL1	19	MCL_NC_086017.1_197726482	NC_086017.1	197726482	197744072	9	+	1	197726482-197726587,197726980-197727305,197731536-197731762,197732106-197732217,197733546-197733634,197735814-197735984,197737381-197737483,197742346-197742430,197743391-197744072	gff_fallback	NA	0	0	1.0000	0.076
MCL2	0	MCL_NC_073224.2_25298137	NC_073224.2	25298137	25332190	12	+	3	25298137-25298198,25302544-25302654,25303722-25303854,25307147-25307363,25308245-25308311,25310463-25310522,25311619-25312148,25317721-25317957,25320788-25320853,25323068-25323258,25330109-25330233,25332073-25332190	read_chain	25328931-25351306	48	22375	0.9751	0.517
MCL2	1	MCL_NC_073229.2_195514826	NC_073229.2	195514826	195515626	1	+	3	195514826-195515626	read_chain	195494814-195534834	57	40020	0.9943	0.235
MCL2	2	MCL_NC_073230.2_53590181	NC_073230.2	53590181	53626915	14	+	1	53590181-53590572,53594663-53594773,53595862-53595994,53599767-53599833,53601992-53602051,53603127-53603623,53610508-53610573,53613794-53613918,53615033-53615155,53616211-53616408,53617257-53617322,53622955-53623078,53623822-53624017,53626215-53626915	gff_fallback	53599371-53626915	47	27544	0.9774	0.337
MCL2	3	MCL_NC_073230.2_137721624	NC_073230.2	137721624	137742709	8	+	2	137721624-137724236,137725093-137725158,137730802-137730921,137731668-137731859,137733923-137733981,137734074-137734307,137737335-137737393,137737486-137742709	gff_fallback	137720438-137742709	43	22271	0.9628	0.274
MCL2	4	MCL_NC_073243.2_112836284	NC_073243.2	112836284	112854861	8	+	1	112836284-112836429,112838475-112838534,112839620-112840113,112844606-112844729,112846578-112846695,112847032-112847507,112848073-112849608,112854645-112854861	gff_fallback	112836284-112854861	56	18577	0.9997	0.681
MCL2	5	MCL_NC_073224.2_241270824	NC_073224.2	241270824	241337342	12	+	2	241270824-241270959,241273332-241273707,241275643-241276110,241279089-241279177,241282110-241282175,241284254-241284359,241288248-241288408,241290597-241290688,241294486-241294641,241295842-241295940,241298572-241299993,241337241-241337342	gff_fallback	241270824-241330434	50	59610	0.9973	0.043
MCL2	6	MCL_NC_073229.2_17654903	NC_073229.2	17654903	17663562	5	-	1	17654903-17655101,17658032-17658120,17659217-17659299,17661089-17661567,17663488-17663562	gff_fallback	17654903-17663562	49	8659	0.9957	0.190
MCL2	7	MCL_NC_073231.2_151096898	NC_073231.2	151096898	151120823	10	+	10	151096898-151097067,151098860-151098942,151100045-151100133,151103060-151103125,151105199-151105304,151109195-151109355,151111545-151111636,151115431-151115586,151116758-151116856,151119414-151120823	read_chain	151094104-151120835	38	26731	0.9949	0.000
MCL2	8	MCL_NC_073232.2_8357388	NC_073232.2	8357388	8424886	10	-	1	8357388-8358806,8361363-8361461,8362624-8362779,8366585-8366676,8368866-8369026,8372919-8373024,8375104-8375169,8378099-8378187,8381167-8381310,8424473-8424886	gff_fallback	8357388-8412174	57	54786	0.9905	0.000
MCL2	9	MCL_NC_073241.2_110132871	NC_073241.2	110132871	110200377	12	+	1	110132871-110133780,110136014-110136367,110137283-110138766,110141748-110141836,110144768-110144833,110146910-110147015,110150918-110151078,110153267-110153358,110157161-110157316,110158486-110158584,110161217-110162638,110199980-110200377	gff_fallback	110132871-110193189	56	60318	0.9946	0.216
MCL2	10	MCL_NC_073227.2_139541348	NC_073227.2	139541348	139561074	4	-	5	139541348-139541465,139555262-139555394,139556468-139556578,139561040-139561074	read_chain	139530185-139544623	41	14438	0.9771	0.298
MCL2	11	MCL_NC_073230.2_6675594	NC_073230.2	6675594	6679195	2	-	1	6675594-6677700,6679078-6679195	gff_fallback	6675594-6690008	55	14414	0.9918	0.804
MCL2	12	MCL_NC_073235.2_144659761	NC_073235.2	144659761	144683364	10	+	2	144659761-144659827,144661975-144662034,144663124-144663654,144668137-144668260,144670273-144670367,144670568-144670765,144671609-144675571,144677300-144677976,144682989-144683047,144683140-144683364	gff_fallback	144659290-144683364	41	24074	0.9812	0.751
MCL2	13	MCL_NC_073241.2_110111992	NC_073241.2	110111992	110130566	9	+	1	110111992-110112059,110114209-110114268,110114276-110114309,110114440-110114612,110115351-110115843,110120345-110120468,110122319-110123720,110123814-110124836,110130390-110130566	gff_fallback	110111992-110130566	57	18574	0.9963	0.614
MCL2	14	MCL_NC_073230.2_6681068	NC_073230.2	6681068	6689528	4	-	1	6681068-6681187,6685686-6686176,6687259-6687318,6689364-6689528	gff_fallback	6681068-6689528	53	8460	0.9926	0.502
MCL2	15	MCL_NC_073238.2_129214458	NC_073238.2	129214458	129221401	3	+	1	129214458-129214902,129219358-129219481,129221330-129221401	gff_fallback	129214458-129221401	51	6943	0.9856	0.774
MCL2	16	MCL_NC_073232.2_145975398	NC_073232.2	145975398	145976698	3	+	1	145975398-145975698,145975899-145976096,145976317-145976698	gff_fallback	145975398-145976698	35	1300	0.9946	0.746
MCL2	17	MCL_NC_073229.2_17646522	NC_073229.2	17646522	17653141	4	-	1	17646522-17646612,17647958-17648346,17648802-17648962,17652853-17653141	gff_fallback	17646522-17653141	42	6619	0.9928	0.000
MCL2	18	MCL_NC_073230.2_6638907	NC_073230.2	6638907	6662280	10	-	2	6638907-6640328,6642886-6642984,6644151-6644306,6648113-6648204,6650394-6650554,6654446-6654551,6656629-6656694,6659566-6659654,6660757-6660839,6662241-6662280	gff_fallback	6638907-6662280	41	23373	0.9943	0.000
MCL2	19	MCL_NC_073234.2_15550773	NC_073234.2	15550773	15581881	9	-	1	15550773-15559020,15561576-15561674,15562820-15562975,15566764-15566855,15569047-15569207,15573101-15573206,15575286-15575351,15578282-15578370,15581348-15581881	gff_fallback	15550773-15581881	46	31108	0.9905	0.213
MCL2	20	MCL_NC_073234.2_149459602	NC_073234.2	149459602	149482994	10	+	2	149459602-149459641,149461039-149461121,149462224-149462312,149465244-149465309,149467385-149467490,149471383-149471540,149473709-149473824,149477635-149477790,149478915-149479013,149481572-149482994	gff_fallback	149459602-149482994	42	23392	0.9998	0.000
MCL2	21	MCL_NC_073238.2_129242773	NC_073238.2	129242773	129265444	10	+	1	129242773-129242812,129244208-129244290,129245393-129245481,129248415-129248480,129250558-129250663,129254549-129254709,129256899-129256990,129260785-129260941,129262115-129262213,129264770-129265444	gff_fallback	129242773-129265444	42	22671	0.9908	0.000
MCL2	22	MCL_NC_086017.1_211829162	NC_086017.1	211829162	211829253	1	+	3	211829162-211829253	read_chain	211818310-211838549	43	20239	0.9972	0.000
MCL3	0	MCL_NC_073244.2_60753465	NC_073244.2	60753465	60754074	1	+	1	60753465-60754074	gff_fallback	60753465-60754074	59	609	1.0000	0.000
MCL4	0	MCL_NC_073238.2_24374291	NC_073238.2	24374291	24402406	9	-	48	24374291-24376591,24386811-24387024,24388290-24388356,24388855-24388965,24390285-24390450,24396139-24396247,24396439-24396541,24401999-24402116,24402315-24402406	read_chain	24378201-24402418	42	24217	0.9909	0.000
MCL4	1	MCL_NC_073230.2_161022909	NC_073230.2	161022909	161255328	28	-	41	161022909-161022994,161025059-161025179,161027254-161027383,161040585-161040798,161042062-161042128,161042633-161042743,161044080-161044245,161044500-161044682,161049976-161050081,161050273-161050375,161055880-161055997,161058768-161058888,161067939-161068658,161069917-161069995,161070891-161071005,161071977-161072129,161072584-161072754,161083032-161083147,161085054-161085226,161093762-161093925,161128361-161128471,161130203-161130352,161133540-161133741,161149003-161149142,161177062-161177151,161254312-161254474,161255198-161255242,161255308-161255328	read_chain	161024291-161061552	44	37261	0.9620	0.022
