cluster_id	member	gate	max_depth	core_bp	span	median_core	status	core_hull
MCL0	NC_073242.2:76513355-76758455	false	0	0	245101	0	untouched	NA
MCL0	NC_073242.2:77694706-77818576	false	0	0	123871	0	untouched	NA
MCL0	NC_073242.2:79763333-79808804	false	0	0	45472	0	untouched	NA
MCL0	NC_073242.2:85216418-85312510	false	0	0	96093	0	untouched	NA
MCL0	NC_073242.2:85486654-85550063	false	0	0	63410	0	untouched	NA
MCL0	NC_073242.2:87997708-88029935	false	0	0	32228	0	untouched	NA
MCL0	NC_073242.2:89480186-89595211	false	0	0	115026	0	untouched	NA
MCL0	NC_073242.2:92232565-92725381	false	0	0	492817	0	untouched	NA
MCL0	NC_073242.2:95609939-95636140	false	0	0	26202	0	untouched	NA
MCL0	NC_073242.2:97311970-97459824	false	0	0	147855	0	untouched	NA
MCL0	NC_073242.2:99326159-99382147	false	3	0	55989	0	untouched	NA
MCL0	NC_073242.2:104379335-104435991	false	1	0	56657	0	untouched	NA
MCL0	NC_073242.2:104957196-105110063	false	1	0	152868	0	untouched	NA
MCL0	NC_073242.2:107078075-107558074	false	0	0	480000	0	untouched	NA
MCL0	NC_073242.2:107951993-108096445	false	0	0	144453	0	untouched	NA
MCL0	NC_073242.2:110598532-110624621	false	0	0	26090	0	untouched	NA
MCL0	NC_073242.2:111107242-111319179	false	0	0	211938	0	untouched	NA
MCL0	NC_073242.2:117338703-117393663	false	0	0	54961	0	untouched	NA
MCL0	NC_073244.2:23333276-23467914	false	0	0	134639	0	untouched	NA
MCL0	NC_073244.2:26159134-26181829	false	0	0	22696	0	untouched	NA
MCL0	NC_073244.2:38677132-38744291	false	0	0	67160	0	untouched	NA
MCL0	NC_073244.2:40286534-40325195	false	0	0	38662	0	untouched	NA
MCL0	NC_073244.2:43749227-43856705	false	0	0	107479	0	untouched	NA
MCL0	NC_073244.2:43857637-43897866	false	0	0	40230	0	untouched	NA
MCL0	NC_073244.2:45636616-45737734	false	0	0	101119	0	untouched	NA
MCL0	NC_073244.2:47878690-47912636	false	0	0	33947	0	untouched	NA
MCL0	NC_073244.2:53245468-53279675	false	0	0	34208	0	untouched	NA
MCL0	NC_073244.2:61691827-61757690	false	1	0	65864	0	untouched	NA
MCL0	NC_073244.2:65133276-65152597	false	0	0	19322	0	untouched	NA
MCL0	NC_073242.2:91016302-91038922	false	0	0	22621	0	untouched	NA
MCL0	NC_073242.2:100927791-101020369	false	0	0	92579	0	untouched	NA
MCL0	NC_073241.2:50986711-50991606	false	0	0	4896	0	untouched	NA
MCL0	NC_073241.2:108962230-109004493	false	0	0	42264	0	untouched	NA
MCL0	NC_073242.2:104188450-104198470	false	2	0	10021	0	untouched	NA
MCL1	NC_073244.2:42984641-42985506	true	47	866	866	866	kept_full	42984641-42985506
MCL1	NC_073244.2:42990805-42991670	true	47	866	866	866	kept_full	42990805-42991670
MCL1	NC_073244.2:42996985-42997850	true	47	866	866	866	kept_full	42996985-42997850
MCL1	NC_073244.2:43003146-43004011	true	47	866	866	866	kept_full	43003146-43004011
MCL1	NC_073244.2:43009313-43010178	true	47	866	866	866	kept_full	43009313-43010178
MCL1	NC_073244.2:43015474-43016339	true	47	866	866	866	kept_full	43015474-43016339
MCL1	NC_073244.2:43021635-43022500	true	47	866	866	866	kept_full	43021635-43022500
MCL1	NC_073244.2:43035322-43036187	true	47	866	866	866	kept_full	43035322-43036187
MCL1	NC_073244.2:43041501-43042366	true	47	866	866	866	kept_full	43041501-43042366
MCL1	NC_073244.2:43047651-43048516	true	47	866	866	866	kept_full	43047651-43048516
MCL1	NC_073244.2:43053817-43054682	true	47	866	866	866	kept_full	43053817-43054682
MCL1	NC_073244.2:43059995-43060860	true	47	866	866	866	kept_full	43059995-43060860
MCL1	NC_073244.2:43072335-43073200	true	47	866	866	866	kept_full	43072335-43073200
MCL1	NC_073244.2:43078492-43079357	true	47	866	866	866	kept_full	43078492-43079357
MCL1	NC_073244.2:43084656-43085521	true	47	866	866	866	kept_full	43084656-43085521
MCL1	NC_073244.2:43097000-43097865	true	47	866	866	866	kept_full	43097000-43097865
MCL1	NC_073244.2:43103163-43104028	true	47	866	866	866	kept_full	43103163-43104028
MCL1	NC_073244.2:43109326-43110191	true	47	866	866	866	kept_full	43109326-43110191
MCL1	NC_073244.2:43115485-43116350	true	47	866	866	866	kept_full	43115485-43116350
MCL1	NC_073244.2:43121647-43122512	true	47	866	866	866	kept_full	43121647-43122512
MCL1	NC_073244.2:43127804-43128669	true	47	866	866	866	kept_full	43127804-43128669
MCL1	NC_073244.2:43133948-43135793	true	47	1846	1846	866	kept_full	43133948-43135793
MCL1	NC_073244.2:43140099-43141944	true	47	1846	1846	866	kept_full	43140099-43141944
MCL1	NC_073244.2:43146248-43147209	true	47	962	962	866	kept_full	43146248-43147209
MCL1	NC_073244.2:60706339-60710737	true	47	2884	4399	866	kept_full	60707854-60710737
MCL1	NC_073244.2:60717603-60721140	true	47	3538	3538	866	kept_full	60717603-60721140
MCL1	NC_073244.2:43029412-43030020	true	47	609	609	866	kept_full	43029412-43030020
MCL1	NC_073244.2:60728960-60729567	true	47	608	608	866	kept_full	60728960-60729567
MCL1	NC_073244.2:60733221-60733829	true	47	609	609	866	kept_full	60733221-60733829
MCL1	NC_073244.2:60739957-60740565	true	47	609	609	866	kept_full	60739957-60740565
MCL1	NC_073244.2:60746723-60747331	true	47	609	609	866	kept_full	60746723-60747331
MCL1	NC_073244.2:60753466-60754074	true	47	609	609	866	kept_full	60753466-60754074
MCL1	NC_073244.2:60760222-60760830	true	47	609	609	866	kept_full	60760222-60760830
MCL1	NC_073244.2:60766963-60767571	true	47	609	609	866	kept_full	60766963-60767571
MCL1	NC_073244.2:60773722-60774330	true	47	609	609	866	kept_full	60773722-60774330
MCL1	NC_073244.2:60780472-60781080	true	47	609	609	866	kept_full	60780472-60781080
MCL1	NC_073244.2:60787217-60787825	true	47	609	609	866	kept_full	60787217-60787825
MCL1	NC_073244.2:60793961-60794569	true	47	609	609	866	kept_full	60793961-60794569
MCL1	NC_073244.2:60800713-60801321	true	47	609	609	866	kept_full	60800713-60801321
MCL1	NC_073244.2:60807458-60808066	true	47	609	609	866	kept_full	60807458-60808066
MCL1	NC_073244.2:60814216-60814824	true	47	609	609	866	kept_full	60814216-60814824
MCL1	NC_073244.2:60820938-60821546	true	47	609	609	866	kept_full	60820938-60821546
MCL1	NC_073244.2:60827659-60828267	true	47	609	609	866	kept_full	60827659-60828267
MCL1	NC_073244.2:60834397-60835005	true	47	609	609	866	kept_full	60834397-60835005
MCL1	NC_073244.2:60841138-60841746	true	47	609	609	866	kept_full	60841138-60841746
MCL1	NC_073244.2:60847863-60848471	true	47	609	609	866	kept_full	60847863-60848471
MCL1	NC_073244.2:60854606-60855214	true	47	609	609	866	kept_full	60854606-60855214
MCL1	NC_073244.2:60861342-60861950	true	47	609	609	866	kept_full	60861342-60861950
MCL2	NC_073241.2:38611091-38631866	true	38	20776	20776	23612	kept_full	38611091-38631866
MCL2	NC_073242.2:15428090-15571596	true	39	24203	143507	23612	kept_trimmed	15547394-15571596
MCL2	NC_073242.2:16322274-16360591	true	38	23678	38318	23612	kept_full	16322274-16345951
MCL2	NC_073242.2:21074205-21114710	true	37	27967	40506	23612	kept_full	21074205-21102171
MCL2	NC_073242.2:21094996-21098949	true	36	3954	3954	23612	kept_full	21094996-21098949
MCL2	NC_073242.2:21740955-21769462	true	38	27461	28508	23612	kept_full	21742002-21769462
MCL2	NC_073242.2:22108751-22136211	true	38	27461	27461	23612	kept_full	22108751-22136211
MCL2	NC_073242.2:23065361-23084577	true	37	19217	19217	23612	kept_full	23065361-23084577
MCL2	NC_073242.2:26968105-26997053	true	37	28949	28949	23612	kept_full	26968105-26997053
MCL2	NC_073242.2:28301414-28305185	true	22	1818	3772	23612	dropped	28303368-28305185
MCL2	NC_073242.2:28370269-28507059	true	39	24650	136791	23612	kept_trimmed	28370269-28394918
MCL2	NC_073242.2:28850493-29158527	true	38	24608	308035	23612	kept_trimmed	28994982-29019589
MCL2	NC_073242.2:29435861-29461971	true	37	26111	26111	23612	kept_full	29435861-29461971
MCL2	NC_073242.2:29864793-29887290	true	38	22498	22498	23612	kept_full	29864793-29887290
MCL2	NC_073242.2:30462207-30598132	true	39	24895	135926	23612	kept_trimmed	30573238-30598132
MCL2	NC_073242.2:31337557-31462161	true	38	25456	124605	23612	kept_trimmed	31436706-31462161
MCL2	NC_073242.2:31438126-31465363	true	38	26863	27238	23612	kept_full	31438126-31464988
MCL2	NC_073242.2:32148117-32176941	true	38	28825	28825	23612	kept_full	32148117-32176941
MCL2	NC_073242.2:32158320-32199972	true	36	21044	41653	23612	kept_full	32158320-32199972
MCL2	NC_073242.2:32426794-32450942	true	38	24149	24149	23612	kept_full	32426794-32450942
MCL2	NC_073242.2:32443808-32492214	true	36	13144	48407	23612	kept_trimmed	32443808-32477549
MCL2	NC_073242.2:35227929-35252917	true	37	24609	24989	23612	kept_full	35227929-35252537
MCL2	NC_073242.2:35555498-35579489	true	37	23612	23992	23612	kept_full	35555498-35579109
MCL2	NC_073242.2:35962549-35984789	true	37	22241	22241	23612	kept_full	35962549-35984789
MCL2	NC_073242.2:99211071-99251814	true	36	30192	40744	23612	kept_full	99211071-99241262
MCL2	NC_073242.2:99235938-99238039	true	36	2102	2102	23612	kept_full	99235938-99238039
MCL2	NC_073242.2:99631393-99660170	true	35	28778	28778	23612	kept_full	99631393-99660170
MCL2	NC_073242.2:99634291-99660228	true	35	25938	25938	23612	kept_full	99634291-99660228
MCL2	NC_073242.2:99645003-99648732	true	35	3730	3730	23612	kept_full	99645003-99648732
MCL2	NC_073242.2:103935874-103964780	true	38	27914	28907	23612	kept_full	103936867-103964780
MCL2	NC_073242.2:104296226-104334746	true	36	29881	38521	23612	kept_full	104304866-104334746
MCL2	NC_073242.2:104308356-104314889	true	35	6534	6534	23612	kept_full	104308356-104314889
MCL2	NC_073242.2:104322667-104337702	true	36	15036	15036	23612	kept_full	104322667-104337702
MCL2	NC_073242.2:104870340-104896668	true	36	26329	26329	23612	kept_full	104870340-104896668
MCL2	NC_073242.2:104870748-104875877	true	35	5130	5130	23612	kept_full	104870748-104875877
MCL2	NC_073242.2:104878353-104900450	true	36	22098	22098	23612	kept_full	104878353-104900450
MCL2	NC_073244.2:20932519-21157156	true	37	23228	224638	23612	kept_trimmed	21077019-21100246
MCL2	NC_073244.2:21160707-21214510	true	9	0	53804	23612	dropped	NA
MCL2	NC_073242.2:15910974-16101041	true	9	0	190068	23612	dropped	NA
MCL2	NC_073242.2:16363704-16543366	true	9	0	179663	23612	dropped	NA
MCL2	NC_073244.2:21189635-21214353	true	7	0	24719	23612	dropped	NA
MCL2	NC_073242.2:26989354-26995630	true	36	6277	6277	23612	kept_full	26989354-26995630
MCL2	NC_073242.2:29391428-29432668	true	25	808	41241	23612	dropped	29431861-29432668
MCL2	NC_073242.2:32231941-32255359	true	29	2404	23419	23612	dropped	32238291-32240694
MCL3	NC_073244.2:42925859-42930038	true	35	4180	4180	1330	kept_full	42925859-42930038
MCL3	NC_073244.2:42932020-42932939	true	35	920	920	1330	kept_full	42932020-42932939
MCL3	NC_073244.2:42938172-42939091	true	35	920	920	1330	kept_full	42938172-42939091
MCL3	NC_073244.2:42944324-42945243	true	35	920	920	1330	kept_full	42944324-42945243
MCL3	NC_073244.2:42950463-42951398	true	35	936	936	1330	kept_full	42950463-42951398
MCL3	NC_073244.2:42956636-42957555	true	35	920	920	1330	kept_full	42956636-42957555
MCL3	NC_073244.2:42962790-42963709	true	35	920	920	1330	kept_full	42962790-42963709
MCL3	NC_073244.2:42968958-42969877	true	35	920	920	1330	kept_full	42968958-42969877
MCL3	NC_073244.2:42975112-42976031	true	35	920	920	1330	kept_full	42975112-42976031
MCL3	NC_073244.2:42981256-42982175	true	35	920	920	1330	kept_full	42981256-42982175
MCL3	NC_073244.2:42987416-42988248	true	35	833	833	1330	kept_full	42987416-42988248
MCL3	NC_073244.2:60716266-60717064	true	35	799	799	1330	kept_full	60716266-60717064
MCL3	NC_073244.2:60722246-60723719	true	35	1474	1474	1330	kept_full	60722246-60723719
MCL3	NC_073244.2:60726381-60728153	true	35	1773	1773	1330	kept_full	60726381-60728153
MCL3	NC_073244.2:60735364-60736717	true	35	1354	1354	1330	kept_full	60735364-60736717
MCL3	NC_073244.2:60742069-60743460	true	35	1392	1392	1330	kept_full	60742069-60743460
MCL3	NC_073244.2:60748873-60750226	true	35	1354	1354	1330	kept_full	60748873-60750226
MCL3	NC_073244.2:60755620-60756969	true	35	1350	1350	1330	kept_full	60755620-60756969
MCL3	NC_073244.2:60762329-60763720	true	35	1392	1392	1330	kept_full	60762329-60763720
MCL3	NC_073244.2:60769119-60770466	true	35	1348	1348	1330	kept_full	60769119-60770466
MCL3	NC_073244.2:60775874-60777220	true	35	1347	1347	1330	kept_full	60775874-60777220
MCL3	NC_073244.2:60782615-60783968	true	35	1354	1354	1330	kept_full	60782615-60783968
MCL3	NC_073244.2:60789329-60790720	true	35	1392	1392	1330	kept_full	60789329-60790720
MCL3	NC_073244.2:60796118-60797464	true	35	1347	1347	1330	kept_full	60796118-60797464
MCL3	NC_073244.2:60802865-60804211	true	35	1347	1347	1330	kept_full	60802865-60804211
MCL3	NC_073244.2:60809616-60810962	true	35	1347	1347	1330	kept_full	60809616-60810962
MCL3	NC_073244.2:60816370-60817717	true	35	1348	1348	1330	kept_full	60816370-60817717
MCL3	NC_073244.2:60823105-60824408	true	35	1304	1304	1330	kept_full	60823105-60824408
MCL3	NC_073244.2:60829827-60831156	true	35	1330	1330	1330	kept_full	60829827-60831156
MCL3	NC_073244.2:60836571-60837900	true	35	1330	1330	1330	kept_full	60836571-60837900
MCL3	NC_073244.2:60843312-60844641	true	35	1330	1330	1330	kept_full	60843312-60844641
MCL3	NC_073244.2:60850037-60851366	true	35	1330	1330	1330	kept_full	60850037-60851366
MCL3	NC_073244.2:60856780-60858109	true	35	1330	1330	1330	kept_full	60856780-60858109
MCL3	NC_073244.2:60863516-60864845	true	35	1330	1330	1330	kept_full	60863516-60864845
MCL3	NC_073244.2:60870261-60871575	true	35	1315	1315	1330	kept_full	60870261-60871575
MCL3	NC_073244.2:60877382-60878483	true	35	1102	1102	1330	kept_full	60877382-60878483
MCL4	NC_073241.2:109865260-109939290	false	3	0	74031	0	untouched	NA
MCL4	NC_073241.2:109870580-109875958	false	1	0	5379	0	untouched	NA
MCL4	NC_073241.2:110132872-110200377	false	7	0	67506	0	untouched	NA
MCL4	NC_073242.2:2936020-3019169	false	6	0	83150	0	untouched	NA
MCL4	NC_073242.2:3027791-3033622	false	5	0	5832	0	untouched	NA
MCL4	NC_073242.2:3084202-3093546	false	6	0	9345	0	untouched	NA
MCL4	NC_073242.2:3152244-3159276	false	6	0	7033	0	untouched	NA
MCL4	NC_073242.2:3212364-3222228	false	6	0	9865	0	untouched	NA
MCL4	NC_073242.2:3291193-3301056	false	6	0	9864	0	untouched	NA
MCL4	NC_073242.2:3359468-3375062	false	6	0	15595	0	untouched	NA
MCL4	NC_073242.2:3432077-3508308	false	7	0	76232	0	untouched	NA
MCL4	NC_073242.2:120770931-121178437	false	8	0	407507	0	untouched	NA
MCL4	NC_073244.2:5439622-5492772	false	9	0	53151	0	untouched	NA
MCL4	NC_073244.2:5683508-5700803	false	5	0	17296	0	untouched	NA
MCL4	NC_073244.2:5706225-5709646	false	3	0	3422	0	untouched	NA
MCL4	NC_073244.2:5712726-5722696	false	3	0	9971	0	untouched	NA
MCL4	NC_073244.2:5750776-5754195	false	3	0	3420	0	untouched	NA
MCL4	NC_073244.2:5756649-5791659	false	3	0	35011	0	untouched	NA
MCL4	NC_073244.2:5791759-5794977	false	3	0	3219	0	untouched	NA
MCL4	NC_073244.2:5797309-5807410	false	3	0	10102	0	untouched	NA
MCL4	NC_073244.2:5834388-5852234	false	3	0	17847	0	untouched	NA
MCL4	NC_073244.2:5881037-5888187	false	3	0	7151	0	untouched	NA
MCL4	NC_073244.2:70671146-70761775	false	13	0	90630	0	untouched	NA
MCL4	NC_073241.2:110111993-110130566	false	7	0	18574	0	untouched	NA
MCL4	NC_073242.2:121433120-121440524	false	7	0	7405	0	untouched	NA
MCL4	NC_073244.2:70951221-70959492	false	16	8272	8272	0	untouched	70951221-70959492
MCL4	NC_073244.2:70959562-70966637	false	16	7076	7076	0	untouched	70959562-70966637
MCL4	NC_073242.2:121448635-121472857	false	5	0	24223	0	untouched	NA
MCL4	NC_073241.2:110351577-110366008	false	1	0	14432	0	untouched	NA
MCL5	NC_073244.2:64586216-64683546	true	18	20659	97331	12503	kept_trimmed	64606025-64679983
MCL5	NC_073244.2:65303555-65342879	true	22	39325	39325	12503	kept_full	65303555-65342879
MCL5	NC_073244.2:64426357-64491935	true	21	10001	65579	12503	kept_trimmed	64481935-64491935
MCL5	NC_073244.2:64500834-64541934	true	22	19684	41101	12503	kept_trimmed	64500834-64541934
MCL5	NC_073244.2:64545559-64559938	true	19	14049	14380	12503	kept_full	64545559-64559607
MCL5	NC_073244.2:64613768-64660079	true	13	4200	46312	12503	dropped	64622439-64660079
MCL5	NC_073244.2:64668766-64695448	true	18	8839	26683	12503	kept_trimmed	64668766-64679983
MCL5	NC_073244.2:64725695-64748726	true	20	6426	23032	12503	kept_trimmed	64725695-64748726
MCL5	NC_073244.2:64759233-64780059	true	21	20827	20827	12503	kept_full	64759233-64780059
MCL5	NC_073244.2:64797244-64816957	true	21	19714	19714	12503	kept_full	64797244-64816957
MCL5	NC_073244.2:64861924-64901699	true	18	25630	39776	12503	kept_full	64862944-64901699
MCL5	NC_073244.2:65266360-65287355	true	23	20996	20996	12503	kept_full	65266360-65287355
MCL5	NC_073244.2:65362910-65389515	true	22	14706	26606	12503	kept_full	65362910-65389515
MCL5	NC_073244.2:65398979-65426558	true	21	16056	27580	12503	kept_full	65398979-65426558
MCL5	NC_073244.2:64818716-64821577	true	19	2862	2862	12503	kept_full	64818716-64821577
MCL5	NC_073244.2:64836599-64855366	true	17	13611	18768	12503	kept_full	64836599-64850209
MCL5	NC_073244.2:64885900-64888128	true	17	1732	2229	12503	kept_full	64886397-64888128
MCL5	NC_073244.2:65299949-65312451	true	23	12503	12503	12503	kept_full	65299949-65312451
MCL5	NC_073244.2:65388004-65389515	true	22	1512	1512	12503	kept_full	65388004-65389515
MCL5	NC_073244.2:64908469-64921986	true	15	2427	13518	12503	dropped	64908469-64910895
MCL5	NC_073244.2:64759233-64760998	true	19	1766	1766	12503	kept_full	64759233-64760998
MCL5	NC_073244.2:64797244-64799327	true	18	2084	2084	12503	kept_full	64797244-64799327
MCL5	NC_073244.2:65340981-65342879	true	22	1899	1899	12503	kept_full	65340981-65342879
MCL5	NC_073244.2:65425230-65426558	true	18	1329	1329	12503	kept_full	65425230-65426558
MCL6	NC_073241.2:76304228-76309634	true	22	5407	5407	2571	kept_full	76304228-76309634
MCL6	NC_073241.2:76320688-76323739	true	22	3052	3052	2571	kept_full	76320688-76323739
MCL6	NC_073241.2:76192093-76194019	true	22	1927	1927	2571	kept_full	76192093-76194019
MCL6	NC_073241.2:76197847-76200562	true	22	2716	2716	2571	kept_full	76197847-76200562
MCL6	NC_073241.2:76203744-76206459	true	22	2716	2716	2571	kept_full	76203744-76206459
MCL6	NC_073241.2:76209635-76212205	true	22	2571	2571	2571	kept_full	76209635-76212205
MCL6	NC_073241.2:76215534-76218249	true	22	2716	2716	2571	kept_full	76215534-76218249
MCL6	NC_073241.2:76221429-76224144	true	22	2716	2716	2571	kept_full	76221429-76224144
MCL6	NC_073241.2:76227317-76229443	true	22	2127	2127	2571	kept_full	76227317-76229443
MCL6	NC_073241.2:76233214-76235321	true	22	2108	2108	2571	kept_full	76233214-76235321
MCL6	NC_073241.2:76239107-76241822	true	22	2716	2716	2571	kept_full	76239107-76241822
MCL6	NC_073241.2:76244998-76247105	true	22	2108	2108	2571	kept_full	76244998-76247105
MCL6	NC_073241.2:76250933-76253648	true	22	2716	2716	2571	kept_full	76250933-76253648
MCL6	NC_073241.2:76256860-76259430	true	22	2571	2571	2571	kept_full	76256860-76259430
MCL6	NC_073241.2:76262781-76265496	true	22	2716	2716	2571	kept_full	76262781-76265496
MCL6	NC_073241.2:76268708-76270577	true	22	1870	1870	2571	kept_full	76268708-76270577
MCL6	NC_073241.2:76274629-76277199	true	22	2571	2571	2571	kept_full	76274629-76277199
MCL6	NC_073241.2:76280552-76282659	true	22	2108	2108	2571	kept_full	76280552-76282659
MCL6	NC_073241.2:76286483-76289198	true	22	2716	2716	2571	kept_full	76286483-76289198
MCL6	NC_073241.2:76292370-76294441	true	22	2072	2072	2571	kept_full	76292370-76294441
MCL6	NC_073241.2:76298299-76300168	true	22	1870	1870	2571	kept_full	76298299-76300168
MCL6	NC_073241.2:76310155-76312024	true	22	1870	1870	2571	kept_full	76310155-76312024
MCL6	NC_073241.2:76316088-76318728	true	22	2641	2641	2571	kept_full	76316088-76318728
MCL7	NC_073242.2:18160668-18276360	true	12	44601	115693	27362	kept_trimmed	18215328-18271188
MCL7	NC_073242.2:21138253-21170370	true	10	27368	32118	27362	kept_full	21138253-21165620
MCL7	NC_073242.2:21674069-21706179	true	11	27362	32111	27362	kept_full	21678818-21706179
MCL7	NC_073242.2:22021251-22070305	true	10	25498	49055	27362	kept_full	22044808-22070305
MCL7	NC_073242.2:35997843-36034602	true	12	31971	36760	27362	kept_full	35997843-36029813
MCL7	NC_073242.2:99261636-99322282	true	12	35698	60647	27362	kept_full	99261636-99306847
MCL7	NC_073242.2:99679888-99692885	true	10	12998	12998	27362	kept_full	99679888-99692885
MCL7	NC_073242.2:104264088-104292842	true	11	28755	28755	27362	kept_full	104264088-104292842
MCL7	NC_073242.2:104785375-104844092	true	12	32441	58718	27362	kept_full	104802129-104844092
MCL7	NC_073242.2:22074655-22079440	true	10	4786	4786	27362	kept_full	22074655-22079440
MCL7	NC_073242.2:21131031-21132224	true	10	1194	1194	27362	kept_full	21131031-21132224
MCL7	NC_073242.2:99692569-99698200	true	10	3112	5632	27362	kept_full	99692569-99695680
MCL7	NC_073242.2:104219042-104241390	true	7	1639	22349	27362	dropped	104239752-104241390
MCL7	NC_073242.2:118419301-118459096	true	1	0	39796	27362	dropped	NA
