fam	n	exit	reads_in_units	assigned	tied	amb	q60	q60_assigned	q60_agree	qlow	qlow_assigned	elapsed	rss_mb	forecast_unassignable
fam_MCL48_073242	4	exit=0	410	277	72	61	394	275	271	16	2	1.9	520	0
fam_MCL49_073242	4	exit=0	1	0	1	0	0	0	0	1	0	0.75	257	4
fam_MCL50_073242	4	exit=0	777	325	31	421	594	292	290	183	33	3.95	369	3
fam_MCL51_073242	4	exit=0	20	0	10	10	13	0	0	7	0	3.09	458	2
fam_MCL52_073242	4	exit=0	3	3	0	0	3	3	3	0	0	0.32	257	4
fam_MCL53_073242	4	exit=0	1037	970	42	25	1035	970	970	2	0	1.03	302	2
fam_MCL55_073242	4	exit=0	0	0	0	0	0	0	0	0	0	2.68	746	3
fam_MCL56_073242	4	exit=0	0	0	0	0	0	0	0	0	0	0.85	295	4
fam_MCL57_073242	4	exit=0	0	0	0	0	0	0	0	0	0	0.41	257	4
fam_MCL58_073242	4	exit=0	0	0	0	0	0	0	0	0	0	0.5	257	0
fam_MCL59_073244	4	exit=0	59	21	38	0	59	21	21	0	0	2.57	215	2
fam_MCL5_073241	23	exit=0	0	0	0	0	0	0	0	0	0	0.46	227	21
fam_MCL60_073242	4	exit=0	183	181	0	2	183	181	181	0	0	0.34	257	0
fam_MCL61_073242	4	exit=0	9	2	0	7	9	2	2	0	0	0.27	257	2
fam_MCL62_073244	3	exit=0	653	504	70	79	653	504	504	0	0	0.69	181	0
fam_MCL63_073244	4	exit=0	506	6	32	468	506	6	6	0	0	1.95	249	0
fam_MCL64_073244	4	exit=0	0	0	0	0	0	0	0	0	0	0.19	159	0
fam_MCL65_073244	4	exit=0	17	15	2	0	17	15	15	0	0	0.28	159	2
fam_MCL66_073241	3	exit=0	0	0	0	0	0	0	0	0	0	0.32	227	0
fam_MCL67_073241	2	exit=0	0	0	0	0	0	0	0	0	0	0.41	227	0
fam_MCL68_073242	2	exit=0	0	0	0	0	0	0	0	0	0	0.31	257	2
fam_MCL69_073241	3	exit=0	1	1	0	0	1	1	1	0	0	0.37	227	2
fam_MCL6_073244	14	exit=0	1605	36	94	1475	1605	36	31	0	0	83.8	2760	0
fam_MCL74_073242	3	exit=0	0	0	0	0	0	0	0	0	0	0.26	257	3
fam_MCL75_073244	3	exit=0	0	0	0	0	0	0	0	0	0	14.94	1561	0
fam_MCL78_073244	3	exit=0	0	0	0	0	0	0	0	0	0	6.07	511	0
fam_MCL7_073242	10	exit=0	659	44	135	480	570	40	40	89	4	6.03	798	4
fam_MCL81_073242	3	exit=0	0	0	0	0	0	0	0	0	0	0.26	257	2
fam_MCL83_073242	3	exit=0	1048	88	135	825	1012	78	72	36	10	1.91	426	0
fam_MCL84_073242	3	exit=0	1025	53	7	965	1017	47	47	8	6	0.93	257	0
fam_MCL85_073242	3	exit=0	2364	226	15	2123	2347	223	223	17	3	1.74	346	3
fam_MCL86_073242	2	exit=0	0	0	0	0	0	0	0	0	0	2.29	534	0
fam_MCL87_073242	3	exit=0	0	0	0	0	0	0	0	0	0	1.75	257	2
fam_MCL88_073242	3	exit=0	421	311	31	79	324	310	310	97	1	1.16	257	2
fam_MCL89_073242	3	exit=0	1006	12	47	947	897	9	9	109	3	0.77	257	3
fam_MCL8_073244	13	exit=0	11	0	2	9	11	0	0	0	0	0.6	233	0
fam_MCL90_073242	3	exit=0	0	0	0	0	0	0	0	0	0	0.34	256	3
fam_MCL91_073242	3	exit=0	0	0	0	0	0	0	0	0	0	0.45	257	3
fam_MCL92_073242	3	exit=0	0	0	0	0	0	0	0	0	0	0.26	257	2
fam_MCL93_073242	3	exit=0	0	0	0	0	0	0	0	0	0	0.8	257	2
fam_MCL94_073242	3	exit=0	0	0	0	0	0	0	0	0	0	0.3	257	2
fam_MCL95_073242	3	exit=0	0	0	0	0	0	0	0	0	0	0.64	257	2
fam_MCL96_073242	2	exit=0	0	0	0	0	0	0	0	0	0	0.38	257	2
fam_MCL97_073242	3	exit=0	0	0	0	0	0	0	0	0	0	0.59	257	2
fam_MCL98_073244	2	exit=0	9	9	0	0	9	9	9	0	0	10.68	605	0
fam_MCL99_073242	3	exit=0	0	0	0	0	0	0	0	0	0	0.24	257	0
