read	mapq	anchor	verdict	anchor_hit	alternatives
SRR27438212.10452574	1	2	valid-anchor	(('2', 64, 7, 0.68), [])
SRR27438212.5040790	5	2	ambiguous-anchor	(('2', 54, 7, 0.71), [('21', 56, 7, 0.71), ('22', 56, 7, 0.71), ('0', 56, 7, 0.71)])
SRR27438212.10012859	1	2	ambiguous-anchor	(('2', 65, 7, 0.9), [('0', 64, 7, 0.9), ('21', 67, 7, 0.9), ('22', 67, 7, 0.9)])
SRR27438212.8457776	5	2	ambiguous-anchor	(('2', 65, 7, 0.89), [('22', 67, 7, 0.89), ('21', 67, 7, 0.89), ('0', 67, 7, 0.89)])
SRR27438212.3165625	58	2	valid-anchor	(('2', 7, 10, 1.0), [])
SRR27438213.313949	39	2	valid-anchor	(('2', 1, 2, 1.0), [])
SRR27438212.1135148	1	2	ambiguous-anchor	(('2', 73, 6, 0.67), [('4', 73, 6, 0.67), ('5', 73, 6, 0.67), ('23', 60, 6, 0.63)])
SRR27438212.1230488	1	2	ambiguous-anchor	(('2', 73, 6, 0.86), [('5', 73, 6, 0.86), ('4', 73, 6, 0.86), ('23', 60, 6, 0.81)])
SRR27438212.2792943	12	2	ambiguous-anchor	(('2', 73, 6, 0.91), [('4', 73, 6, 0.91), ('5', 73, 6, 0.91), ('23', 60, 6, 0.86)])
SRR27438212.5040365	22	2	ambiguous-anchor	(('2', 118, 5, 0.93), [('4', 119, 5, 0.93), ('5', 120, 5, 0.93), ('28', 116, 5, 0.91)])
SRR27438212.5887032	1	2	ambiguous-anchor	(('2', 74, 6, 0.68), [('5', 74, 6, 0.68), ('4', 74, 6, 0.68), ('23', 61, 6, 0.64)])
SRR27438212.8660171	1	2	ambiguous-anchor	(('2', 74, 6, 0.84), [('4', 74, 6, 0.84), ('5', 74, 6, 0.84), ('23', 61, 6, 0.8)])
SRR27438212.8715013	1	2	ambiguous-anchor	(('2', 73, 6, 0.85), [('4', 73, 6, 0.85), ('5', 73, 6, 0.85), ('23', 60, 6, 0.8)])
SRR27438212.9076680	1	2	ambiguous-anchor	(('2', 76, 6, 0.82), [('4', 76, 6, 0.82), ('5', 76, 6, 0.82), ('23', 63, 6, 0.78)])
SRR27438212.9172589	14	2	ambiguous-anchor	(('2', 75, 6, 0.91), [('5', 75, 6, 0.91), ('4', 75, 6, 0.91), ('23', 62, 6, 0.86)])
SRR27438212.3891165	5	4	ambiguous-anchor	(('4', 1, 6, 0.99), [('5', 2, 6, 0.99)])
SRR27438212.10076134	60	4	valid-anchor	(('4', 0, 8, 0.98), [])
SRR27438212.1183333	1	4	ambiguous-anchor	(('4', 93, 8, 0.97), [('20', 95, 8, 0.96), ('1', 93, 8, 0.96), ('2', 95, 8, 0.96)])
SRR27438212.9619783	1	4	ambiguous-anchor	(('4', 136, 8, 1.0), [('10', 111, 8, 0.96), ('26', 124, 8, 0.96), ('25', 126, 8, 0.97)])
SRR27438212.3610843	53	4	valid-anchor	(('4', 5, 3, 1.0), [])
SRR27438212.5582713	4	5	valid-anchor	(('5', 5, 7, 0.46), [])
SRR27438212.9065209	11	5	valid-anchor	(('5', 7, 7, 0.5), [])
SRR27438212.7917023	35	5	valid-anchor	(('5', 12, 5, 1.0), [])
SRR27438212.636018	1	6	ambiguous-anchor	(('6', 208, 3, 0.99), [('22', 210, 3, 0.99)])
SRR27438212.5855176	2	6	ambiguous-anchor	(('6', 148, 7, 1.0), [('2', 142, 7, 1.0), ('4', 132, 7, 1.0), ('23', 123, 7, 0.97)])
SRR27438212.6627560	0	7	valid-anchor	(('7', 381, 12, 1.0), [])
SRR27178662.558671	60	9	valid-anchor	(('9', 58, 6, 1.0), [])
SRR27438212.726968	60	9	valid-anchor	(('9', 6, 8, 0.79), [])
SRR27438212.1236151	60	9	valid-anchor	(('9', 312, 10, 0.85), [])
SRR27438212.3237634	60	9	valid-anchor	(('9', 61, 8, 0.93), [])
SRR27438212.7648556	60	9	valid-anchor	(('9', 41, 7, 0.83), [])
SRR27438212.8049629	60	9	valid-anchor	(('9', 200, 8, 0.94), [])
SRR27178663.1260766	60	9	valid-anchor	(('9', 1294, 6, 0.92), [])
SRR27178662.703292	60	9	valid-anchor	(('9', 450, 6, 1.0), [])
SRR27438212.2258228	60	9	ambiguous-anchor	(('9', 0, 2, 0.26), [('15', 1, 2, 0.26), ('14', 1, 2, 0.26), ('13', 1, 2, 0.26)])
SRR27178663.556250	60	10	valid-anchor	(('10', 13, 5, 0.85), [])
SRR27438212.60864	60	10	ambiguous-anchor	(('10', 1245, 8, 0.76), [('9', 1008, 8, 0.76), ('17', 1240, 8, 0.71)])
SRR27438212.8095452	0	10	ambiguous-anchor	(('10', 21, 0, 0.18), [('1', 9, 0, 0.18), ('22', 20, 0, 0.18), ('21', 20, 0, 0.18)])
SRR27438212.7609718	60	10	valid-anchor	(('10', 0, 2, 0.16), [])
SRR27438212.5565443	60	11	valid-anchor	(('11', 83, 9, 0.91), [])
SRR27438212.297220	60	11	valid-anchor	(('11', 0, 1, 0.41), [])
SRR27438212.6971469	1	11	ambiguous-anchor	(('11', 47, 7, 0.99), [('0', 47, 7, 0.97)])
SRR27438212.5219633	1	11	valid-anchor	(('11', 43, 6, 0.95), [])
SRR27438212.10450287	3	13	ambiguous-anchor	(('13', 3, 4, 1.0), [('1', 5, 4, 1.0)])
SRR27438212.2432386	60	14	ambiguous-anchor	(('14', 297, 4, 0.57), [('21', 211, 4, 0.53)])
SRR27438212.191400	60	14	ambiguous-anchor	(('14', 5, 7, 0.64), [('15', 5, 7, 0.64)])
SRR27438212.2780452	1	14	ambiguous-anchor	(('14', 2, 5, 0.61), [('15', 2, 5, 0.61), ('13', 3, 5, 0.61)])
SRR27438212.9280334	17	14	ambiguous-anchor	(('14', 18, 1, 0.62), [('13', 17, 1, 0.62), ('22', 18, 1, 0.62), ('15', 18, 1, 0.62)])
SRR27438212.3296989	9	14	ambiguous-anchor	(('14', 8, 2, 1.0), [('15', 8, 2, 1.0), ('13', 10, 2, 1.0)])
SRR27178663.921073	4	14	ambiguous-anchor	(('14', 2, 2, 1.0), [('15', 2, 2, 1.0), ('13', 3, 2, 1.0)])
SRR27438212.7897311	60	17	ambiguous-anchor	(('17', 14, 5, 0.76), [('19', 12, 5, 0.76)])
SRR27178663.848890	60	17	ambiguous-anchor	(('17', 8, 3, 0.7), [('19', 2, 3, 0.7)])
SRR27438212.1595710	60	17	ambiguous-anchor	(('17', 1, 1, 0.31), [('19', 0, 1, 0.31)])
SRR27438212.2714427	25	17	ambiguous-anchor	(('17', 4, 1, 0.96), [('19', 1, 1, 0.96)])
SRR27438212.5787656	1	18	ambiguous-anchor	(('18', 54, 6, 0.92), [('16', 53, 6, 0.92), ('12', 55, 6, 0.92), ('2', 55, 6, 0.92)])
SRR27438212.2793331	10	19	ambiguous-anchor	(('19', 12, 1, 0.94), [('17', 13, 1, 0.94)])
SRR27438212.4213110	60	19	ambiguous-anchor	(('19', 1, 1, 0.42), [('17', 2, 1, 0.42)])
SRR27438212.2621222	1	18	ambiguous-anchor	(('18', 45, 3, 1.0), [('16', 47, 3, 1.0)])
SRR27438212.2824742	1	18	ambiguous-anchor	(('18', 56, 2, 1.0), [('17', 41, 2, 1.0), ('16', 57, 2, 1.0), ('12', 57, 2, 1.0)])
SRR27178663.742461	15	19	valid-anchor	(('19', 3, 2, 0.55), [])
SRR27438212.3702045	6	19	valid-anchor	(('19', 40, 3, 0.78), [])
SRR27178662.426740	1	20	ambiguous-anchor	(('20', 525, 3, 0.28), [('22', 515, 3, 0.31), ('21', 422, 3, 0.28), ('15', 202, 3, 0.25)])
SRR27178663.1137883	7	20	valid-anchor	(('20', 11, 7, 0.57), [])
SRR27438212.976762	24	20	ambiguous-anchor	(('20', 0, 5, 0.2), [('22', 1, 5, 0.2), ('21', 1, 5, 0.2)])
SRR27438212.4190766	18	20	ambiguous-anchor	(('20', 3, 5, 1.0), [('21', 5, 5, 1.0)])
SRR27438212.668017	60	20	ambiguous-anchor	(('20', 22, 5, 0.15), [('21', 23, 5, 0.15), ('22', 23, 5, 0.15)])
SRR27438212.4628742	0	21	ambiguous-anchor	(('21', 70, 8, 0.84), [('20', 70, 8, 0.82), ('1', 72, 8, 0.82), ('2', 69, 8, 0.82)])
SRR27438212.440874	5	21	ambiguous-anchor	(('21', 2, 6, 1.0), [('22', 3, 6, 1.0)])
SRR27438212.3689886	0	21	ambiguous-anchor	(('21', 59, 8, 0.86), [('20', 60, 8, 0.86), ('14', 60, 8, 0.85)])
SRR27438212.273819	4	21	ambiguous-anchor	(('21', 1, 2, 1.0), [('22', 2, 2, 1.0), ('20', 3, 2, 1.0)])
SRR27438212.8858576	4	21	ambiguous-anchor	(('21', 3, 3, 1.0), [('20', 4, 3, 1.0), ('22', 4, 3, 1.0)])
SRR27438212.5601209	0	22	ambiguous-anchor	(('22', 68, 7, 0.73), [('28', 65, 7, 0.75), ('6', 68, 7, 0.73), ('9', 70, 7, 0.72)])
SRR27438212.8708900	3	22	valid-anchor	(('22', 6, 1, 1.0), [])
SRR27178663.1728972	60	23	valid-anchor	(('23', 134, 11, 0.84), [])
SRR27438213.267986	60	23	valid-anchor	(('23', 315, 2, 0.29), [])
SRR27438212.1747509	60	23	valid-anchor	(('23', 25, 5, 1.0), [])
SRR27438212.3321062	60	23	valid-anchor	(('23', 206, 8, 0.87), [])
SRR27438212.4336985	60	23	valid-anchor	(('23', 106, 6, 1.0), [])
SRR27438212.6505599	60	23	valid-anchor	(('23', 1, 10, 0.89), [])
SRR27438212.6883986	60	23	valid-anchor	(('23', 146, 9, 1.0), [])
SRR27438212.9043201	26	23	ambiguous-anchor	(('23', 822, 6, 0.64), [('28', 754, 6, 0.63), ('29', 764, 6, 0.64), ('4', 800, 6, 0.63)])
SRR27438212.983160	1	27	ambiguous-anchor	(('27', 42, 1, 0.67), [('10', 38, 1, 0.67), ('23', 42, 1, 0.67), ('26', 42, 1, 0.67)])
SRR27438212.1041120	60	26	ambiguous-anchor	(('26', 0, 3, 0.23), [('25', 0, 3, 0.21)])
SRR27438212.6122948	60	26	ambiguous-anchor	(('26', 0, 4, 0.15), [('25', 0, 4, 0.14)])
SRR27438212.5166936	60	28	valid-anchor	(('28', 1, 7, 0.31), [])
SRR27438212.2015721	60	28	valid-anchor	(('28', 10, 9, 0.72), [])
SRR27438212.233251	60	28	valid-anchor	(('28', 4, 6, 0.16), [])
SRR27438212.1523181	60	28	valid-anchor	(('28', 46, 9, 0.78), [])
SRR27178663.1712853	60	28	valid-anchor	(('28', 1, 9, 0.47), [])
SRR27438212.8713708	60	28	valid-anchor	(('28', 12, 9, 0.95), [])
SRR27438212.9780116	60	28	valid-anchor	(('28', 9, 8, 1.0), [])
SRR27438212.9929291	60	28	valid-anchor	(('28', 29, 4, 1.0), [])
SRR27438212.1787143	60	29	valid-anchor	(('29', 9, 9, 0.83), [])
SRR27438212.9782780	27	32	valid-anchor	(('32', 1, 8, 0.64), [])
