case	entity_id	entity_type	chrom	start	end	strand	fresh_family	fresh_copy	annotation	disposition	membership_role	coordinate_space
GOLGA6_8	DB~GOLGA6_8~1	BLOCK	.	0	3141	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~2	BLOCK	.	0	3140	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~3	BLOCK	.	0	3147	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~4	BLOCK	.	0	3214	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~5	BLOCK	.	0	2203	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~6	BLOCK	.	0	3013	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~7	BLOCK	.	0	2987	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~8	BLOCK	.	0	3026	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~9	BLOCK	.	0	3180	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~10	BLOCK	.	0	2053	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~11	BLOCK	.	0	2963	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~12	BLOCK	.	0	5855	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~13	BLOCK	.	0	5854	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~14	BLOCK	.	0	5861	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~15	BLOCK	.	0	5861	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~16	BLOCK	.	0	2994	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~17	BLOCK	.	0	2781	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~18	BLOCK	.	0	3157	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~19	BLOCK	.	0	3115	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~20	BLOCK	.	0	3155	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~21	BLOCK	.	0	3155	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~22	BLOCK	.	0	2053	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~23	BLOCK	.	0	10505	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~24	BLOCK	.	0	10505	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~25	BLOCK	.	0	10505	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~26	BLOCK	.	0	10505	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~27	BLOCK	.	0	2361	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~28	BLOCK	.	0	10486	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~29	BLOCK	.	0	5289	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~30	BLOCK	.	0	7479	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~31	BLOCK	.	0	13367	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~32	BLOCK	.	0	13376	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~33	BLOCK	.	0	13376	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~34	BLOCK	.	0	2069	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~35	BLOCK	.	0	10590	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~36	BLOCK	.	0	4997	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~37	BLOCK	.	0	7835	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~38	BLOCK	.	0	3147	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~39	BLOCK	.	0	2054	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~40	BLOCK	.	0	13367	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~41	BLOCK	.	0	13367	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~42	BLOCK	.	0	2069	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~43	BLOCK	.	0	10583	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~44	BLOCK	.	0	4997	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~45	BLOCK	.	0	7835	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~46	BLOCK	.	0	3147	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~47	BLOCK	.	0	2052	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~48	BLOCK	.	0	2044	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~49	BLOCK	.	0	4195	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~50	BLOCK	.	0	13391	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~51	BLOCK	.	0	2080	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~52	BLOCK	.	0	10600	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~53	BLOCK	.	0	4997	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~54	BLOCK	.	0	7835	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~55	BLOCK	.	0	3155	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~56	BLOCK	.	0	2053	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~57	BLOCK	.	0	2069	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~58	BLOCK	.	0	10600	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~59	BLOCK	.	0	4997	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~60	BLOCK	.	0	7835	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~61	BLOCK	.	0	3212	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~62	BLOCK	.	0	2053	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~63	BLOCK	.	0	2335	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~64	BLOCK	.	0	2017	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
GOLGA6_8	DB~GOLGA6_8~65	BLOCK	.	0	2067	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
