family_id	n_loci	dominant_gene	member_dn	member_gene	chrom	start	end	psv_status	n_psv	n_aligned_cols
6	20	LOC115930164	DN_NC_073224.2_223478295_8	LOC115930164	NC_073224.2	223478295	223553675	no_alignment	0	0
6	20	LOC115930164	DN_NC_073224.2_223613827_8	LOC115930164	NC_073224.2	223613827	223625871	no_alignment	0	0
37	2	LOC115931588	DN_NC_073224.2_34022391_2	LOC115931588	NC_073224.2	34022391	34037429	aligned_no_psv	0	687
37	2	LOC115931588	DN_NC_073224.2_34033747_2	NA	NC_073224.2	34033747	34037429	aligned_no_psv	0	687
41	2	NEK7	DN_NC_073224.2_58444513_10	NEK7	NC_073224.2	58444513	58610267	aligned_no_psv	0	3018
41	2	NEK7	DN_NC_073224.2_58444554_2	NEK7	NC_073224.2	58444554	58452166	aligned_no_psv	0	3018
44	2	NMNAT2	DN_NC_073224.2_73341370_11	NMNAT2	NC_073224.2	73341370	73515409	aligned_no_psv	0	4770
44	2	NMNAT2	DN_NC_073224.2_73504451_2	NMNAT2	NC_073224.2	73504451	73511064	aligned_no_psv	0	4770
45	2	LOC101124778	DN_NC_073224.2_8222521_2	LOC101124778	NC_073224.2	8222521	8225997	aligned_no_psv	0	167
45	2	LOC101124778	DN_NC_073224.2_8222533_2	LOC101124778	NC_073224.2	8222533	8225040	aligned_no_psv	0	167
45	2	LOC101124778	DN_NC_073224.2_8222533_5	LOC101124778	NC_073224.2	8222533	8246313	aligned_no_psv	0	167
51	2	ANTXR2	DN_NC_073227.2_100164790_17	ANTXR2	NC_073227.2	100164790	100326641	aligned_no_psv	0	1903
51	2	ANTXR2	DN_NC_073227.2_100166351_2	ANTXR2	NC_073227.2	100166351	100222650	aligned_no_psv	0	1903
52	2	HELQ	DN_NC_073227.2_103697557_18	HELQ	NC_073227.2	103697557	103746260	aligned_no_psv	0	1995
52	2	HELQ	DN_NC_073227.2_103742235_2	HELQ	NC_073227.2	103742235	103746290	aligned_no_psv	0	1995
58	2	BBS12	DN_NC_073227.2_142818656_2	BBS12	NC_073227.2	142818656	142863116	aligned_no_psv	0	3302
58	2	BBS12	DN_NC_073227.2_142850836_2	BBS12	NC_073227.2	142850836	142863124	aligned_no_psv	0	3302
65	11	FRG1	DN_NC_073227.2_210893336_9	FRG1	NC_073227.2	210893336	210915719	no_alignment	0	0
65	11	FRG1	DN_NC_073235.2_33703802_2	LOC129532222	NC_073235.2	33703802	33710182	no_alignment	0	0
65	11	FRG1	DN_NC_073235.2_34402342_7	LOC129532224	NC_073235.2	34402342	34424573	no_alignment	0	0
65	11	FRG1	DN_NC_073236.2_21829724_2	LOC129527278	NC_073236.2	21829724	21835462	no_alignment	0	0
65	11	FRG1	DN_NC_073236.2_26203134_8	LOC129531431	NC_073236.2	26203134	26248578	no_alignment	0	0
65	11	FRG1	DN_NC_073238.2_24693721_8	LOC129526395	NC_073238.2	24693721	24716370	no_alignment	0	0
65	11	FRG1	DN_NC_073239.2_44147073_8	LOC129526550	NC_073239.2	44147073	44192602	no_alignment	0	0
65	11	FRG1	DN_NC_073239.2_44758266_8	LOC129526557	NC_073239.2	44758266	44800425	no_alignment	0	0
65	11	FRG1	DN_NC_073240.2_14911190_8	NA	NC_073240.2	14911190	14933437	no_alignment	0	0
65	11	FRG1	DN_NC_073245.2_42779121_5	LOC115933219	NC_073245.2	42779121	42804725	no_alignment	0	0
65	11	FRG1	DN_NC_073248.2_10847471_7	LOC129530429	NC_073248.2	10847471	10902702	no_alignment	0	0
67	3	LOC129532807	DN_NC_073227.2_211100517_2	LOC129532807	NC_073227.2	211100517	211103608	aligned_no_psv	0	134
67	3	LOC129532807	DN_NC_073236.2_140396809_2	LOC129531752	NC_073236.2	140396809	140400008	aligned_no_psv	0	134
67	3	LOC129532807	DN_NC_073239.2_124645701_2	LOC129526566	NC_073239.2	124645701	124648773	aligned_no_psv	0	134
71	2	LCORL	DN_NC_073227.2_26048754_6	LCORL	NC_073227.2	26048754	26229897	aligned_no_psv	0	7490
71	2	LCORL	DN_NC_073227.2_26049202_2	LCORL	NC_073227.2	26049202	26084794	aligned_no_psv	0	7490
72	2	LOC101132889	DN_NC_073227.2_30824454_6	LOC101132889	NC_073227.2	30824454	31012055	aligned_no_psv	0	2209
72	2	LOC101132889	DN_NC_073227.2_30966566_2	LOC101132889	NC_073227.2	30966566	31011937	aligned_no_psv	0	2209
84	2	EPB41L4A	DN_NC_073228.2_115981752_3	EPB41L4A	NC_073228.2	115981752	115985708	aligned_no_psv	0	2499
84	2	EPB41L4A	DN_NC_073228.2_115983493_23	EPB41L4A	NC_073228.2	115983493	116239106	aligned_no_psv	0	2499
85	2	TNFAIP8	DN_NC_073228.2_123138556_2	TNFAIP8	NC_073228.2	123138556	123267166	aligned_no_psv	0	1629
85	2	TNFAIP8	DN_NC_073228.2_123227430_2	TNFAIP8	NC_073228.2	123227430	123267158	aligned_no_psv	0	1629
85	2	TNFAIP8	DN_NC_073228.2_123228116_2	TNFAIP8	NC_073228.2	123228116	123267159	aligned_no_psv	0	1629
90	2	LOC134758598	DN_NC_073228.2_145157314_2	LOC134758598	NC_073228.2	145157314	145161585	aligned_no_psv	0	69
90	2	LOC134758598	DN_NC_073228.2_145157318_2	LOC134758598	NC_073228.2	145157318	145174398	aligned_no_psv	0	69
90	2	LOC134758598	DN_NC_073228.2_145157358_2	LOC134758598	NC_073228.2	145157358	145161585	aligned_no_psv	0	69
91	2	LOC101128585	DN_NC_073228.2_145306375_4	LOC101128585	NC_073228.2	145306375	145343542	aligned_no_psv	0	2027
91	2	LOC101128585	DN_NC_073228.2_145338559_2	LOC101128585	NC_073228.2	145338559	145343541	aligned_no_psv	0	2027
91	2	LOC101128585	DN_NC_073228.2_145339446_2	LOC101128585	NC_073228.2	145339446	145343541	aligned_no_psv	0	2027
103	2	CDC42EP4	DN_NC_073228.2_18661468_2	CDC42EP4	NC_073228.2	18661468	18688990	aligned_no_psv	0	2975
103	2	CDC42EP4	DN_NC_073228.2_18662817_2	CDC42EP4	NC_073228.2	18662817	18688988	aligned_no_psv	0	2975
103	2	CDC42EP4	DN_NC_073228.2_18665630_2	CDC42EP4	NC_073228.2	18665630	18688987	aligned_no_psv	0	2975
103	2	CDC42EP4	DN_NC_073228.2_18685553_2	CDC42EP4	NC_073228.2	18685553	18688987	aligned_no_psv	0	2975
114	2	MMD	DN_NC_073228.2_36629496_7	MMD	NC_073228.2	36629496	36658997	aligned_no_psv	0	314
114	2	MMD	DN_NC_073228.2_36629512_2	MMD	NC_073228.2	36629512	36631888	aligned_no_psv	0	314
122	2	MYO18A	DN_NC_073228.2_63911224_41	MYO18A	NC_073228.2	63911224	64018174	aligned_no_psv	0	1363
122	2	MYO18A	DN_NC_073228.2_64010645_2	MYO18A	NC_073228.2	64010645	64018172	aligned_no_psv	0	1363
134	2	FLCN	DN_NC_073228.2_82051194_15	FLCN	NC_073228.2	82051194	82076346	aligned_no_psv	0	286
134	2	FLCN	DN_NC_073228.2_82073377_2	FLCN	NC_073228.2	82073377	82076344	aligned_no_psv	0	286
137	2	ARB2A	DN_NC_073228.2_97735756_11	ARB2A	NC_073228.2	97735756	98229193	aligned_no_psv	0	3075
137	2	ARB2A	DN_NC_073228.2_97735756_2	ARB2A	NC_073228.2	97735756	97739266	aligned_no_psv	0	3075
138	2	AKIRIN2	DN_NC_073229.2_111826313_5	AKIRIN2	NC_073229.2	111826313	111853241	aligned_no_psv	0	959
138	2	AKIRIN2	DN_NC_073229.2_111849240_2	AKIRIN2	NC_073229.2	111849240	111853075	aligned_no_psv	0	959
139	2	LOC101148313	DN_NC_073229.2_136502891_3	LOC101148313	NC_073229.2	136502891	136507428	aligned_no_psv	0	1960
139	2	LOC101148313	DN_NC_073229.2_136550623_3	LOC115935025	NC_073229.2	136550623	136557225	aligned_no_psv	0	1960
150	2	LOC101136127	DN_NC_073229.2_37505661_2	LOC101136127	NC_073229.2	37505661	37511168	aligned_no_psv	0	3688
150	2	LOC101136127	DN_NC_073229.2_37506801_2	LOC101136127	NC_073229.2	37506801	37509348	aligned_no_psv	0	3688
153	2	LOC129534200	DN_NC_073229.2_44402483_3	LOC129534200	NC_073229.2	44402483	44412486	aligned_no_psv	0	3837
153	2	LOC129534200	DN_NC_073229.2_44451307_4	NA	NC_073229.2	44451307	44461404	aligned_no_psv	0	3837
156	2	LOC101150953	DN_NC_073229.2_46514381_2	LOC101150953	NC_073229.2	46514381	46521565	aligned_no_psv	0	2588
156	2	LOC101150953	DN_NC_073229.2_46518353_2	TRNAA-AGC	NC_073229.2	46518353	46521565	aligned_no_psv	0	2588
161	2	TCP11	DN_NC_073229.2_52857877_2	NA	NC_073229.2	52857877	52880872	aligned_no_psv	0	2379
161	2	TCP11	DN_NC_073229.2_52857903_3	NA	NC_073229.2	52857903	52879988	aligned_no_psv	0	2379
161	2	TCP11	DN_NC_073229.2_52876398_7	TCP11	NC_073229.2	52876398	52901250	aligned_no_psv	0	2379
162	2	SAYSD1	DN_NC_073229.2_56880800_2	SAYSD1	NC_073229.2	56880800	56891933	aligned_no_psv	0	4380
162	2	SAYSD1	DN_NC_073229.2_56880803_3	SAYSD1	NC_073229.2	56880803	56891925	aligned_no_psv	0	4380
162	2	SAYSD1	DN_NC_073229.2_56887365_2	SAYSD1	NC_073229.2	56887365	56891919	aligned_no_psv	0	4380
169	2	LOC115935379	DN_NC_073230.2_101646218_2	LOC115935379	NC_073230.2	101646218	101648640	aligned_no_psv	0	1352
169	2	LOC115935379	DN_NC_073230.2_101646316_2	LOC115935379	NC_073230.2	101646316	101647445	aligned_no_psv	0	1352
170	2	FGL2	DN_NC_073230.2_111536331_2	FGL2	NC_073230.2	111536331	111588652	aligned_no_psv	0	5407
170	2	FGL2	DN_NC_073230.2_111581927_2	FGL2	NC_073230.2	111581927	111588652	aligned_no_psv	0	5407
170	2	FGL2	DN_NC_073230.2_111582002_2	FGL2	NC_073230.2	111582002	111588456	aligned_no_psv	0	5407
175	2	GPR37	DN_NC_073230.2_133771638_2	GPR37	NC_073230.2	133771638	133794071	aligned_no_psv	0	2361
175	2	GPR37	DN_NC_073230.2_133785696_2	GPR37	NC_073230.2	133785696	133793585	aligned_no_psv	0	2361
178	2	NDUFB2	DN_NC_073230.2_149808488_4	NDUFB2	NC_073230.2	149808488	149818388	aligned_no_psv	0	1096
178	2	NDUFB2	DN_NC_073230.2_149808502_2	NDUFB2	NC_073230.2	149808502	149835624	aligned_no_psv	0	1096
180	2	PTPRN2	DN_NC_073230.2_166433836_11	PTPRN2	NC_073230.2	166433836	166576273	aligned_no_psv	0	1784
180	2	PTPRN2	DN_NC_073230.2_166433840_2	PTPRN2	NC_073230.2	166433840	166438978	aligned_no_psv	0	1784
182	2	AVL9	DN_NC_073230.2_39935031_2	AVL9	NC_073230.2	39935031	39946920	aligned_no_psv	0	414
182	2	AVL9	DN_NC_073230.2_39935045_16	AVL9	NC_073230.2	39935045	40026433	aligned_no_psv	0	414
186	2	LOC129523646	DN_NC_073230.2_72857214_2	LOC129523646	NC_073230.2	72857214	72867876	aligned_no_psv	0	982
186	2	LOC129523646	DN_NC_073230.2_72907176_2	LOC129523647	NC_073230.2	72907176	72917863	aligned_no_psv	0	982
188	2	LOC129523899	DN_NC_073230.2_74930869_10	LOC129523899	NC_073230.2	74930869	74944076	aligned_no_psv	0	1014
188	2	LOC129523899	DN_NC_073230.2_74941165_2	LOC129523664	NC_073230.2	74941165	74952253	aligned_no_psv	0	1014
189	2	LOC129523746	DN_NC_073230.2_7606300_4	LOC129523746	NC_073230.2	7606300	7612608	aligned_no_psv	0	3767
189	2	LOC129523746	DN_NC_073230.2_7609536_2	LOC129523746	NC_073230.2	7609536	7612599	aligned_no_psv	0	3767
192	2	DNAAF5	DN_NC_073230.2_8182895_13	DNAAF5	NC_073230.2	8182895	8242141	aligned_no_psv	0	957
192	2	DNAAF5	DN_NC_073230.2_8238129_2	DNAAF5	NC_073230.2	8238129	8242141	aligned_no_psv	0	957
196	2	C6H7orf50	DN_NC_073230.2_8501928_2	C6H7orf50	NC_073230.2	8501928	8516658	aligned_no_psv	0	3932
196	2	C6H7orf50	DN_NC_073230.2_8512370_2	C6H7orf50	NC_073230.2	8512370	8516658	aligned_no_psv	0	3932
196	2	C6H7orf50	DN_NC_073230.2_8512725_3	C6H7orf50	NC_073230.2	8512725	8516657	aligned_no_psv	0	3932
198	2	LOC101150976	DN_NC_073230.2_88833653_3	LOC101150976	NC_073230.2	88833653	88845169	aligned_no_psv	0	828
198	2	LOC101150976	DN_NC_073230.2_88842643_2	LOC101150976	NC_073230.2	88842643	88848635	aligned_no_psv	0	828
200	2	DPY19L4	DN_NC_073231.2_100565734_19	DPY19L4	NC_073231.2	100565734	100639870	aligned_no_psv	0	2098
200	2	DPY19L4	DN_NC_073231.2_100636160_2	DPY19L4	NC_073231.2	100636160	100639870	aligned_no_psv	0	2098
202	2	UBR5	DN_NC_073231.2_108074856_3	NA	NC_073231.2	108074856	108090897	aligned_no_psv	0	1173
202	2	UBR5	DN_NC_073231.2_108087768_21	UBR5	NC_073231.2	108087768	108121321	aligned_no_psv	0	1173
204	2	LOC129524309	DN_NC_073231.2_148569032_3	LOC129524309	NC_073231.2	148569032	148573929	aligned_no_psv	0	3067
204	2	LOC129524309	DN_NC_073231.2_148570102_4	LOC129524309	NC_073231.2	148570102	148595620	aligned_no_psv	0	3067
209	2	MSC	DN_NC_073231.2_48539152_2	MSC	NC_073231.2	48539152	48543985	aligned_no_psv	0	1186
209	2	MSC	DN_NC_073231.2_48540295_2	MSC	NC_073231.2	48540295	48542096	aligned_no_psv	0	1186
221	2	LRMDA	DN_NC_073232.2_39186248_2	LRMDA	NC_073232.2	39186248	39308538	aligned_no_psv	0	2980
221	2	LRMDA	DN_NC_073232.2_39186275_2	LRMDA	NC_073232.2	39186275	39192673	aligned_no_psv	0	2980
222	2	DNAJC9	DN_NC_073232.2_42489973_5	DNAJC9	NC_073232.2	42489973	42500603	aligned_no_psv	0	689
222	2	DNAJC9	DN_NC_073232.2_42497391_2	DNAJC9	NC_073232.2	42497391	42501609	aligned_no_psv	0	689
223	2	JMJD1C	DN_NC_073232.2_52554395_17	JMJD1C	NC_073232.2	52554395	52595753	aligned_no_psv	0	2207
223	2	JMJD1C	DN_NC_073232.2_52554621_2	JMJD1C	NC_073232.2	52554621	52560229	aligned_no_psv	0	2207
229	2	ZNF239	DN_NC_073232.2_71881610_2	ZNF239	NC_073232.2	71881610	71901750	aligned_no_psv	0	3112
229	2	ZNF239	DN_NC_073232.2_71881634_2	ZNF239	NC_073232.2	71881634	71899949	aligned_no_psv	0	3112
229	2	ZNF239	DN_NC_073232.2_71892021_2	ZNF239	NC_073232.2	71892021	71901125	aligned_no_psv	0	3112
231	2	EPC1	DN_NC_073232.2_86751922_14	EPC1	NC_073232.2	86751922	86831340	aligned_no_psv	0	559
231	2	EPC1	DN_NC_073232.2_86751945_2	EPC1	NC_073232.2	86751945	86754025	aligned_no_psv	0	559
237	2	NKAPD1	DN_NC_073233.2_119980246_6	NKAPD1	NC_073233.2	119980246	119991145	aligned_no_psv	0	2399
237	2	NKAPD1	DN_NC_073233.2_119988734_2	NKAPD1	NC_073233.2	119988734	119992811	aligned_no_psv	0	2399
237	2	NKAPD1	DN_NC_073233.2_119988736_3	NKAPD1	NC_073233.2	119988736	119992747	aligned_no_psv	0	2399
241	2	LOC129525361	DN_NC_073233.2_17245554_3	LOC129525361	NC_073233.2	17245554	17271449	aligned_no_psv	0	163
241	2	LOC129525361	DN_NC_073233.2_17245873_2	LOC129525361	NC_073233.2	17245873	17247966	aligned_no_psv	0	163
243	2	NUCB2	DN_NC_073233.2_23658380_14	NUCB2	NC_073233.2	23658380	23716400	aligned_no_psv	0	112
243	2	NUCB2	DN_NC_073233.2_23713060_3	NA	NC_073233.2	23713060	23731221	aligned_no_psv	0	112
249	2	LIPT2-AS1	DN_NC_073233.2_82381481_2	LIPT2-AS1	NC_073233.2	82381481	82386976	aligned_no_psv	0	2333
249	2	LIPT2-AS1	DN_NC_073233.2_82381548_3	LIPT2-AS1	NC_073233.2	82381548	82400872	aligned_no_psv	0	2333
249	2	LIPT2-AS1	DN_NC_073233.2_82381616_2	LIPT2-AS1	NC_073233.2	82381616	82386829	aligned_no_psv	0	2333
250	2	FZD4	DN_NC_073233.2_94816092_2	FZD4	NC_073233.2	94816092	94853218	aligned_no_psv	0	7437
250	2	FZD4	DN_NC_073233.2_94843386_2	FZD4	NC_073233.2	94843386	94853161	aligned_no_psv	0	7437
252	2	GAS2L3	DN_NC_073234.2_115989113_9	GAS2L3	NC_073234.2	115989113	116042199	aligned_no_psv	0	4733
252	2	GAS2L3	DN_NC_073234.2_116040058_2	GAS2L3	NC_073234.2	116040058	116044185	aligned_no_psv	0	4733
254	2	FBXO21	DN_NC_073234.2_132545283_12	FBXO21	NC_073234.2	132545283	132593923	aligned_no_psv	0	2495
254	2	FBXO21	DN_NC_073234.2_132546809_2	FBXO21	NC_073234.2	132546809	132558826	aligned_no_psv	0	2495
254	2	FBXO21	DN_NC_073234.2_132547091_2	FBXO21	NC_073234.2	132547091	132554553	aligned_no_psv	0	2495
257	2	SLC6A12	DN_NC_073234.2_15814002_2	SLC6A12	NC_073234.2	15814002	15817392	aligned_no_psv	0	1401
257	2	SLC6A12	DN_NC_073234.2_15814003_16	SLC6A12	NC_073234.2	15814003	15838964	aligned_no_psv	0	1401
258	2	ITFG2	DN_NC_073234.2_18450483_12	ITFG2	NC_073234.2	18450483	18461494	aligned_no_psv	0	1150
258	2	ITFG2	DN_NC_073234.2_18459578_6	ITFG2	NC_073234.2	18459578	18471704	aligned_no_psv	0	1150
261	2	LOC101131994	DN_NC_073234.2_30137050_2	LOC101131994	NC_073234.2	30137050	30171229	aligned_no_psv	0	1783
261	2	LOC101131994	DN_NC_073234.2_30167357_2	LOC101131994	NC_073234.2	30167357	30171229	aligned_no_psv	0	1783
261	2	LOC101131994	DN_NC_073234.2_30167360_2	LOC101131994	NC_073234.2	30167360	30171312	aligned_no_psv	0	1783
269	2	BICD1	DN_NC_073234.2_68834312_9	BICD1	NC_073234.2	68834312	69109607	aligned_no_psv	0	732
269	2	BICD1	DN_NC_073234.2_69095541_2	BICD1	NC_073234.2	69095541	69109599	aligned_no_psv	0	732
271	2	FAR2	DN_NC_073234.2_71944253_12	FAR2	NC_073234.2	71944253	72129544	aligned_no_psv	0	425
271	2	FAR2	DN_NC_073234.2_72106299_2	FAR2	NC_073234.2	72106299	72129612	aligned_no_psv	0	425
272	2	KLHL42	DN_NC_073234.2_73481686_3	KLHL42	NC_073234.2	73481686	73504545	aligned_no_psv	0	5295
272	2	KLHL42	DN_NC_073234.2_73484018_2	KLHL42	NC_073234.2	73484018	73487405	aligned_no_psv	0	5295
276	2	MDM2	DN_NC_073234.2_84110676_11	MDM2	NC_073234.2	84110676	84146783	aligned_no_psv	0	6155
276	2	MDM2	DN_NC_073234.2_84143178_2	MDM2	NC_073234.2	84143178	84148009	aligned_no_psv	0	6155
277	2	NAV3	DN_NC_073234.2_93292406_2	NAV3	NC_073234.2	93292406	93332825	aligned_no_psv	0	1420
277	2	NAV3	DN_NC_073234.2_93292594_20	NAV3	NC_073234.2	93292594	93498055	aligned_no_psv	0	1420
288	2	SP3	DN_NC_073235.2_76383763_5	SP3	NC_073235.2	76383763	76441536	aligned_no_psv	0	1360
288	2	SP3	DN_NC_073235.2_76429632_2	SP3	NC_073235.2	76429632	76433428	aligned_no_psv	0	1360
289	2	HNRNPA3	DN_NC_073235.2_79684637_11	HNRNPA3	NC_073235.2	79684637	79695910	aligned_no_psv	0	1928
289	2	HNRNPA3	DN_NC_073235.2_79692771_2	HNRNPA3	NC_073235.2	79692771	79695802	aligned_no_psv	0	1928
290	3	C11H2orf88	DN_NC_073235.2_92529727_2	C11H2orf88	NC_073235.2	92529727	92651760	aligned_no_psv	0	809
290	3	C11H2orf88	DN_NC_073235.2_92598860_2	C11H2orf88	NC_073235.2	92598860	92651760	aligned_no_psv	0	809
290	3	C11H2orf88	DN_NC_073235.2_92629178_2	C11H2orf88	NC_073235.2	92629178	92651760	aligned_no_psv	0	809
306	3	LOC109025754	DN_NC_073236.2_44341131_2	LOC109025754	NC_073236.2	44341131	44542515	aligned_no_psv	0	703
306	3	LOC109025754	DN_NC_073236.2_44341132_3	LOC109025754	NC_073236.2	44341132	44420375	aligned_no_psv	0	703
306	3	LOC109025754	DN_NC_073236.2_44341142_4	LOC109025754	NC_073236.2	44341142	44514194	aligned_no_psv	0	703
306	3	LOC109025754	DN_NC_073236.2_44341152_2	LOC109025754	NC_073236.2	44341152	44373023	aligned_no_psv	0	703
309	2	LOC134756433	DN_NC_073236.2_51549738_4	LOC134756433	NC_073236.2	51549738	51872264	aligned_no_psv	0	577
309	2	LOC134756433	DN_NC_073236.2_51862546_3	LOC134756433	NC_073236.2	51862546	51872269	aligned_no_psv	0	577
311	2	PUS10	DN_NC_073236.2_78772907_3	PUS10	NC_073236.2	78772907	78780507	aligned_no_psv	0	751
311	2	PUS10	DN_NC_073236.2_78772947_18	PUS10	NC_073236.2	78772947	78853166	aligned_no_psv	0	751
316	2	SVEP1	DN_NC_073237.2_106566135_6	SVEP1	NC_073237.2	106566135	106656325	aligned_no_psv	0	4331
316	2	SVEP1	DN_NC_073237.2_106610295_11	SVEP1	NC_073237.2	106610295	106654532	aligned_no_psv	0	4331
317	2	LOC101124026	DN_NC_073237.2_109453117_3	LOC101124026	NC_073237.2	109453117	109460140	aligned_no_psv	0	754
317	2	LOC101124026	DN_NC_073237.2_109461576_3	LOC101141789	NC_073237.2	109461576	109468401	aligned_no_psv	0	754
325	2	INSL6	DN_NC_073237.2_59443508_2	INSL6	NC_073237.2	59443508	59468002	aligned_no_psv	0	392
325	2	INSL6	DN_NC_073237.2_59443509_2	INSL6	NC_073237.2	59443509	59500058	aligned_no_psv	0	392
325	2	INSL6	DN_NC_073237.2_59443509_3	INSL6	NC_073237.2	59443509	59466513	aligned_no_psv	0	392
343	2	ZDHHC20	DN_NC_073238.2_35667659_13	ZDHHC20	NC_073238.2	35667659	35753455	aligned_no_psv	0	4077
343	2	ZDHHC20	DN_NC_073238.2_35667666_2	ZDHHC20	NC_073238.2	35667666	35670710	aligned_no_psv	0	4077
344	2	POLR1D	DN_NC_073238.2_41947368_3	POLR1D	NC_073238.2	41947368	41992987	aligned_no_psv	0	75
344	2	POLR1D	DN_NC_073238.2_41947441_2	POLR1D	NC_073238.2	41947441	41949023	aligned_no_psv	0	75
345	2	BRCA2	DN_NC_073238.2_46636595_11	BRCA2	NC_073238.2	46636595	46662415	aligned_no_psv	0	4929
345	2	BRCA2	DN_NC_073238.2_46658592_12	BRCA2	NC_073238.2	46658592	46700475	aligned_no_psv	0	4929
346	2	AKAP11	DN_NC_073238.2_56563024_7	AKAP11	NC_073238.2	56563024	56590000	aligned_no_psv	0	4501
346	2	AKAP11	DN_NC_073238.2_56586789_5	AKAP11	NC_073238.2	56586789	56610231	aligned_no_psv	0	4501
347	2	TSC22D1	DN_NC_073238.2_58705504_3	TSC22D1	NC_073238.2	58705504	58710598	aligned_no_psv	0	1365
347	2	TSC22D1	DN_NC_073238.2_58706831_2	TSC22D1	NC_073238.2	58706831	58708713	aligned_no_psv	0	1365
348	2	RCBTB2	DN_NC_073238.2_62894676_12	RCBTB2	NC_073238.2	62894676	62938986	aligned_no_psv	0	1292
348	2	RCBTB2	DN_NC_073238.2_62894676_2	RCBTB2	NC_073238.2	62894676	62898504	aligned_no_psv	0	1292
349	2	CAB39L	DN_NC_073238.2_63721987_9	CAB39L	NC_073238.2	63721987	63814906	aligned_no_psv	0	2339
349	2	CAB39L	DN_NC_073238.2_63721992_2	CAB39L	NC_073238.2	63721992	63734716	aligned_no_psv	0	2339
350	2	WDFY2	DN_NC_073238.2_66096138_12	WDFY2	NC_073238.2	66096138	66273974	aligned_no_psv	0	574
350	2	WDFY2	DN_NC_073238.2_66096243_2	WDFY2	NC_073238.2	66096243	66099819	aligned_no_psv	0	574
354	2	OBI1	DN_NC_073238.2_93299021_2	OBI1	NC_073238.2	93299021	93308620	aligned_no_psv	0	2836
354	2	OBI1	DN_NC_073238.2_93303886_2	OBI1	NC_073238.2	93303886	93347766	aligned_no_psv	0	2836
354	2	OBI1	DN_NC_073238.2_93303887_3	OBI1	NC_073238.2	93303887	93328354	aligned_no_psv	0	2836
356	2	TDP1	DN_NC_073239.2_106898080_16	TDP1	NC_073239.2	106898080	106987907	aligned_no_psv	0	566
356	2	TDP1	DN_NC_073239.2_106898156_2	TDP1	NC_073239.2	106898156	106908220	aligned_no_psv	0	566
358	2	IFI27L1	DN_NC_073239.2_111016616_5	IFI27L1	NC_073239.2	111016616	111034352	aligned_no_psv	0	120
358	2	IFI27L1	DN_NC_073239.2_111016768_2	IFI27L1	NC_073239.2	111016768	111021516	aligned_no_psv	0	120
366	2	LOC109023168	DN_NC_073239.2_32645673_2	LOC109023168	NC_073239.2	32645673	32696707	aligned_no_psv	0	2905
366	2	LOC109023168	DN_NC_073239.2_32681049_2	LOC109023168	NC_073239.2	32681049	32696710	aligned_no_psv	0	2905
371	2	TRIM9	DN_NC_073239.2_67951775_7	TRIM9	NC_073239.2	67951775	68051715	aligned_no_psv	0	2113
371	2	TRIM9	DN_NC_073239.2_68020796_2	TRIM9	NC_073239.2	68020796	68051165	aligned_no_psv	0	2113
