family	gene	copyA	geneA	chromA	copyB	geneB	chromB	read	switch_type	n_switches	full_switches	n_full_ab	clean_full	n_info_bubbles	impurity	tract_bubbles	tract_chrom	tract_start	tract_end	tract_bp	switch_brackets	microhomology	cluster_id	cluster_size	recurrent	recomb_fraction	structural_call	dna_support	classification	gate_status	should_abstain	gate_leak
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/123079303/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/12322382/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/125699555/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/126157701/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/126682145/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/127861170/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/128254412/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/129369494/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/129370047/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/129698216/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/129827654/ccs	crossover	1	2	7	0	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/129893743/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/130089317/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/13043820/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/131400714/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/131467279/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/133563595/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/13437779/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/134677876/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/135266969/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/136710053/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/137561286/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/138872674/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/139133089/ccs	crossover	1	2	6	0	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/140052797/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/140509516/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/140772502/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/14092622/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/142213487/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/14287843/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/143917841/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/145490410/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/146082261/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/146146199/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/146868631/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/147719803/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/148112290/ccs	crossover	1	3	8	0	6	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/149292143/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/149817745/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/151716895/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/15206470/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/152176192/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/15271550/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/152764579/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/153290334/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/156107192/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/156893998/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/15731091/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/158072929/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/159254571/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/160695414/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/161285578/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/161874934/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
0	?	copy0	GSTM2	NC_073224.2:129364055-129435645	copy6	LOC129525330	NC_073224.2:125591784-125598382	m64076_221110_210557/162858368/ccs	crossover	1	1	5	1	5	0	0	NC_073224.2	129434596	129434660	64	221-225	0	F0_C4	173	1	0.739	systematic_copy_split	unchecked	GeneConversion	assigned	1	1
