family_id	seed_tid	tid	chrom	start	end	n_exon	strand	n_reads	identity	coverage
GWFAM196	DN_NC_073242.2_18569044_5	SE_NC_073242.2_18345274_5	NC_073242.2	18345274	18375142	5	-	1	0.9560	0.9701
GWFAM215	DN_NC_073242.2_66613619_4	SE_NC_073242.2_67959417_4	NC_073242.2	67959417	67997653	4	+	2	0.9495	0.9747
GWFAM253	DN_NC_073247.2_164381225_3	SE_NC_073247.2_164442451_3	NC_073247.2	164442451	164446017	3	-	1	0.9605	0.9634
GWFAM223	DN_NC_073244.2_17994655_4	SE_NC_073244.2_17960526_4	NC_073244.2	17960526	18010584	4	+	1	0.9975	0.9263
GWFAM114	DN_NC_073232.2_91788496_6	SE_NC_073232.2_36391584_6	NC_073232.2	36391584	36399479	6	-	2	0.9401	0.9819
GWFAM88	DN_NC_073229.2_136502913_3	SE_NC_073229.2_136550637_2	NC_073229.2	136550637	136554622	2	+	2	0.9298	0.9927
GWFAM238	DN_NC_073247.2_11949208_10	SE_NC_073248.2_9270708_10	NC_073248.2	9270708	9321428	10	+	1	0.9907	0.9314
GWFAM105	DN_NC_073236.2_24785620_8	SE_NC_073236.2_22553726_8	NC_073236.2	22553726	22573572	8	-	1	0.9374	0.9836
GWFAM192	DN_NC_073239.2_123333526_2	SE_NC_073239.2_123333527_2	NC_073239.2	123333527	123466889	2	-	2	0.9474	0.9731
GWFAM75	DN_NC_073228.2_182670660_2	SE_NC_073228.2_181535672_4	NC_073228.2	181535672	181545338	4	+	1	0.9574	0.9626
GWFAM257	DN_NC_073248.2_19694607_11	SE_NC_073248.2_19625716_10	NC_073248.2	19625716	19639602	10	-	2	0.9285	0.9922
GWFAM209	DN_NC_073242.2_27157172_8	SE_NC_073242.2_26867512_7	NC_073242.2	26867512	26886426	7	+	1	0.9454	0.9745
GWFAM216	DN_NC_073242.2_104351249_12	SE_NC_073242.2_104913185_13	NC_073242.2	104913185	104926309	13	-	1	1.0000	0.9192
GWFAM237	DN_NC_073247.2_11741820_2	SE_NC_073248.2_9064807_2	NC_073248.2	9064807	9079535	2	-	1	0.9574	0.9590
GWFAM196	DN_NC_073242.2_18569044_5	SE_NC_073242.2_18434960_5	NC_073242.2	18434960	18467194	5	-	2	0.9472	0.9693
GWFAM114	DN_NC_073232.2_36391573_6	SE_NC_073232.2_91788560_6	NC_073232.2	91788560	91796427	6	+	1	0.9541	0.9612
GWFAM257	DN_NC_073248.2_19625716_11	SE_NC_073248.2_19694607_12	NC_073248.2	19694607	19708480	12	-	1	0.9237	0.9921
GWFAM29	DN_NC_073227.2_8155822_4	SE_NC_086017.1_9334389_3	NC_086017.1	9334389	9353586	3	-	1	0.9313	0.9838
GWFAM262	DN_NC_086018.1_22406144_7	SE_NC_086018.1_22371802_7	NC_086018.1	22371802	22391271	7	-	2	0.9221	0.9932
GWFAM254	DN_NC_073247.2_164397061_3	SE_NC_073247.2_164426195_4	NC_073247.2	164426195	164430206	4	-	2	0.9306	0.9833
GWFAM90	DN_NC_073232.2_146269345_5	SE_NC_073244.2_5551322_5	NC_073244.2	5551322	5618501	5	-	1	0.9229	0.9906
GWFAM77	DN_NC_073228.2_182587557_24	SE_NC_073228.2_182513643_25	NC_073228.2	182513643	182570119	25	-	1	0.9396	0.9725
GWFAM151	DN_NC_073238.2_23273370_7	SE_NC_073238.2_24374294_7	NC_073238.2	24374294	24402044	7	-	1	0.9308	0.9813
GWFAM45	DN_NC_073240.2_14911190_8	SE_NC_073238.2_24693764_8	NC_073238.2	24693764	24715940	8	+	1	0.9321	0.9799
GWFAM174	DN_NC_073237.2_109453316_3	SE_NC_073237.2_109461589_2	NC_073237.2	109461589	109468401	2	+	1	0.9246	0.9873
GWFAM205	DN_NC_073242.2_15387798_13	SE_NC_073242.2_35785094_12	NC_073242.2	35785094	35803904	12	-	2	0.9601	0.9505
GWFAM235	DN_NC_073248.2_8111002_4	SE_NC_073247.2_10802453_5	NC_073247.2	10802453	10807715	5	-	2	0.9201	0.9908
GWFAM170	DN_NC_073237.2_84364241_25	SE_NC_073237.2_83709396_25	NC_073237.2	83709396	83917728	25	+	1	0.9924	0.9186
GWFAM52	DN_NC_073228.2_46778779_7	SE_NC_073228.2_45974568_6	NC_073228.2	45974568	46012133	6	+	1	0.9124	0.9986
GWFAM152	DN_NC_073237.2_17678399_14	SE_NC_073238.2_22049881_14	NC_073238.2	22049881	22096529	14	+	1	0.9235	0.9848
GWFAM255	DN_NC_073247.2_166251078_8	SE_NC_073247.2_166175396_8	NC_073247.2	166175396	166182663	8	+	1	0.9926	0.9136
GWFAM257	DN_NC_073248.2_19625716_11	SE_NC_073248.2_19671639_12	NC_073248.2	19671639	19685439	12	-	1	0.9448	0.9588
GWFAM205	DN_NC_073242.2_28528745_13	SE_NC_073242.2_15387798_13	NC_073242.2	15387798	15406730	13	-	1	0.9658	0.9375
GWFAM216	DN_NC_073242.2_104351249_12	SE_NC_073242.2_99181141_13	NC_073242.2	99181141	99194535	13	+	1	0.9290	0.9731
GWFAM5	DN_NC_073230.2_75935342_9	SE_NC_073230.2_75855157_8	NC_073230.2	75855157	76010239	8	+	1	0.9945	0.9084
GWFAM240	DN_NC_073247.2_59782501_5	SE_NC_073247.2_59696708_5	NC_073247.2	59696708	59704039	5	+	1	0.9693	0.9309
GWFAM117	DN_NC_073232.2_64911732_5	SE_NC_073232.2_65009288_5	NC_073232.2	65009288	65028687	5	-	2	0.9260	0.9733
GWFAM46	DN_NC_073236.2_140396858_2	SE_NC_073234.2_149321917_2	NC_073234.2	149321917	149325020	2	-	1	0.9227	0.9768
GWFAM151	DN_NC_073236.2_25270780_7	SE_NC_073236.2_22701878_7	NC_073236.2	22701878	22771559	7	+	1	0.9120	0.9873
GWFAM4	DN_NC_073224.2_19027217_8	SE_NC_073224.2_15783752_8	NC_073224.2	15783752	15791928	8	+	1	0.9107	0.9886
GWFAM197	DN_NC_073240.2_31271054_17	SE_NC_073240.2_23448743_16	NC_073240.2	23448743	23492694	16	-	1	0.9138	0.9851
GWFAM230	DN_NC_073244.2_68333010_5	SE_NC_073244.2_68293347_5	NC_073244.2	68293347	68300401	5	-	1	0.9095	0.9895
GWFAM48	DN_NC_073227.2_211898133_4	SE_NC_073240.2_103158559_4	NC_073240.2	103158559	103187578	4	-	1	0.9163	0.9821
GWFAM63	DN_NC_073228.2_79926337_12	SE_NC_073228.2_83435532_12	NC_073228.2	83435532	83477430	12	-	1	0.9333	0.9640
GWFAM152	DN_NC_073238.2_22049850_15	SE_NC_073237.2_17678415_15	NC_073237.2	17678415	17729191	15	+	1	0.9081	0.9892
GWFAM126	DN_NC_073242.2_30376932_5	SE_NC_073242.2_30376963_5	NC_073242.2	30376963	30425475	5	-	2	0.9753	0.9202
GWFAM147	DN_NC_073242.2_3677891_18	SE_NC_073235.2_144816105_17	NC_073235.2	144816105	144823105	17	+	1	0.9309	0.9636
GWFAM59	DN_NC_073228.2_60914218_12	SE_NC_073228.2_62386775_13	NC_073228.2	62386775	62419678	13	-	1	0.9839	0.9108
GWFAM206	DN_NC_073242.2_16378095_15	SE_NC_073242.2_16378249_16	NC_073242.2	16378249	16544506	16	-	1	0.9466	0.9464
GWFAM237	DN_NC_073247.2_11741820_2	SE_NC_073248.2_9064813_2	NC_073248.2	9064813	9078979	2	-	1	0.9574	0.9355
GWFAM135	DN_NC_073242.2_28854512_28	SE_NC_073233.2_129495978_29	NC_073233.2	129495978	129566303	29	+	2	0.9517	0.9409
GWFAM153	DN_NC_073236.2_31364804_7	SE_NC_073236.2_31570395_7	NC_073236.2	31570395	31594245	7	+	1	0.9174	0.9759
GWFAM98	DN_NC_073230.2_64705378_4	SE_NC_073230.2_63938115_4	NC_073230.2	63938115	63959789	4	+	1	0.9655	0.9269
GWFAM32	DN_NC_073242.2_32495347_8	SE_NC_073242.2_32258512_9	NC_073242.2	32258512	32294781	9	-	2	0.9394	0.9524
GWFAM29	DN_NC_073230.2_168783028_4	SE_NC_073242.2_121237221_4	NC_073242.2	121237221	121252792	4	+	1	0.9455	0.9436
GWFAM178	DN_NC_073240.2_24402678_3	SE_NC_073240.2_21202011_3	NC_073240.2	21202011	21245530	3	+	1	0.9700	0.9184
GWFAM90	DN_NC_073232.2_146269345_5	SE_NC_073224.2_241112672_5	NC_073224.2	241112672	241180047	5	+	2	0.8972	0.9916
GWFAM49	DN_NC_073231.2_151170138_9	SE_NC_073227.2_212285016_9	NC_073227.2	212285016	212300819	9	-	2	0.8983	0.9898
GWFAM207	DN_NC_073242.2_30595894_2	SE_NC_073242.2_31459616_2	NC_073242.2	31459616	31462078	2	+	2	0.9187	0.9672
GWFAM60	DN_NC_073228.2_70719322_2	SE_NC_073228.2_66329319_2	NC_073228.2	66329319	66333761	2	-	2	0.8924	0.9954
GWFAM83	DN_NC_073229.2_49609912_41	SE_NC_073229.2_49583457_41	NC_073229.2	49583457	49597694	41	+	1	0.9800	0.9057
GWFAM251	DN_NC_073247.2_161458548_3	SE_NC_073247.2_161251228_5	NC_073247.2	161251228	161256405	5	-	1	1.0000	0.8870
GWFAM144	DN_NC_073235.2_32697780_5	SE_NC_073235.2_31723381_4	NC_073235.2	31723381	31728137	4	-	2	0.9724	0.9116
GWFAM29	DN_NC_073232.2_8586772_4	SE_NC_073240.2_103747510_4	NC_073240.2	103747510	103763369	4	+	1	0.9108	0.9731
GWFAM49	DN_NC_073231.2_151170138_9	SE_NC_073235.2_15131706_9	NC_073235.2	15131706	15147528	9	+	1	0.8938	0.9911
GWFAM90	DN_NC_073229.2_195378121_3	SE_NC_073241.2_110003039_3	NC_073241.2	110003039	110016067	3	+	1	0.9025	0.9814
GWFAM88	DN_NC_073229.2_136502913_3	SE_NC_073229.2_136524791_5	NC_073229.2	136524791	136554623	5	+	1	1.0000	0.8856
GWFAM230	DN_NC_073244.2_68333010_5	SE_NC_073244.2_68333131_5	NC_073244.2	68333131	68424913	5	-	1	1.0000	0.8839
GWFAM93	DN_NC_073230.2_81077747_4	SE_NC_073230.2_80957354_5	NC_073230.2	80957354	81087901	5	-	1	0.9844	0.8979
GWFAM144	DN_NC_073235.2_31723375_5	SE_NC_073235.2_32699880_4	NC_073235.2	32699880	32704500	4	+	2	0.9723	0.9089
GWFAM237	DN_NC_073247.2_11741820_2	SE_NC_073248.2_9064810_3	NC_073248.2	9064810	9079347	3	-	1	0.8872	0.9951
GWFAM77	DN_NC_073228.2_182513645_26	SE_NC_073228.2_179898678_25	NC_073228.2	179898678	179943178	25	+	2	0.9073	0.9729
GWFAM172	DN_NC_073237.2_84204483_4	SE_NC_073237.2_84005233_5	NC_073237.2	84005233	84078755	5	-	1	0.9130	0.9665
GWFAM180	DN_NC_073238.2_33291944_5	SE_NC_073238.2_32460929_4	NC_073238.2	32460929	32490302	4	+	1	0.8964	0.9842
GWFAM52	DN_NC_073228.2_45974521_9	SE_NC_073228.2_46778777_8	NC_073228.2	46778777	46818630	8	+	1	0.9942	0.8871
GWFAM253	DN_NC_073247.2_164442448_2	SE_NC_073247.2_164381250_4	NC_073247.2	164381250	164384845	4	+	2	0.9027	0.9763
GWFAM262	DN_NC_086018.1_22406144_7	SE_NC_086018.1_22520078_8	NC_086018.1	22520078	22539545	8	-	1	0.8838	0.9971
GWFAM216	DN_NC_073242.2_104912717_12	SE_NC_073242.2_104350782_12	NC_073242.2	104350782	104363973	12	-	1	0.9389	0.9385
GWFAM28	DN_NC_073224.2_223443877_3	SE_NC_073224.2_223156800_4	NC_073224.2	223156800	223263942	4	+	1	0.9015	0.9774
GWFAM151	DN_NC_073238.2_24374290_9	SE_NC_073238.2_23273371_7	NC_073238.2	23273371	23295646	7	-	1	0.9494	0.9239
GWFAM120	DN_NC_073232.2_99738149_7	SE_NC_073232.2_99608677_7	NC_073232.2	99608677	99617893	7	+	2	0.9887	0.8870
GWFAM90	DN_NC_073232.2_146269345_5	SE_NC_086017.1_211655876_5	NC_086017.1	211655876	211723209	5	+	1	0.8843	0.9916
GWFAM56	DN_NC_073228.2_54243403_14	SE_NC_073228.2_56464233_12	NC_073228.2	56464233	56473356	12	+	1	0.9893	0.8859
GWFAM93	DN_NC_073230.2_81077747_4	SE_NC_073230.2_76469242_5	NC_073230.2	76469242	76479370	5	+	1	0.8856	0.9895
GWFAM177	DN_NC_073240.2_24402646_2	SE_NC_073240.2_21107965_2	NC_073240.2	21107965	21234587	2	+	1	0.9793	0.8945
GWFAM195	DN_NC_073240.2_23219748_14	SE_NC_073240.2_21546865_15	NC_073240.2	21546865	21601802	15	-	2	0.9388	0.9323
GWFAM90	DN_NC_073232.2_146269345_5	SE_NC_086017.1_9234757_5	NC_086017.1	9234757	9353580	5	-	1	0.8983	0.9734
GWFAM213	DN_NC_073242.2_66060902_2	SE_NC_073242.2_66832275_3	NC_073242.2	66832275	66834397	3	-	2	1.0000	0.8736
GWFAM167	DN_NC_073237.2_30220068_5	SE_NC_073237.2_23553584_5	NC_073237.2	23553584	23573992	5	+	1	0.8787	0.9930
GWFAM29	DN_NC_073230.2_168783028_4	SE_NC_073227.2_211084536_4	NC_073227.2	211084536	211100421	4	-	2	0.9234	0.9436
GWFAM172	DN_NC_073237.2_84005209_4	SE_NC_073237.2_84204663_5	NC_073237.2	84204663	84278096	5	+	1	0.9128	0.9545
GWFAM105	DN_NC_073236.2_23070422_5	SE_NC_073238.2_25250991_4	NC_073238.2	25250991	25267149	4	-	1	0.8776	0.9923
GWFAM151	DN_NC_073240.2_14397327_6	SE_NC_073238.2_22875939_6	NC_073238.2	22875939	22937338	6	-	1	0.9734	0.8945
GWFAM48	DN_NC_073240.2_103158561_3	SE_NC_073227.2_211898137_4	NC_073227.2	211898137	211927312	4	-	1	0.8946	0.9730
GWFAM243	DN_NC_073247.2_62664065_4	SE_NC_073247.2_62680288_4	NC_073247.2	62680288	62685286	4	-	1	0.9051	0.9618
GWFAM262	DN_NC_086018.1_22406144_7	SE_NC_086018.1_22166714_8	NC_086018.1	22166714	22186684	8	+	2	0.8763	0.9917
GWFAM216	DN_NC_073242.2_104912717_12	SE_NC_073242.2_99604403_13	NC_073242.2	99604403	99618206	13	+	2	0.9225	0.9418
GWFAM159	DN_NC_073237.2_23917148_2	SE_NC_073237.2_29865830_2	NC_073237.2	29865830	29871706	2	-	2	0.8801	0.9870
GWFAM204	DN_NC_073242.2_30717385_31	SE_NC_073242.2_15726068_32	NC_073242.2	15726068	15788025	32	-	2	0.8965	0.9672
GWFAM91	DN_NC_073230.2_14245235_15	SE_NC_073230.2_13331535_14	NC_073230.2	13331535	13358695	14	+	1	0.9347	0.9263
GWFAM105	DN_NC_073238.2_25250977_5	SE_NC_073236.2_23070415_5	NC_073236.2	23070415	23086554	5	-	2	0.8690	0.9961
GWFAM162	DN_NC_073236.2_46553271_10	SE_NC_073236.2_46432735_11	NC_073236.2	46432735	46585594	11	+	1	0.9235	0.9363
GWFAM79	DN_NC_073234.2_15631095_11	SE_NC_073229.2_17702992_11	NC_073229.2	17702992	17720042	11	-	1	0.8849	0.9766
GWFAM177	DN_NC_073240.2_24402646_2	SE_NC_073240.2_21107960_3	NC_073240.2	21107960	21234587	3	+	2	0.9793	0.8820
GWFAM237	DN_NC_073248.2_9064541_2	SE_NC_073247.2_11741840_2	NC_073247.2	11741840	11756607	2	-	1	0.9573	0.9021
GWFAM243	DN_NC_073247.2_62680288_4	SE_NC_073247.2_62664075_4	NC_073247.2	62664075	62669070	4	+	1	0.9434	0.9153
GWFAM233	DN_NC_086018.1_1957958_2	SE_NC_073246.2_2410732_2	NC_073246.2	2410732	2415699	2	-	2	0.9368	0.9213
GWFAM167	DN_NC_073237.2_23553601_5	SE_NC_073237.2_30220076_5	NC_073237.2	30220076	30240412	5	-	1	0.8693	0.9923
GWFAM30	DN_NC_073248.2_45277558_8	SE_NC_073227.2_12090724_8	NC_073227.2	12090724	12110551	8	-	1	0.8738	0.9859
GWFAM209	DN_NC_073242.2_27157172_8	SE_NC_073242.2_27042290_8	NC_073242.2	27042290	27176058	8	+	1	0.9774	0.8802
GWFAM214	DN_NC_073242.2_66481486_2	SE_NC_073242.2_68109145_2	NC_073242.2	68109145	68152718	2	-	1	0.9799	0.8780
GWFAM214	DN_NC_073242.2_66481486_2	SE_NC_073242.2_68109147_2	NC_073242.2	68109147	68141478	2	-	1	0.9799	0.8780
GWFAM213	DN_NC_073242.2_66832276_2	SE_NC_073242.2_66060507_3	NC_073242.2	66060507	66062625	3	+	2	1.0000	0.8599
GWFAM58	DN_NC_073238.2_32618985_2	SE_NC_073238.2_32614423_3	NC_073238.2	32614423	32621302	3	-	1	1.0000	0.8595
GWFAM150	DN_NC_073235.2_144882295_2	SE_NC_073242.2_3614473_2	NC_073242.2	3614473	3617719	2	+	1	0.8842	0.9706
GWFAM30	DN_NC_073248.2_45277558_8	SE_NC_073236.2_30205538_8	NC_073236.2	30205538	30225542	8	+	1	0.8687	0.9859
GWFAM75	DN_NC_073228.2_182670660_2	SE_NC_073228.2_181540086_3	NC_073228.2	181540086	181545340	3	+	2	0.8976	0.9539
GWFAM28	DN_NC_073224.2_223291577_8	SE_NC_073224.2_223156794_8	NC_073224.2	223156794	223342021	8	+	2	0.8762	0.9771
GWFAM238	DN_NC_073248.2_9270657_10	SE_NC_073247.2_11949223_9	NC_073247.2	11949223	11999954	9	+	2	0.9022	0.9482
GWFAM29	DN_NC_086017.1_9337960_4	SE_NC_073232.2_8586772_4	NC_073232.2	8586772	8602397	4	-	1	0.9503	0.8984
GWFAM194	DN_NC_073240.2_23337808_11	SE_NC_073240.2_29369421_12	NC_073240.2	29369421	29388725	12	-	1	0.9462	0.8991
GWFAM4	DN_NC_073224.2_15783716_8	SE_NC_073224.2_19027219_8	NC_073224.2	19027219	19035384	8	-	1	0.8928	0.9527
GWFAM121	DN_NC_073232.2_92224154_5	SE_NC_073232.2_99723589_4	NC_073232.2	99723589	99737874	4	+	2	0.8665	0.9800
GWFAM4	DN_NC_073224.2_19235748_8	SE_NC_073224.2_15783766_8	NC_073224.2	15783766	15902124	8	+	1	0.8724	0.9725
GWFAM177	DN_NC_073238.2_32266748_7	SE_NC_073240.2_24226772_6	NC_073240.2	24226772	24300310	6	+	1	0.8941	0.9474
GWFAM45	DN_NC_073236.2_26203134_8	SE_NC_073238.2_22521827_8	NC_073238.2	22521827	22567589	8	-	1	0.8616	0.9827
GWFAM198	DN_NC_073240.2_33035919_18	SE_NC_073240.2_33337179_17	NC_073240.2	33337179	33347828	17	+	1	0.8527	0.9927
GWFAM180	DN_NC_073238.2_32460881_5	SE_NC_073238.2_33291944_6	NC_073238.2	33291944	33321248	6	-	2	0.8763	0.9650
GWFAM213	DN_NC_073242.2_66060902_2	SE_NC_073242.2_66832285_2	NC_073242.2	66832285	66834007	2	-	1	0.8512	0.9923
GWFAM49	DN_NC_073231.2_151170138_9	SE_NC_086018.1_48817510_9	NC_086018.1	48817510	48831949	9	-	1	0.8532	0.9888
GWFAM233	DN_NC_073246.2_2410732_2	SE_NC_086018.1_1957961_2	NC_086018.1	1957961	1963973	2	-	1	0.9342	0.9014
GWFAM233	DN_NC_073246.2_2410732_2	SE_NC_086018.1_1957965_2	NC_086018.1	1957965	1962694	2	-	1	0.9342	0.9014
GWFAM77	DN_NC_073228.2_182513645_26	SE_NC_073228.2_182587557_24	NC_073228.2	182587557	182620610	24	+	1	0.9186	0.9157
GWFAM48	DN_NC_073227.2_211898133_4	SE_NC_073240.2_103158561_2	NC_073240.2	103158561	103187598	2	-	2	0.8478	0.9916
GWFAM105	DN_NC_073236.2_23070422_5	SE_NC_073240.2_17176065_6	NC_073240.2	17176065	17192309	6	-	1	0.8529	0.9841
GWFAM90	DN_NC_073236.2_140400063_5	SE_NC_073229.2_195378097_5	NC_073229.2	195378097	195445527	5	+	2	0.8541	0.9826
GWFAM126	DN_NC_073242.2_35270506_17	SE_NC_073242.2_35595268_16	NC_073242.2	35595268	35686491	16	-	1	0.9804	0.8558
