chrom	v2_pos	offset
chr11	4394951	1
chr11	4403746	1
chr11	24628030	1
chr11	28248911	1
chr11	34991075	1
chr11	49735787	1
chr11	61154838	1
chr11	61173747	1
chr11	61230170	1
chr11	70285651	1
chr11	76279674	1
chr11	89686124	1
chr11	89696665	1
chr11	89705621	1
chr11	89717330	1
chr11	89739758	1
chr11	89761708	1
chr11	89774658	1
chr11	89783507	1
chr11	89788986	1
chr11	89803638	1
chr11	89807077	1
chr11	89815502	1
chr11	89831057	1
chr11	89844010	1
chr11	89864145	1
chr11	89875259	1
chr11	89888640	1
chr11	89898691	1
chr11	89901607	1
chr11	89913697	1
chr11	89937697	1
chr11	89951192	1
chr11	89971914	1
chr11	89977682	1
chr11	89991213	1
chr11	90006026	1
chr11	130262482	1
chr12	5136	-8
chr12	7522	-8
chr12	58887	-8
chr12	9259742	-8
chr12	9380975	-8
chr12	9398397	-8
chr12	9401423	-8
chr12	30948353	-8
chr12	30979598	-8
chr12	42184970	-8
chr12	93358856	-8
chr12	103927520	-8
chr13	5273100	70
chr13	5293063	70
chr13	5532127	70
chr13	5568689	70
chr13	5568691	70
chr13	5780000	70
chr13	9378706	672767
chr13	9378954	672767
chr13	9457707	672767
chr13	10014351	672767
chr13	10128843	672767
chr13	10840046	672767
chr13	11562594	672767
chr13	11706384	672767
chr13	12084605	672767
chr13	12736410	672767
chr13	12872870	672767
chr13	13420997	672767
chr13	13447905	672767
chr13	13457652	672767
chr13	13560342	672767
chr13	13600654	672767
chr13	13639756	672767
chr13	13734171	672767
chr13	13852453	672767
chr13	17624761	672767
chr13	17683798	672767
chr13	29679117	672767
chr14	251446	478
chr14	1573568	478
chr14	1593511	478
chr14	1863279	478
chr14	1863909	478
chr14	1900448	478
chr14	2100000	478
chr14	2847780	57685
chr14	2929069	57685
chr14	3494530	57685
chr14	5740060	57685
chr14	5759976	57685
chr14	5993101	57685
chr14	6020672	57685
chr14	6505147	57685
chr14	6664864	57685
chr14	7644913	57685
chr14	7767042	57685
chr14	8692097	57685
chr14	9476768	57685
chr14	9648161	57685
chr14	10005675	57685
chr14	13104432	57685
chr14	13134774	57685
chr14	13212856	57685
chr14	13225704	57685
chr14	13280570	57685
chr14	13385484	57685
chr14	13396285	57685
chr14	13443785	57685
chr14	13493445	57685
chr14	13533946	57685
chr14	13542048	57685
chr14	13558051	57685
chr14	13614823	57685
chr14	13637802	57685
chr14	13713834	57685
chr14	13803704	57685
chr14	13863895	57685
chr14	13900313	57685
chr14	13912737	57685
chr14	13918507	57685
chr14	28903230	57685
chr14	29726077	57685
chr14	54602773	57685
chr14	54605238	57685
chr15	207167	-4
chr15	232491	-4
chr15	1784936	-4
chr15	1804890	-4
chr15	2271877	-4
chr15	2272539	-4
chr15	2309070	-4
chr15	2510000	-4
chr15	4738189	585122
chr15	4738402	585122
chr15	4817190	585122
chr15	5374035	585122
chr15	5489309	585122
chr15	17916879	585122
chr15	18062138	585122
chr15	18136929	585122
chr15	18191273	585122
chr15	18291209	585122
chr15	18428069	585122
chr15	18442304	585122
chr15	18443673	585122
chr15	18457415	585122
chr15	18474212	585122
chr15	18505331	585122
chr15	18593065	585122
chr15	18725391	585122
chr15	18748386	585122
chr15	18817143	585122
chr15	18833242	585122
chr15	18877259	585122
chr15	18885844	585122
chr15	18895650	585122
chr15	19353209	585122
chr15	19367285	585122
chr15	19484053	585122
chr15	19647312	585122
chr15	19697944	585122
chr15	19706581	585122
chr15	19732532	585122
chr15	19802097	585122
chr15	19983982	585122
chr15	20032730	585122
chr15	20073303	585122
chr15	20099134	585122
chr15	20123305	585122
chr15	20130999	585122
chr15	20142525	585122
chr15	20152553	585122
chr15	20166920	585122
chr15	20257076	585122
chr15	20278133	585122
chr15	20336418	585122
chr15	20386325	585122
chr15	20399079	585122
chr15	20442484	585122
chr15	20444905	585122
chr15	20809458	585122
chr15	20810828	585122
chr15	20824395	585122
chr15	20841227	585122
chr15	20877327	585122
chr15	20898964	585122
chr15	20917040	585122
chr15	20928122	585122
chr15	20972616	585122
chr15	20998919	585122
chr15	21006516	585122
chr15	21017495	585122
chr15	21025272	585122
chr15	21046172	585122
chr15	21059446	585122
chr15	21062529	585122
chr15	21074246	585122
chr15	21091025	585122
chr15	25853560	585122
chr15	26074993	585122
chr15	26089244	585122
chr15	26091805	585122
chr15	26105505	585122
chr15	26121344	585122
chr15	26159089	585122
chr15	26199011	585122
chr15	26220903	585122
chr15	26231416	585122
chr15	26250065	585122
chr15	26271715	585122
chr15	26296347	585122
chr15	26322657	585122
chr15	26330349	585122
chr15	26341696	585122
chr15	26351729	585122
chr15	26366201	585122
chr15	26456122	585122
chr15	26478665	585122
chr15	26514303	585122
chr15	26565261	585122
chr15	26566682	585122
chr15	26618861	585122
chr15	27874772	585122
chr15	27890546	585122
chr15	27895442	585122
chr15	27926871	585122
chr15	27942605	585122
chr15	27945659	585122
chr15	28153933	585122
chr15	28188414	585122
chr15	28197011	585122
chr15	28213551	585122
chr15	28264053	585122
chr15	28300624	585122
chr15	28309304	585122
chr15	28345328	585122
chr15	28361067	585122
chr15	28365933	585122
chr15	28397320	585122
chr15	28417686	585122
chr15	29717599	585122
chr15	30180760	585122
chr15	30181455	585122
chr15	30189306	585122
chr15	30203117	585122
chr15	30233053	585122
chr15	30238451	585122
chr15	30285806	585122
chr15	30290478	585122
chr15	30389924	585122
chr15	30411627	585122
chr15	32184803	585122
chr15	32215349	585122
chr15	32330796	585122
chr15	32361558	585122
chr15	41340812	585122
chr15	41400412	585122
chr15	41406921	585122
chr15	41435860	585122
chr15	41456481	585122
chr15	41471013	585122
chr15	41500249	585122
chr15	41506804	585122
chr15	41534280	585122
chr15	41553766	585122
chr15	61972700	585122
chr15	70456134	585122
chr15	70472054	585122
chr15	71880139	585122
chr15	71887215	585122
chr15	71963020	585122
chr15	71966225	585122
chr15	73128658	585122
chr15	73152898	585122
chr15	73170013	585122
chr15	80162672	585122
chr15	80204112	585122
chr15	80219261	585122
chr15	80294145	585122
chr15	80309846	585122
chr15	80323599	585122
chr15	80337121	585122
chr15	80850580	585122
chr15	80852811	585122
chr15	82038455	585122
chr15	82052723	585122
chr15	82065284	585122
chr15	82065545	585122
chr15	82101781	585122
chr15	82117977	585122
chr15	82133636	585122
chr15	82140118	585122
chr15	82140594	585122
chr15	82144095	585122
chr15	82144484	585122
chr15	82169948	585122
chr15	82180587	585122
chr15	82226213	585122
chr15	82233823	585122
chr15	82243927	585122
chr15	82253453	585122
chr15	82257902	585122
chr15	82260325	585122
chr15	82279208	585122
chr15	82932395	585122
chr15	82943633	585122
chr15	82992667	585122
chr15	83007565	585122
chr15	90797573	585122
chr15	91994640	585122
chr15	99508904	585122
chr15	99642466	585122
chr15	99691338	585122
chr15	99695460	585122
chr15	99706887	585122
chr15	99730897	585122
chr15	99745853	585122
chr16	4786	5
chr16	6966	5
chr16	1242581	5
chr16	1259421	5
chr16	2108808	5
chr16	2560131	5
chr16	2625500	5
chr16	2638271	5
chr16	11962243	5
chr16	11963306	5
chr16	14746466	5
chr16	14764808	5
chr16	14819186	5
chr16	14832115	5
chr16	14909949	5
chr16	14921200	5
chr16	14954061	5
chr16	14975644	5
chr16	15061084	5
chr16	15105362	5
chr16	15126201	5
chr16	15363771	5
chr16	15368423	5
chr16	16153786	5
chr16	16238036	5
chr16	16315893	5
chr16	16359958	5
chr16	16383469	5
chr16	16391278	5
chr16	16407129	5
chr16	18324115	5
chr16	18325184	5
chr16	18341644	5
chr16	18371308	5
chr16	18372371	5
chr16	18424797	5
chr16	18502340	5
chr16	18717731	5
chr16	21282417	5
chr16	21311922	5
chr16	21336356	5
chr16	21467687	5
chr16	21640361	5
chr16	21679641	5
chr16	21680704	5
chr16	21724996	5
chr16	21780050	5
chr16	22298045	5
chr16	22336372	5
chr16	22383322	5
chr16	22396533	5
chr16	22455007	5
chr16	22666548	5
chr16	22696468	5
chr16	22768344	5
chr16	22815248	5
chr16	22823489	5
chr16	28621953	5
chr16	28623070	5
chr16	28654897	5
chr16	28659994	5
chr16	28737051	5
chr16	28924553	5
chr16	28940408	5
chr16	28992127	5
chr16	29032365	5
chr16	29054408	5
chr16	29319788	5
chr16	29334882	5
chr16	29356174	5
chr16	29594388	5
chr16	29632793	5
chr16	29662282	5
chr16	29663394	5
chr16	29707591	5
chr16	29730982	5
chr16	29735380	5
chr16	29736291	5
chr16	29741702	5
chr16	29746756	5
chr16	29747858	5
chr16	29764268	5
chr16	29765425	5
chr16	29809601	5
chr16	29895146	5
chr16	29900829	5
chr16	30467408	5
chr16	30477481	5
chr16	30483781	5
chr16	30488868	5
chr16	30489970	5
chr16	30498962	5
chr16	30502773	5
chr16	30509834	5
chr16	30551759	5
chr16	30579453	5
chr16	30580364	5
chr16	30590837	5
chr16	30591939	5
chr16	30604740	5
chr16	30611530	5
chr16	30650729	5
chr16	32363251	5
chr16	32439273	5
chr16	32449954	5
chr16	32490692	5
chr16	32587348	5
chr16	32640148	5
chr16	32772943	5
chr16	32804125	5
chr16	32891024	5
chr16	33014728	5
chr16	33033162	5
chr16	33087983	5
chr16	33141048	5
chr16	33155757	5
chr16	33278745	5
chr16	33338278	5
chr16	33399169	5
chr16	33411543	5
chr16	33508477	5
chr16	33555135	5
chr16	33607932	5
chr16	33739352	5
chr16	33754203	5
chr16	33863614	5
chr16	34023124	5
chr16	34121255	5
chr16	34132842	5
chr16	34143233	5
chr16	34155587	5
chr16	34253020	5
chr16	34301179	5
chr16	34353970	5
chr16	34409615	5
chr16	34416157	5
chr16	34581065	5
chr16	34626532	5
chr16	34699544	5
chr16	34875281	5
chr16	34884760	5
chr16	34966170	5
chr16	35134841	5
chr16	35149690	5
chr16	35259194	5
chr16	35295523	5
chr16	35417159	5
chr16	35420851	5
chr16	35424160	5
chr16	35447416	5
chr16	35479799	5
chr16	35520672	5
chr16	35522370	5
chr16	35538049	5
chr16	35548439	5
chr16	35560806	5
chr16	35585792	5
chr16	75753231	5
chr16	75784647	5
chr16	75785805	5
chr16	75924062	5
chr16	75984666	5
chr16	76030574	5
chr16	76613255	5
chr16	80150189	5
chr16	80195644	5
chr16	80210851	5
chr16	80226127	5
chr16	80310037	5
chr16	80340622	5
chr16	80424387	5
chr16	80439557	5
chr16	80454955	5
chr16	80494074	5
chr16	85891178	5
chr16	96262168	5
chr17	43009	291
chr17	13932319	291
chr17	13977299	291
chr17	14143438	291
chr17	15342071	291
chr17	15408495	291
chr17	15471700	291
chr17	15495075	291
chr17	15534181	291
chr17	15581699	291
chr17	15605816	291
chr17	15638558	291
chr17	15671051	291
chr17	15699272	291
chr17	15735814	291
chr17	16591736	291
chr17	16689198	291
chr17	16723520	291
chr17	16775755	291
chr17	16788984	291
chr17	16793721	291
chr17	18324590	291
chr17	18336969	291
chr17	18340296	291
chr17	18362559	291
chr17	18373691	291
chr17	18378881	291
chr17	18399788	291
chr17	18423566	291
chr17	18443924	291
chr17	18458091	291
chr17	18484629	291
chr17	18581076	291
chr17	18610329	291
chr17	18644446	291
chr17	18653146	291
chr17	18690179	291
chr17	18727259	291
chr17	18781861	291
chr17	18786239	291
chr17	18968548	291
chr17	19030414	291
chr17	19040889	291
chr17	19156574	291
chr17	19163606	291
chr17	19958057	291
chr17	20356960	291
chr17	20364443	291
chr17	20384987	291
chr17	20398045	291
chr17	20450178	291
chr17	20461226	291
chr17	20467981	291
chr17	20492254	291
chr17	20528373	291
chr17	20532407	291
chr17	20596116	291
chr17	21233571	291
chr17	21722567	291
chr17	31562335	291
chr17	31574335	291
chr17	32953748	291
chr17	33034041	291
chr17	37109491	291
chr17	37113572	291
chr17	37142757	291
chr17	37158805	291
chr17	37182365	291
chr17	37189621	291
chr17	37197488	291
chr17	37201377	291
chr17	37222113	291
chr17	37271822	291
chr17	37306281	291
chr17	37313552	291
chr17	37321420	291
chr17	37325492	291
chr17	37368266	291
chr17	37384286	291
chr17	37407864	291
chr17	37415117	291
chr17	37422983	291
chr17	37427056	291
chr17	38911394	291
chr17	38925119	291
chr17	38934185	291
chr17	38941454	291
chr17	38965111	291
chr17	38991014	291
chr17	39025504	291
chr17	39032790	291
chr17	39040650	291
chr17	39044722	291
chr17	39058773	291
chr17	39160001	291
chr17	39568357	291
chr17	44075710	291
chr17	44886844	291
chr17	45032971	291
chr17	46360455	291
chr17	46415389	291
chr17	46482027	291
chr17	46891534	291
chr17	47136793	291
chr17	47154743	291
chr17	47234837	291
chr17	47365592	291
chr17	47373159	291
chr17	47452258	291
chr17	48313223	291
chr17	48385625	291
chr17	60434316	291
chr17	60844741	291
chr17	60877166	291
chr17	60889800	291
chr17	60894589	291
chr17	60982747	291
chr17	60993064	291
chr17	61046124	291
chr17	63122940	291
chr17	63130561	291
chr17	63134635	291
chr17	63152642	291
chr17	63328587	291
chr17	65717143	291
chr17	65724069	291
chr17	77569375	291
chr17	83626498	291
chr17	83961770	291
chr18	36835	0
chr18	39191	0
chr18	90851	0
chr18	93207	0
chr18	144897	0
chr18	147253	0
chr18	198818	0
chr18	201174	0
chr18	262854	0
chr18	11781829	0
chr18	14670241	0
chr18	14732605	0
chr18	14774891	0
chr18	14842721	0
chr18	14857383	0
chr18	14890227	0
chr18	15048959	0
chr18	21131975	0
chr18	47153472	0
chr18	47159388	0
chr18	47165303	0
chr18	47171182	0
chr18	47177098	0
chr18	47188892	0
chr18	47200722	0
chr18	47206637	0
chr18	47212554	0
chr18	47218469	0
chr18	47222842	0
chr19	4459	-3
chr19	17328	-3
chr19	45066	-3
chr19	50179	-3
chr19	58108	-3
chr19	107441	-3
chr19	137630	-3
chr19	194200	-3
chr19	1848129	-3
chr19	7009266	-3
chr19	7020865	-3
chr19	7027860	-3
chr19	7039409	-3
chr19	13828845	-3
chr19	23067394	-3
chr19	50174778	-3
chr19	57296665	-3
chr19	57316986	-3
chr2	61894881	-5
chr2	73797282	-5
chr2	86507681	-5
chr2	86722275	-5
chr2	86817249	-5
chr2	86863742	-5
chr2	86909902	-5
chr2	87007774	-5
chr2	87037034	-5
chr2	87060884	-5
chr2	87123763	-5
chr2	87130428	-5
chr2	87712969	-5
chr2	87760070	-5
chr2	87767940	-5
chr2	87992305	-5
chr2	89212517	-5
chr2	89495932	-5
chr2	89516212	-5
chr2	89538523	-5
chr2	89593492	-5
chr2	89632078	-5
chr2	90095375	-5
chr2	90105023	-5
chr2	90184420	-5
chr2	90224772	-5
chr2	90228192	-5
chr2	90534399	-5
chr2	91679933	-5
chr2	91779258	-5
chr2	91806875	-5
chr2	91875828	-5
chr2	91926463	-5
chr2	91965685	-5
chr2	92007454	-5
chr2	94701724	-5
chr2	94953130	-5
chr2	94982144	-5
chr2	95947112	-5
chr2	95956792	-5
chr2	95966626	-5
chr2	95975345	-5
chr2	95983449	-5
chr2	95992961	-5
chr2	96081515	-5
chr2	96094763	-5
chr2	96098615	-5
chr2	96113691	-5
chr2	96131831	-5
chr2	96140468	-5
chr2	97619751	-5
chr2	97950886	-5
chr2	100004080	-5
chr2	106830499	-5
chr2	106842932	-5
chr2	106852052	-5
chr2	106932224	-5
chr2	106948807	-5
chr2	108288411	-5
chr2	108365507	-5
chr2	108994974	-5
chr2	110332933	-5
chr2	110360071	-5
chr2	110444806	-5
chr2	110508002	-5
chr2	110521694	-5
chr2	110548320	-5
chr2	110677715	-5
chr2	110743837	-5
chr2	110819876	-5
chr2	110869110	-5
chr2	110922569	-5
chr2	110936276	-5
chr2	112037441	-5
chr2	112795144	-5
chr2	113862218	-5
chr2	113923194	-5
chr2	113966524	-5
chr2	114013235	-5
chr2	114023721	-5
chr2	114051956	-5
chr2	128296886	-5
chr2	128672663	-5
chr2	130435814	-5
chr2	130441676	-5
chr2	130478036	-5
chr2	130501409	-5
chr2	130563520	-5
chr2	130850655	-5
chr2	130863730	-5
chr2	130893362	-5
chr2	130955058	-5
chr2	130972994	-5
chr2	131004742	-5
chr2	131026072	-5
chr2	131045389	-5
chr2	131114191	-5
chr2	131124288	-5
chr2	131635111	-5
chr2	131652045	-5
chr2	131713790	-5
chr2	131762858	-5
chr2	151937124	-5
chr2	179008782	-5
chr2	203393666	-5
chr2	232191464	-5
chr2	242598250	-5
chr20	56518	-7
chr20	68182	-7
chr20	66076470	-7
chr20	66187576	-7
chr21	269393	-1
chr21	2253440	-1
chr21	2273384	-1
chr21	2606958	-1
chr21	2869200	-1
chr21	2869835	-1
chr21	2906431	-1
chr21	2906433	-1
chr21	3110000	-1
chr21	5601422	737013
chr21	5677364	737013
chr21	5692611	737013
chr21	6991262	737013
chr21	7537475	737013
chr21	7557391	737013
chr21	7865841	737013
chr21	8624157	737013
chr21	8767985	737013
chr21	9158925	737013
chr21	9749794	737013
chr21	9886564	737013
chr21	10486437	737013
chr21	10513355	737013
chr21	10520595	737013
chr21	10610347	737013
chr21	11382454	737013
chr21	11439656	737013
chr21	11693616	737013
chr21	11728588	737013
chr21	11787713	737013
chr21	11888518	737013
chr21	11925357	737013
chr21	11954165	737013
chr22	3755024	-39
chr22	4345962	-39
chr22	4554630	-39
chr22	4555260	-39
chr22	4591801	-39
chr22	4591803	-39
chr22	4800000	-39
chr22	5722017	28768
chr22	5801018	28768
chr22	6596744	28768
chr22	10570168	28768
chr22	10590085	28768
chr22	11084105	28768
chr22	11498333	28768
chr22	12228151	28768
chr22	12406089	28768
chr22	12409499	28768
chr22	12703440	28768
chr22	16102173	28768
chr22	16115446	28768
chr22	16162379	28768
chr22	16189378	28768
chr22	16196566	28768
chr22	16209156	28768
chr22	16263952	28768
chr22	16368806	28768
chr22	16379168	28768
chr22	16427024	28768
chr22	16475835	28768
chr22	17248570	28768
chr22	18822079	28768
chr22	18892793	28768
chr22	18941057	28768
chr22	19006519	28768
chr22	19025864	28768
chr22	19147089	28768
chr22	19229870	28768
chr22	21109822	28768
chr22	21116396	28768
chr22	21454746	28768
chr22	21511793	28768
chr22	21613311	28768
chr22	21617762	28768
chr22	21697857	28768
chr22	21796919	28768
chr22	21877093	28768
chr22	21896879	28768
chr22	21962923	28768
chr22	22370555	28768
chr22	23052761	28768
chr22	23061873	28768
chr22	23067171	28768
chr22	24713438	28768
chr22	24721539	28768
chr22	24732426	28768
chr22	25106241	28768
chr22	31623638	28768
chr22	51251774	28768
chr22	51270445	28768
chr22	51280997	28768
chr3	11483552	491
chr3	28576680	491
chr3	44753334	491
chr3	48237872	491
chr3	95668992	491
chr3	95684249	491
chr3	108831385	491
chr3	131832459	491
chr3	181951941	491
chr3	198322026	491
chr3	198342016	491
chr3	198367741	491
chr3	198403552	491
chr3	198625730	491
chr3	200310852	491
chr3	200385782	491
chr3	200849376	491
chr3	200851134	491
chr3	200883048	491
chr3	200957574	491
chr3	200959894	491
chr3	200993994	491
chr3	201037879	491
chr3	201045623	491
chr3	201056402	491
chr3	201079784	491
chr3	201098298	491
chr4	52717	94
chr4	9127304	94
chr4	9132053	94
chr4	9136803	94
chr4	9141552	94
chr4	9146302	94
chr4	9151053	94
chr4	9155803	94
chr4	9160553	94
chr4	9165301	94
chr4	9170050	94
chr4	9174797	94
chr4	9179548	94
chr4	9184298	94
chr4	9189048	94
chr4	9193799	94
chr4	9198550	94
chr4	9203296	94
chr4	9208041	94
chr4	9212792	94
chr4	9217543	94
chr4	9222294	94
chr4	9227045	94
chr4	9231796	94
chr4	9236542	94
chr4	9241287	94
chr4	9246033	94
chr4	9250779	94
chr4	9255523	94
chr4	9260267	94
chr4	9265009	94
chr4	9269754	94
chr4	9274498	94
chr4	9279243	94
chr4	9283989	94
chr4	9288733	94
chr4	9293477	94
chr4	9298223	94
chr4	9302969	94
chr4	9307715	94
chr4	9312461	94
chr4	9317206	94
chr4	9321952	94
chr4	9326698	94
chr4	9331444	94
chr4	9340936	94
chr4	9345682	94
chr4	9350428	94
chr4	9355174	94
chr4	9359920	94
chr4	9364666	94
chr4	9369412	94
chr4	9374158	94
chr4	9378904	94
chr4	9383650	94
chr4	49355516	94
chr4	49371985	94
chr4	102186637	94
chr4	121772605	94
chr4	121896772	94
chr4	121943653	94
chr4	122710628	94
chr4	186982825	94
chr4	193392560	94
chr4	193426034	94
chr4	193436652	94
chr4	193439355	94
chr4	193442652	94
chr4	193445948	94
chr4	193449244	94
chr4	193452540	94
chr4	193455845	94
chr4	193459139	94
chr4	193462437	94
chr4	193465733	94
chr4	193469036	94
chr4	193472332	94
chr4	193478924	94
chr4	193482217	94
chr4	193485516	94
chr4	193488814	94
chr4	193492114	94
chr4	193495414	94
chr4	193498711	94
chr4	193502009	94
chr4	193505305	94
chr4	193508602	94
chr4	193511899	94
chr4	193515197	94
chr4	193518495	94
chr4	193521791	94
chr4	193525088	94
chr4	193528384	94
chr4	193531681	94
chr4	193534977	94
chr4	193538283	94
chr4	193541578	94
chr5	17457807	-5
chr5	17461241	-5
chr5	17464675	-5
chr5	17468109	-5
chr5	17471543	-5
chr5	17474977	-5
chr5	17478411	-5
chr5	17481845	-5
chr5	17485279	-5
chr5	17488713	-5
chr5	17492147	-5
chr5	17495581	-5
chr5	17499015	-5
chr5	17502449	-5
chr5	17505883	-5
chr5	17509317	-5
chr5	17512751	-5
chr5	17516185	-5
chr5	17519619	-5
chr5	17523053	-5
chr5	17529921	-5
chr5	17533355	-5
chr5	17536789	-5
chr5	17543657	-5
chr5	17547091	-5
chr5	17550525	-5
chr5	17553959	-5
chr5	17557393	-5
chr5	17560827	-5
chr5	17564261	-5
chr5	17567695	-5
chr5	17570707	-5
chr5	17574141	-5
chr5	17577575	-5
chr5	17581009	-5
chr5	17584443	-5
chr5	17587877	-5
chr5	17591310	-5
chr5	17594744	-5
chr5	17598178	-5
chr5	21350029	-5
chr5	21857990	-5
chr5	22250027	-5
chr5	34109092	-5
