chrom	v2_pos	offset	gene_id
chr1	148346521	169	CHM13_G0003035
chr1	148406732	169	CHM13_G0003037
chr1	148463579	169	CHM13_G0003040
chr1	148519506	169	CHM13_G0003041
chr1	148604219	169	CHM13_G0003043
chr1	148708009	169	CHM13_G0003044
chr1	148730483	169	CHM13_G0003045
chr1	148800986	169	CHM13_G0003050
chr1	148906816	169	CHM13_G0003053
chr1	148906834	169	CHM13_G0003054
chr1	148937359	169	CHM13_G0003056
chr1	154114013	169	CHM13_G0003350
chr1	160768052	169	CHM13_G0003663
chr1	160787167	169	CHM13_G0003664
chr1	160799197	169	CHM13_G0003665
chr1	160804384	169	CHM13_G0003666
chr1	160868841	169	CHM13_G0003670
chr1	160880538	169	CHM13_G0003671
chr1	160885752	169	LOFF_G0000174
chr1	160950630	169	LOFF_G0000178
chr1	160962336	169	LOFF_G0000179
chr1	160967540	169	CHM13_G0003672
chr1	161007501	169	CHM13_G0003673
chr1	162134937	169	CHM13_G0003704
chr1	200148030	169	CHM13_G0004319
chr1	205450360	169	CHM13_G0004511
chr1	205466059	169	CHM13_G0004512
chr1	205597537	169	CHM13_G0004513
chr1	218844269	169	CHM13_G0004736
chr1	221743931	169	CHM13_G0004792
chr1	221901756	169	CHM13_G0004799
chr1	223137394	169	CHM13_G0004819
chr1	223141182	169	CHM13_G0004820
chr1	223182494	169	CHM13_G0004822
chr1	223220411	169	CHM13_G0004825
chr1	224965829	169	CHM13_G0004856
chr1	227164455	169	CHM13_G0004923
chr1	227166793	169	LOFF_G0000196
chr1	227169116	169	CHM13_G0004924
chr1	242440524	169	CHM13_G0005254
chr1	242467319	169	CHM13_G0005257
chr1	242535126	169	CHM13_G0005259
chr10	37685	-9	CHM13_G0005441
chr10	39848	-9	CHM13_G0005442
chr10	24602376	-9	CHM13_G0005848
chr10	38138348	-9	CHM13_G0006095
chr10	38400376	-9	CHM13_G0006101
chr10	38427063	-9	CHM13_G0006102
chr10	38447205	-9	CHM13_G0006103
chr10	46559685	-9	CHM13_G0006223
chr10	46587420	-9	CHM13_G0006224
chr10	46608173	-9	CHM13_G0006226
chr10	46706662	-9	CHM13_G0006229
chr10	46735156	-9	CHM13_G0006230
chr10	46853372	-9	CHM13_G0006233
chr10	46990497	-9	CHM13_G0006238
chr10	47223260	-9	CHM13_G0006241
chr10	47255154	-9	CHM13_G0006242
chr10	47261668	-9	CHM13_G0006244
chr10	47347138	-9	CHM13_G0006248
chr10	47435398	-9	CHM13_G0006249
chr10	47464576	-9	CHM13_G0006250
chr10	47496905	-9	CHM13_G0006253
chr10	47641643	-9	CHM13_G0006258
chr10	47647056	-9	CHM13_G0006259
chr10	47674710	-9	CHM13_G0006261
chr10	47704600	-9	CHM13_G0006263
chr10	47759303	-9	CHM13_G0006264
chr10	47800156	-9	CHM13_G0006265
chr10	48351462	-9	CHM13_G0006270
chr10	48378519	-9	CHM13_G0006272
chr10	48393154	-9	CHM13_G0006274
chr10	48429680	-9	CHM13_G0006277
chr10	48454902	-9	CHM13_G0006278
chr10	48472527	-9	CHM13_G0006280
chr10	48581037	-9	CHM13_G0006282
chr10	48641166	-9	CHM13_G0006286
chr10	48677641	-9	LOFF_G0000342
chr10	48767614	-9	CHM13_G0006288
chr10	48844222	-9	CHM13_G0006290
chr10	48858781	-9	CHM13_G0006291
chr10	48899188	-9	CHM13_G0006293
chr10	48913236	-9	CHM13_G0006294
chr10	49002026	-9	CHM13_G0006295
chr10	50664341	-9	CHM13_G0006329
chr10	50791690	-9	CHM13_G0006332
chr10	50831827	-9	CHM13_G0006337
chr10	50870825	-9	CHM13_G0006338
chr10	50917528	-9	CHM13_G0006340
chr10	51030966	-9	CHM13_G0006342
chr10	51525350	-9	CHM13_G0006352
chr10	51553972	-9	CHM13_G0006354
chr10	51587897	-9	CHM13_G0006357
chr10	74545701	-9	CHM13_G0006662
chr10	80572528	-9	CHM13_G0006788
chr10	80710695	-9	CHM13_G0006790
chr10	80739716	-9	CHM13_G0006792
chr10	87977793	-9	CHM13_G0006907
chr10	88097763	-9	CHM13_G0006912
chr10	88109084	-9	CHM13_G0006913
chr10	88241275	-9	CHM13_G0006915
chr10	88270283	-9	CHM13_G0006917
chr10	98306371	-9	CHM13_G0007136
chr10	100723853	-9	LOFF_G0000352
chr10	104190414	-9	CHM13_G0007299
chr10	119999535	-9	CHM13_G0007513
chr10	134375590	-9	CHM13_G0007747
chr10	134385299	-9	CHM13_G0007748
chr10	134505425	-9	CHM13_G0007754
chr10	134526544	-9	CHM13_G0007756
chr10	134575319	-9	CHM13_G0007758
chr10	134608651	-9	CHM13_G0007761
chr10	134615845	-9	CHM13_G0007764
chr10	134618566	-9	CHM13_G0007767
chr10	134621872	-9	CHM13_G0007768
chr10	134625178	-9	LOFF_G0000354
chr10	134628488	-9	LOFF_G0000355
chr10	134631799	-9	CHM13_G0007774
chr10	134635110	-9	CHM13_G0007777
chr10	134638418	-9	LOFF_G0000357
chr10	134641728	-9	CHM13_G0007778
chr10	134645038	-9	LOFF_G0000360
chr10	134648348	-9	LOFF_G0000361
chr10	134651659	-9	LOFF_G0000363
chr10	134654970	-9	LOFF_G0000364
chr10	134658278	-9	LOFF_G0000365
chr10	134661588	-9	LOFF_G0000366
chr10	134664898	-9	LOFF_G0000367
chr10	134668208	-9	LOFF_G0000369
chr10	134671518	-9	LOFF_G0000370
chr10	134674824	-9	LOFF_G0000372
chr10	134678135	-9	LOFF_G0000373
chr10	134688088	-9	LOFF_G0000376
chr10	134691405	-9	LOFF_G0000378
chr10	134694716	-9	LOFF_G0000379
chr10	134698610	-9	LOFF_G0000381
chr10	134701337	-9	LOFF_G0000383
chr10	134704647	-9	LOFF_G0000385
chr10	134707957	-9	LOFF_G0000387
chr10	134711267	-9	LOFF_G0000388
chr10	134714577	-9	LOFF_G0000389
chr10	134717887	-9	LOFF_G0000390
chr10	134721197	-9	LOFF_G0000392
chr10	134724507	-9	LOFF_G0000394
chr10	134735996	-9	LOFF_G0000395
chr11	3741	1	CHM13_G0007780
chr11	5923	1	CHM13_G0007781
chr11	44118	1	CHM13_G0007786
chr11	49238	1	CHM13_G0007787
chr11	59476	1	CHM13_G0007788
chr11	79399	1	CHM13_G0007789
chr11	102258	1	LOFF_G0000399
chr11	113127	1	LOFF_G0000400
chr11	147427	1	CHM13_G0007794
chr11	185614	1	LOFF_G0000403
chr11	193941	1	CHM13_G0007799
chr11	233766	1	CHM13_G0007800
chr11	1071739	1	CHM13_G0007871
chr11	4352572	1	CHM13_G0008020
chr11	4394951	1	CHM13_G0008021
chr11	4403746	1	CHM13_G0008022
chr11	24628030	1	CHM13_G0008539
chr11	28248911	1	CHM13_G0008573
chr11	34991075	1	CHM13_G0008680
chr11	49735787	1	CHM13_G0008941
chr11	61154838	1	CHM13_G0009291
chr11	61173747	1	CHM13_G0009292
chr11	61230170	1	CHM13_G0009294
chr11	70285651	1	CHM13_G0009785
chr11	76279674	1	CHM13_G0010007
chr11	89686124	1	CHM13_G0010229
chr11	89696665	1	CHM13_G0010230
chr11	89705621	1	CHM13_G0010231
chr11	89717330	1	CHM13_G0010233
chr11	89739758	1	CHM13_G0010234
chr11	89761708	1	CHM13_G0010235
chr11	89774658	1	CHM13_G0010236
chr11	89783507	1	CHM13_G0010237
chr11	89788986	1	CHM13_G0010238
chr11	89803638	1	CHM13_G0010239
chr11	89807077	1	CHM13_G0010240
chr11	89815502	1	CHM13_G0010241
chr11	89831057	1	LOFF_G0000434
chr11	89844010	1	LOFF_G0000435
chr11	89864145	1	CHM13_G0010243
chr11	89875259	1	CHM13_G0010245
chr11	89888640	1	CHM13_G0010247
chr11	89898691	1	CHM13_G0010248
chr11	89901607	1	CHM13_G0010249
chr11	89913697	1	CHM13_G0010250
chr11	89937697	1	CHM13_G0010251
chr11	89951192	1	CHM13_G0010252
chr11	89971914	1	CHM13_G0010254
chr11	89977682	1	CHM13_G0010255
chr11	89991213	1	CHM13_G0010256
chr11	90006026	1	CHM13_G0010258
chr11	130262482	1	CHM13_G0011086
chr12	5136	-8	CHM13_G0011158
chr12	7522	-8	LOFF_G0000440
chr12	58887	-8	CHM13_G0011159
chr12	9259742	-8	CHM13_G0011487
chr12	9380975	-8	CHM13_G0011494
chr12	9398397	-8	CHM13_G0011495
chr12	9401423	-8	CHM13_G0011496
chr12	30948353	-8	CHM13_G0011917
chr12	30979598	-8	CHM13_G0011919
chr12	42184970	-8	LOFF_G0000452
chr12	93358856	-8	CHM13_G0013216
chr12	103927520	-8	CHM13_G0013429
chr13	5273100	70	LOFF_G0000461
chr13	5293063	70	LOFF_G0000462
chr13	5532127	70	LOFF_G0000467
chr13	5568689	70	LOFF_G0000468
chr13	5568691	70	LOFF_G0000469
chr13	9378954	672767	LOFF_G0000516
chr13	9457707	672767	LOFF_G0000522
chr13	10014351	672767	LOFF_G0000528
chr13	10128843	672767	LOFF_G0000532
chr13	10840046	672767	LOFF_G0000544
chr13	11562594	672767	LOFF_G0000552
chr13	11706384	672767	LOFF_G0000555
chr13	12084605	672767	LOFF_G0000560
chr13	12736410	672767	LOFF_G0000570
chr13	12872870	672767	LOFF_G0000580
chr13	13420997	672767	LOFF_G0000583
chr13	13447905	672767	LOFF_G0000584
chr13	13457652	672767	CHM13_G0014228
chr13	13560342	672767	CHM13_G0014229
chr13	13600654	672767	CHM13_G0014230
chr13	13639756	672767	CHM13_G0014232
chr13	13734171	672767	CHM13_G0014236
chr13	13852453	672767	LOFF_G0000592
chr13	17624761	672767	CHM13_G0014238
chr13	17683798	672767	CHM13_G0014240
chr13	29679117	672767	CHM13_G0014534
chr14	251446	478	LOFF_G0000609
chr14	1573568	478	LOFF_G0000612
chr14	1593511	478	LOFF_G0000613
chr14	1863279	478	LOFF_G0000621
chr14	1863909	478	LOFF_G0000622
chr14	1900448	478	LOFF_G0000624
chr14	2929069	57685	LOFF_G0000665
chr14	3494530	57685	LOFF_G0000671
chr14	5740060	57685	LOFF_G0000695
chr14	5759976	57685	CHM13_G0015641
chr14	5993101	57685	CHM13_G0015642
chr14	6020672	57685	LOFF_G0000703
chr14	6505147	57685	LOFF_G0000705
chr14	6664864	57685	CHM13_G0015643
chr14	7644913	57685	LOFF_G0000725
chr14	7767042	57685	LOFF_G0000730
chr14	8692097	57685	LOFF_G0000746
chr14	9476768	57685	CHM13_G0015651
chr14	9648161	57685	LOFF_G0000752
chr14	10005675	57685	LOFF_G0000759
chr14	13104432	57685	CHM13_G0015665
chr14	13134774	57685	CHM13_G0015669
chr14	13212856	57685	CHM13_G0015678
chr14	13225704	57685	CHM13_G0015679
chr14	13280570	57685	CHM13_G0015682
chr14	13385484	57685	CHM13_G0015689
chr14	13396285	57685	LOFF_G0000765
chr14	13443785	57685	CHM13_G0015691
chr14	13493445	57685	CHM13_G0015693
chr14	13533946	57685	CHM13_G0015696
chr14	13542048	57685	LOFF_G0000768
chr14	13558051	57685	CHM13_G0015697
chr14	13614823	57685	CHM13_G0015701
chr14	13637802	57685	CHM13_G0015702
chr14	13713834	57685	LOFF_G0000769
chr14	13803704	57685	CHM13_G0015707
chr14	13863895	57685	LOFF_G0000776
chr14	13900313	57685	LOFF_G0000783
chr14	13912737	57685	LOFF_G0000784
chr14	13918507	57685	CHM13_G0015709
chr14	28903230	57685	CHM13_G0016234
chr14	29726077	57685	CHM13_G0016263
chr14	54602773	57685	CHM13_G0016662
chr14	54605238	57685	CHM13_G0016664
chr15	207167	-4	LOFF_G0000819
chr15	232491	-4	LOFF_G0000820
chr15	1784936	-4	LOFF_G0000823
chr15	1804890	-4	LOFF_G0000824
chr15	2271877	-4	LOFF_G0000832
chr15	2272539	-4	CHM13_G0017902
chr15	2309070	-4	CHM13_G0017904
chr15	4738402	585122	LOFF_G0000858
chr15	4817190	585122	LOFF_G0000866
chr15	5374035	585122	LOFF_G0000872
chr15	5489309	585122	LOFF_G0000876
chr15	17916879	585122	CHM13_G0017923
chr15	18062138	585122	LOFF_G0000907
chr15	18136929	585122	CHM13_G0017926
chr15	18191273	585122	LOFF_G0000908
chr15	18291209	585122	CHM13_G0017928
chr15	18428069	585122	CHM13_G0017929
chr15	18442304	585122	LOFF_G0000911
chr15	18443673	585122	CHM13_G0017930
chr15	18457415	585122	CHM13_G0017931
chr15	18474212	585122	CHM13_G0017932
chr15	18505331	585122	CHM13_G0017934
chr15	18593065	585122	CHM13_G0017939
chr15	18725391	585122	CHM13_G0017944
chr15	18748386	585122	CHM13_G0017947
chr15	18817143	585122	CHM13_G0017950
chr15	18833242	585122	CHM13_G0017952
chr15	18877259	585122	CHM13_G0017955
chr15	18885844	585122	CHM13_G0017957
chr15	18895650	585122	CHM13_G0017960
chr15	19353209	585122	CHM13_G0017989
chr15	19367285	585122	LOFF_G0000922
chr15	19484053	585122	CHM13_G0017990
chr15	19647312	585122	CHM13_G0017999
chr15	19697944	585122	CHM13_G0018002
chr15	19706581	585122	CHM13_G0018003
chr15	19732532	585122	CHM13_G0018005
chr15	19802097	585122	CHM13_G0018010
chr15	19983982	585122	CHM13_G0018022
chr15	20032730	585122	CHM13_G0018024
chr15	20073303	585122	CHM13_G0018026
chr15	20099134	585122	CHM13_G0018027
chr15	20123305	585122	CHM13_G0018029
chr15	20130999	585122	CHM13_G0018030
chr15	20142525	585122	LOFF_G0000931
chr15	20152553	585122	CHM13_G0018031
chr15	20166920	585122	CHM13_G0018032
chr15	20257076	585122	LOFF_G0000932
chr15	20278133	585122	CHM13_G0018033
chr15	20336418	585122	CHM13_G0018035
chr15	20386325	585122	CHM13_G0018037
chr15	20399079	585122	CHM13_G0018039
chr15	20442484	585122	CHM13_G0018042
chr15	20444905	585122	CHM13_G0018043
chr15	20809458	585122	LOFF_G0000934
chr15	20810828	585122	LOFF_G0000935
chr15	20824395	585122	LOFF_G0000936
chr15	20841227	585122	CHM13_G0018048
chr15	20877327	585122	LOFF_G0000937
chr15	20898964	585122	LOFF_G0000938
chr15	20917040	585122	CHM13_G0018051
chr15	20928122	585122	LOFF_G0000939
chr15	20972616	585122	LOFF_G0000942
chr15	20998919	585122	CHM13_G0018054
chr15	21006516	585122	CHM13_G0018055
chr15	21017495	585122	LOFF_G0000943
chr15	21025272	585122	CHM13_G0018056
chr15	21046172	585122	CHM13_G0018057
chr15	21059446	585122	LOFF_G0000944
chr15	21062529	585122	CHM13_G0018058
chr15	21074246	585122	CHM13_G0018059
chr15	21091025	585122	CHM13_G0018060
chr15	25853560	585122	CHM13_G0018216
chr15	26074993	585122	CHM13_G0018218
chr15	26089244	585122	CHM13_G0018219
chr15	26091805	585122	CHM13_G0018220
chr15	26105505	585122	CHM13_G0018221
chr15	26121344	585122	CHM13_G0018222
chr15	26159089	585122	CHM13_G0018225
chr15	26199011	585122	CHM13_G0018226
chr15	26220903	585122	CHM13_G0018228
chr15	26231416	585122	CHM13_G0018229
chr15	26250065	585122	CHM13_G0018230
chr15	26271715	585122	CHM13_G0018232
chr15	26296347	585122	CHM13_G0018234
chr15	26322657	585122	CHM13_G0018236
chr15	26330349	585122	CHM13_G0018237
chr15	26341696	585122	CHM13_G0018238
chr15	26351729	585122	CHM13_G0018239
chr15	26366201	585122	CHM13_G0018240
chr15	26456122	585122	CHM13_G0018241
chr15	26478665	585122	CHM13_G0018242
chr15	26514303	585122	CHM13_G0018245
chr15	26565261	585122	CHM13_G0018247
chr15	26566682	585122	CHM13_G0018249
chr15	26618861	585122	CHM13_G0018251
chr15	27874772	585122	CHM13_G0018273
chr15	27890546	585122	CHM13_G0018275
chr15	27895442	585122	CHM13_G0018276
chr15	27926871	585122	CHM13_G0018278
chr15	27942605	585122	CHM13_G0018280
chr15	27945659	585122	CHM13_G0018281
chr15	28153933	585122	CHM13_G0018286
chr15	28188414	585122	CHM13_G0018289
chr15	28197011	585122	CHM13_G0018290
chr15	28213551	585122	CHM13_G0018292
chr15	28264053	585122	CHM13_G0018293
chr15	28300624	585122	CHM13_G0018295
chr15	28309304	585122	CHM13_G0018296
chr15	28345328	585122	CHM13_G0018298
chr15	28361067	585122	CHM13_G0018300
chr15	28365933	585122	CHM13_G0018301
chr15	28397320	585122	CHM13_G0018303
chr15	28417686	585122	CHM13_G0018308
chr15	29717599	585122	CHM13_G0018333
chr15	30180760	585122	CHM13_G0018343
chr15	30181455	585122	CHM13_G0018344
chr15	30189306	585122	CHM13_G0018345
chr15	30203117	585122	CHM13_G0018348
chr15	30233053	585122	CHM13_G0018350
chr15	30238451	585122	CHM13_G0018351
chr15	30285806	585122	CHM13_G0018354
chr15	30290478	585122	CHM13_G0018355
chr15	30389924	585122	CHM13_G0018360
chr15	30411627	585122	CHM13_G0018363
chr15	32184803	585122	CHM13_G0018398
chr15	32215349	585122	CHM13_G0018401
chr15	32330796	585122	CHM13_G0018406
chr15	32361558	585122	CHM13_G0018408
chr15	41340812	585122	CHM13_G0018649
chr15	41400412	585122	CHM13_G0018650
chr15	41406921	585122	CHM13_G0018651
chr15	41435860	585122	CHM13_G0018654
chr15	41456481	585122	CHM13_G0018657
chr15	41471013	585122	CHM13_G0018658
chr15	41500249	585122	CHM13_G0018659
chr15	41506804	585122	CHM13_G0018660
chr15	41534280	585122	CHM13_G0018662
chr15	41553766	585122	CHM13_G0018664
chr15	61972700	585122	CHM13_G0019113
chr15	70456134	585122	CHM13_G0019326
chr15	70472054	585122	CHM13_G0019327
chr15	71880139	585122	CHM13_G0019357
chr15	71887215	585122	CHM13_G0019358
chr15	71963020	585122	CHM13_G0019360
chr15	71966225	585122	CHM13_G0019361
chr15	73128658	585122	CHM13_G0019418
chr15	73152898	585122	CHM13_G0019420
chr15	73170013	585122	CHM13_G0019422
chr15	80162672	585122	CHM13_G0019623
chr15	80204112	585122	CHM13_G0019624
chr15	80219261	585122	CHM13_G0019625
chr15	80294145	585122	CHM13_G0019630
chr15	80309846	585122	CHM13_G0019633
chr15	80323599	585122	CHM13_G0019634
chr15	80337121	585122	CHM13_G0019636
chr15	80850580	585122	CHM13_G0019659
chr15	80852811	585122	CHM13_G0019660
chr15	82038455	585122	CHM13_G0019684
chr15	82052723	585122	CHM13_G0019685
chr15	82065284	585122	CHM13_G0019686
chr15	82065545	585122	LOFF_G0000983
chr15	82101781	585122	CHM13_G0019688
chr15	82117977	585122	CHM13_G0019689
chr15	82133636	585122	CHM13_G0019691
chr15	82140118	585122	CHM13_G0019693
chr15	82140594	585122	CHM13_G0019695
chr15	82144095	585122	CHM13_G0019696
chr15	82144484	585122	CHM13_G0019697
chr15	82169948	585122	CHM13_G0019699
chr15	82180587	585122	LOFF_G0000986
chr15	82226213	585122	LOFF_G0000988
chr15	82233823	585122	CHM13_G0019701
chr15	82243927	585122	CHM13_G0019702
chr15	82253453	585122	CHM13_G0019704
chr15	82257902	585122	CHM13_G0019706
chr15	82260325	585122	CHM13_G0019707
chr15	82279208	585122	CHM13_G0019709
chr15	82932395	585122	CHM13_G0019734
chr15	82943633	585122	CHM13_G0019736
chr15	82992667	585122	CHM13_G0019738
chr15	83007565	585122	CHM13_G0019739
chr15	90797573	585122	CHM13_G0019937
chr15	91994640	585122	CHM13_G0019955
chr15	99508904	585122	CHM13_G0020107
chr15	99642466	585122	CHM13_G0020115
chr15	99691338	585122	LOFF_G0000992
chr15	99695460	585122	LOFF_G0000993
chr15	99706887	585122	LOFF_G0000994
chr15	99730897	585122	CHM13_G0020119
chr15	99745853	585122	CHM13_G0020120
chr16	4786	5	CHM13_G0020121
chr16	6966	5	CHM13_G0020122
chr16	1242581	5	CHM13_G0020224
chr16	1259421	5	CHM13_G0020225
chr16	2108808	5	CHM13_G0020308
chr16	2560131	5	CHM13_G0020359
chr16	2625500	5	CHM13_G0020369
chr16	2638271	5	CHM13_G0020370
chr16	11962243	5	CHM13_G0020649
chr16	11963306	5	CHM13_G0020650
chr16	14746466	5	CHM13_G0020702
chr16	14764808	5	CHM13_G0020703
chr16	14819186	5	CHM13_G0020704
chr16	14832115	5	CHM13_G0020705
chr16	14909949	5	CHM13_G0020712
chr16	14921200	5	CHM13_G0020714
chr16	14954061	5	CHM13_G0020717
chr16	14975644	5	CHM13_G0020718
chr16	15061084	5	CHM13_G0020723
chr16	15105362	5	CHM13_G0020725
chr16	15126201	5	LOFF_G0001012
chr16	15363771	5	CHM13_G0020731
chr16	15368423	5	CHM13_G0020732
chr16	16153786	5	CHM13_G0020753
chr16	16238036	5	CHM13_G0020755
chr16	16315893	5	CHM13_G0020764
chr16	16359958	5	LOFF_G0001024
chr16	16383469	5	CHM13_G0020769
chr16	16391278	5	CHM13_G0020773
chr16	16407129	5	CHM13_G0020774
chr16	18324115	5	CHM13_G0020800
chr16	18325184	5	LOFF_G0001030
chr16	18341644	5	CHM13_G0020802
chr16	18371308	5	CHM13_G0020803
chr16	18372371	5	CHM13_G0020804
chr16	18424797	5	CHM13_G0020807
chr16	18502340	5	CHM13_G0020810
chr16	18717731	5	CHM13_G0020811
chr16	21282417	5	CHM13_G0020889
chr16	21311922	5	CHM13_G0020890
chr16	21336356	5	CHM13_G0020891
chr16	21467687	5	LOFF_G0001045
chr16	21640361	5	LOFF_G0001046
chr16	21679641	5	CHM13_G0020897
chr16	21680704	5	CHM13_G0020898
chr16	21724996	5	CHM13_G0020899
chr16	21780050	5	CHM13_G0020901
chr16	22298045	5	CHM13_G0020920
chr16	22336372	5	CHM13_G0020921
chr16	22383322	5	CHM13_G0020922
chr16	22396533	5	CHM13_G0020923
chr16	22455007	5	CHM13_G0020925
chr16	22666548	5	CHM13_G0020932
chr16	22696468	5	CHM13_G0020934
chr16	22768344	5	CHM13_G0020937
chr16	22815248	5	LOFF_G0001051
chr16	22823489	5	CHM13_G0020938
chr16	28621953	5	CHM13_G0021047
chr16	28623070	5	CHM13_G0021048
chr16	28654897	5	CHM13_G0021051
chr16	28659994	5	CHM13_G0021052
chr16	28737051	5	CHM13_G0021054
chr16	28924553	5	CHM13_G0021068
chr16	28940408	5	CHM13_G0021069
chr16	28992127	5	CHM13_G0021072
chr16	29032365	5	CHM13_G0021074
chr16	29054408	5	CHM13_G0021075
chr16	29319788	5	CHM13_G0021099
chr16	29334882	5	CHM13_G0021100
chr16	29356174	5	CHM13_G0021102
chr16	29594388	5	CHM13_G0021112
chr16	29632793	5	CHM13_G0021113
chr16	29662282	5	CHM13_G0021114
