chrom	chromStart	chromEnd	size	Gene Name	Gene ID	ENSEMBL	Biotype	Family ID	Family status	Gene Coords	SD98_v1.0	SD98_v2.0	Genomic disorders	Median parCN	parCN>0.5	parCN>0.5%	parCN<1.5	parCN=2	parCN>=2.5	parCN=2 %	parCN class	Neanderthal Mezmaiskaya	Neanderthal  Vindija	Neanderthal Altai	Denisova	parCN<0.5	parCN<1.5	parCN=2	Lifted over to hg19	Association	Duplications	Deletions	Median Probands	Median Siblings	p-value	q-value	Median Probands Rounded CN	Median Siblings Rounded CN	p-value Rounded CN	q-value Rounded CN
chr1	1.45040635E8	1.45044464E8	3829.0	RBM8A	CHM13_G0002926	ENSG00000265241.7	protein_coding	ID_441	Human duplicated gene family	chr1:145034701-145044666	chr1:145040635-145044464	chr1:145040466-145044295	1q21.1	2.14	2504.0	100.0	0.0	2479.0	25.0	99.0	Fixed	2.12	2.0	1.95	1.86	0	0.0	4.0	Yes	No	-	-	2.064454	2.062335	0.694080590042886	0.983336357253052	2.0	2.0	0.34577858615116	1.0
chr1	1.45044245E8	1.45044464E8	219.0	AC243547.3	CHM13_G0002929	ENSG00000280778.1	protein_coding	ID_219	Undetermined	chr1:145044245-145094801	chr1:145044245-145044464	chr1:145044076-145044295	1q21.1	2.0	2504.0	100.0	22.0	2437.0	45.0	97.32	Nearly-Fixed	3.03	1.83	2.11	1.64	0	0.0	3.0	Yes	No	-	-	1.976537	1.976541	0.76058766647824	0.983336357253052	2.0	2.0	0.0657872315884552	0.936067642615613
chr1	1.45181764E8	1.45346045E8	164281.0	NBPF10	CHM13_G0002939	ENSG00000271425.9	protein_coding	Unassigned_71	Human duplicated gene family	chr1:145181764-145346045	chr1:145181764-145346045	chr1:145181595-145345876	1q21.1	1.4	2448.0	97.76	1479.0	1017.0	8.0	40.62	Polymorphic	1.92	0.99	1.37	0.94	0	3.0	1.0	No	No	-	-	1.4708835	1.463267	0.507681968591618	0.966635075779227	1.0	1.0	0.515678809527058	1.0
chr1	1.45263216E8	1.45346071E8	82855.0	NOTCH2NLA	CHM13_G0002941	ENSG00000264343.6	protein_coding	ID_400	Human duplicated gene family	chr1:145263216-145346071	chr1:145263216-145346071	chr1:145263047-145345902	1q21.1	1.41	2422.0	96.73	1401.0	1072.0	31.0	42.81	Polymorphic	0.51	0.88	0.5	1.12	0	4.0	0.0	Yes	No	-	-	1.396119	1.408076	0.727554942978488	0.983336357253052	1.0	1.0	0.689869680934901	1.0
chr1	1.45475145E8	1.45644734E8	169589.0	PDE4DIP	CHM13_G0002947	ENSG00000178104.19	protein_coding	ID_215	Human duplicated gene family	chr1:145475145-145714506	chr1:145475145-145644734	chr1:145474976-145644565	1q21.1	1.98	2504.0	100.0	0.0	2503.0	1.0	99.96	Fixed	1.92	1.76	1.87	2.06	0	0.0	4.0	Yes	No	-	-	1.965202	1.960765	0.136825216883696	0.855551472153601	2.0	2.0	1.0	1.0
chr1	1.4565513E8	1.45714506E8	59376.0	PDE4DIP	CHM13_G0002947	ENSG00000178104.19	protein_coding	ID_215	Human duplicated gene family	chr1:145475145-145714506	chr1:145655130-145714506	chr1:145654961-145714337	1q21.1	1.98	2504.0	100.0	0.0	2503.0	1.0	99.96	Fixed	1.73	1.99	2.12	2.03	0	0.0	4.0	Yes	No	-	-	2.046435	2.0498135	0.535154854863919	0.968677927201753	2.0	2.0	0.765594483995764	1.0
chr1	1.45721268E8	1.45762189E8	40921.0	NBPF9	CHM13_G0002953	ENSG00000269713.7	protein_coding	ID_396	Undetermined	chr1:145721268-145762189	chr1:145721268-145762189	chr1:145721099-145762020	-	1.87	2504.0	100.0	62.0	2442.0	0.0	97.52	Nearly-Fixed	1.64	1.78	1.77	1.76	0	0.0	4.0	No	No	-	-	1.868817	1.8722215	0.236074049660208	0.919829816109652	2.0	2.0	0.208131633889847	1.0
chr1	1.4603798E8	1.46039186E8	1206.0	NUDT4B	CHM13_G0002961	ENSG00000177144.7	protein_coding	ID_408	Human duplicated gene family	chr1:146037980-146039186	chr1:146037980-146039186	chr1:146037811-146039017	-	2.4	2425.0	96.85	457.0	816.0	1231.0	32.59	Polymorphic	0.76	0.51	0.34	0.54	1	4.0	0.0	Yes	No	-	-	2.729445	2.755592	0.0325488714490143	0.581656563119465	3.0	3.0	0.00654801108946181	0.363333078137205
chr1	1.46108477E8	1.46215484E8	107007.0	NOTCH2NLB	CHM13_G0002962	ENSG00000286019.1	protein_coding	ID_400	Human duplicated gene family	chr1:146108477-146215484	chr1:146108477-146215484	chr1:146108308-146215315	-	1.98	2504.0	100.0	245.0	2185.0	74.0	87.26	Nearly-Fixed	1.95	2.38	1.8	1.53	0	0.0	4.0	No	No	-	-	1.790699	1.779827	0.299980510657366	0.956463798858411	2.0	2.0	0.184584690809551	1.0
chr1	1.46323837E8	1.46327709E8	3872.0	PPIAL4G	CHM13_G0002965	ENSG00000236334.2	protein_coding	Unassigned_85	Undetermined	chr1:146323837-146327709	chr1:146323837-146327709	chr1:146323668-146327540	-	2.12	2504.0	100.0	6.0	2483.0	15.0	99.16	Fixed	1.83	2.25	2.16	1.9	0	0.0	4.0	No	No	-	-	1.989085	1.987169	0.827809706239553	0.983336357253052	2.0	2.0	0.141402507486613	1.0
chr1	1.46568262E8	1.4656939E8	1128.0	NBPF14	LOFF_G0000157	ENSG00000270629.6	protein_coding	Unassigned_72	Undetermined	chr1:146568262-146569390	chr1:146568262-146569390	chr1:146568093-146569221	1q21.2,1q21.1	2.12	2493.0	99.56	257.0	1533.0	714.0	61.22	Nearly-Fixed	2.8	2.36	2.42	1.51	0	0.0	3.0	Yes	Yes	brain volume measurement;negative(1:146472911-147832715);brain volume measurement;positive(1:146472911-147832715);grey matter volume measurement;negative(1:146472911-147832715);grey matter volume measurement;positive(1:146472911-147832715)	brain stem volume measurement;negative(1:146472911-147832715);brain volume measurement;negative(1:146472911-147832715,1:146496661-147832715);brain volume measurement;positive(1:146472911-147832715,1:146496661-147832715);caudate nucleus volume;negative(1:146472911-147832715);cerebrospinal fluid volume measurement;negative(1:146496661-147832715);grey matter volume measurement;negative(1:146472911-147832715,1:146496661-147832715);grey matter volume measurement;positive(1:146496661-147832715);grey matter volume measurement,white matter volume measurement;negative(1:146472911-147832715,1:146496661-147832715);nucleus accumbens volume;negative(1:146472911-147832715);pallidum volume;negative(1:146472911-147832715);putamen volume;negative(1:146472911-147832715);superior frontal gyrus grey matter volume measurement;negative(1:146472911-147832715,1:146496661-147832715);thalamus volume;negative(1:146472911-147832715);white matter volume measurement;negative(1:146472911-147832715,1:146496661-147832715)	2.068023	2.071548	0.897503934587471	0.984081605928742	2.0	2.0	0.906015325202313	1.0
chr1	1.46655259E8	1.4670553E8	50271.0	NBPF11	CHM13_G0002990	ENSG00000263956.6	protein_coding	ID_396	Undetermined	chr1:146655259-146705530	chr1:146655259-146705530	chr1:146655090-146705361	1q21.2,1q21.1	2.05	2504.0	100.0	38.0	2452.0	14.0	97.92	Nearly-Fixed	2.25	2.07	2.22	1.77	0	0.0	4.0	Yes	Yes	brain volume measurement;negative(1:146472911-147832715);brain volume measurement;positive(1:146472911-147832715);grey matter volume measurement;negative(1:146472911-147832715);grey matter volume measurement;positive(1:146472911-147832715)	brain stem volume measurement;negative(1:146472911-147832715);brain volume measurement;negative(1:146472911-147832715,1:146496661-147832715);brain volume measurement;positive(1:146472911-147832715,1:146496661-147832715);caudate nucleus volume;negative(1:146472911-147832715);cerebrospinal fluid volume measurement;negative(1:146496661-147832715);grey matter volume measurement;negative(1:146472911-147832715,1:146496661-147832715);grey matter volume measurement;positive(1:146496661-147832715);grey matter volume measurement,white matter volume measurement;negative(1:146472911-147832715,1:146496661-147832715);nucleus accumbens volume;negative(1:146472911-147832715);pallidum volume;negative(1:146472911-147832715);putamen volume;negative(1:146472911-147832715);superior frontal gyrus grey matter volume measurement;negative(1:146472911-147832715,1:146496661-147832715);thalamus volume;negative(1:146472911-147832715);white matter volume measurement;negative(1:146472911-147832715,1:146496661-147832715)	2.030203	2.027556	0.819835305624695	0.983336357253052	2.0	2.0	0.0487709933887399	0.846369527665721
chr1	1.46813999E8	1.46879326E8	65327.0	GPR89B	CHM13_G0002999	ENSG00000188092.15	protein_coding	ID_369	Human duplicated gene family	chr1:146813999-146879326	chr1:146813999-146879326	chr1:146813830-146879157	1q21.2,1q21.1	2.04	2504.0	100.0	1.0	2502.0	1.0	99.92	Fixed	1.8	2.06	2.06	2.05	0	0.0	4.0	Yes	Yes	brain volume measurement;negative(1:146472911-147832715);brain volume measurement;positive(1:146472911-147832715);grey matter volume measurement;negative(1:146472911-147832715);grey matter volume measurement;positive(1:146472911-147832715)	brain stem volume measurement;negative(1:146472911-147832715);brain volume measurement;negative(1:146472911-147832715,1:146496661-147832715);brain volume measurement;positive(1:146472911-147832715,1:146496661-147832715);caudate nucleus volume;negative(1:146472911-147832715);cerebrospinal fluid volume measurement;negative(1:146496661-147832715);grey matter volume measurement;negative(1:146472911-147832715,1:146496661-147832715);grey matter volume measurement;positive(1:146496661-147832715);grey matter volume measurement,white matter volume measurement;negative(1:146472911-147832715,1:146496661-147832715);nucleus accumbens volume;negative(1:146472911-147832715);pallidum volume;negative(1:146472911-147832715);putamen volume;negative(1:146472911-147832715);superior frontal gyrus grey matter volume measurement;negative(1:146472911-147832715,1:146496661-147832715);thalamus volume;negative(1:146472911-147832715);white matter volume measurement;negative(1:146472911-147832715,1:146496661-147832715)	2.0097505	2.0089005	0.738916046430924	0.983336357253052	2.0	2.0	0.109598583399116	0.954362954701448
chr1	1.47812404E8	1.47869851E8	57447.0	NBPF12	CHM13_G0003030	ENSG00000268043.7	protein_coding	ID_397	Undetermined	chr1:147812404-147869851	chr1:147812404-147869851	chr1:147812235-147869682	1q21.2,1q21.1	1.83	2504.0	100.0	31.0	2472.0	1.0	98.72	Fixed	2.03	2.06	2.26	1.92	0	0.0	4.0	Yes	No	-	-	1.885376	1.884712	0.640168660317347	0.983336357253052	2.0	2.0	0.0571934817480756	0.918105891219109
chr1	1.48463748E8	1.48464408E8	660.0	PPIAL4H	CHM13_G0003040	ENSG00000270339.3	protein_coding	Unassigned_86	Human duplicated gene family	chr1:148463748-148464408	chr1:148463748-148464408	chr1:148463579-148464239	-	1.85	2495.0	99.64	378.0	2054.0	72.0	82.03	Nearly-Fixed	1.31	0.98	1.24	0.99	0	4.0	0.0	No	No	-	-	1.942084	1.936924	0.606327952593532	0.974396345405543	2.0	2.0	0.473065015316701	1.0
chr1	1.48519675E8	1.48597081E8	77406.0	NOTCH2NLC	CHM13_G0003041	ENSG00000286219.1	protein_coding	ID_400	Human duplicated gene family	chr1:148519675-148597081	chr1:148519675-148597081	chr1:148519506-148596912	-	2.01	2498.0	99.76	162.0	2287.0	55.0	91.33	Nearly-Fixed	1.82	1.72	1.8	1.41	0	1.0	3.0	Yes	No	-	-	2.012959	2.0127105	0.813599774958592	0.983336357253052	2.0	2.0	0.249952011110965	1.0
chr1	1.48604388E8	1.48680699E8	76311.0	NBPF19	CHM13_G0003043	ENSG00000271383.7	protein_coding	Unassigned_73	Undetermined	chr1:148604388-148680699	chr1:148604388-148680699	chr1:148604219-148680530	-	1.94	2501.0	99.88	174.0	2276.0	54.0	90.89	Nearly-Fixed	1.44	1.44	1.59	1.48	0	3.0	1.0	No	No	-	-	1.984867	1.9831425	0.193235985460284	0.902062706257881	2.0	2.0	0.338729515587394	1.0
chr1	1.48708178E8	1.48708778E8	600.0	PPIAL4C	CHM13_G0003044	ENSG00000263464.2	protein_coding	ID_431	Human duplicated gene family	chr1:148708178-148708778	chr1:148708178-148708778	chr1:148708009-148708609	-	2.06	2500.0	99.84	298.0	2085.0	121.0	83.27	Nearly-Fixed	1.58	1.5	1.71	1.24	0	2.0	2.0	No	No	-	-	1.948756	1.946105	0.68980967165351	0.983336357253052	2.0	2.0	0.518838496349995	1.0
chr1	1.48906985E8	1.48916829E8	9844.0	FCGR1A	CHM13_G0003053	ENSG00000150337.13	protein_coding	ID_357	Human duplicated gene family	chr1:148906985-148916829	chr1:148906985-148916829	chr1:148906816-148916660	-	2.06	2504.0	100.0	1.0	2495.0	8.0	99.64	Fixed	1.89	1.94	1.85	1.7	0	0.0	4.0	Yes	No	-	-	2.049133	2.04879	0.622299735792129	0.983336357253052	2.0	2.0	-	-
chr1	1.48907003E8	1.48936677E8	29674.0	H2BC18	CHM13_G0003054	ENSG00000203814.6	protein_coding	ID_226	Human duplicated gene family	chr1:148907003-148936677	chr1:148907003-148936677	chr1:148906834-148936508	-	2.07	2504.0	100.0	0.0	2503.0	1.0	99.96	Fixed	1.7	1.69	1.81	1.75	0	0.0	4.0	Yes	No	-	-	2.0346785	2.0356095	0.955922556396293	0.99579264458002	2.0	2.0	-	-
chr1	1.48937528E8	1.48937997E8	469.0	H3C13	CHM13_G0003056	ENSG00000183598.4	protein_coding	ID_226	Human duplicated gene family	chr1:148937528-148937997	chr1:148937528-148937997	chr1:148937359-148937828	-	2.22	2504.0	100.0	1.0	2481.0	22.0	99.08	Fixed	1.16	1.88	1.68	1.63	0	1.0	3.0	Yes	No	-	-	2.070129	2.071641	0.623068979814045	0.983336357253052	2.0	2.0	0.772829992684448	1.0
chr1	1.54117511E8	1.54118779E8	1268.0	CKS1B	CHM13_G0003350	ENSG00000173207.13	protein_coding	ID_319	Undetermined	chr1:154114182-154118781	chr1:154117511-154118779	chr1:154117342-154118610	-	2.23	2504.0	100.0	0.0	2330.0	174.0	93.05	Nearly-Fixed	1.72	2.12	1.91	2.26	0	0.0	4.0	Yes	No	-	-	2.118594	2.114048	0.327322823050208	0.963421719307322	2.0	2.0	0.738985392971971	1.0
chr1	1.60772595E8	1.6078681E8	14215.0	FCGR2A	CHM13_G0003663	ENSG00000143226.15	protein_coding	ID_266	Undetermined	chr1:160768221-160786810	chr1:160772595-160786810	chr1:160772426-160786641	-	2.17	2504.0	100.0	31.0	2385.0	88.0	95.25	Nearly-Fixed	2.18	2.04	1.9	2.03	0	0.0	4.0	Yes	No	-	-	2.06218	2.0630425	0.99945939964787	0.99945939964787	2.0	2.0	0.64521058326878	1.0
chr1	1.60787336E8	1.60789691E8	2355.0	HSPA6	CHM13_G0003664	ENSG00000173110.8	protein_coding	ID_377	Undetermined	chr1:160787336-160789691	chr1:160787336-160789691	chr1:160787167-160789522	-	2.26	2504.0	100.0	35.0	2261.0	208.0	90.3	Nearly-Fixed	3.33	2.3	2.28	2.16	0	0.0	3.0	Yes	Yes	brain volume measurement;negative(1:161487823-161582479,1:161487823-161524096,1:161487823-161620244);brain volume measurement;positive(1:161487823-161620244,1:161487823-161582479);grey matter volume measurement;negative(1:161487823-161582479,1:161487823-161524096);grey matter volume measurement;positive(1:161487823-161524096,1:161495497-161524096,1:161487823-161620244);nucleus accumbens volume;positive(1:161487823-161620244);thalamus volume;negative(1:161487823-161582479)	brain volume measurement;negative(1:161491343-161563554,1:161487823-161563554,1:161487823-161642774,1:161491343-161620244,1:161491343-161524096,1:161495497-161524096,1:161495497-161563554,1:161487823-161524096);brain volume measurement;positive(1:161487823-161642774,1:161487823-161620244,1:161495497-161563554,1:161495497-161524096,1:161491343-161620244,1:161491343-161563554,1:161487823-161563554,1:161491343-161524096);caudate nucleus volume;positive(1:161491343-161563554);grey matter volume measurement;negative(1:161487823-161571218,1:161491343-161563554,1:161487823-161582479,1:161487823-161524096,1:161487823-161642774,1:161487823-161620244);grey matter volume measurement;positive(1:161487823-161524096,1:161491343-161563554,1:161495497-161524096,1:161487823-161620244,1:161487823-161563554,1:161495497-161563554,1:161491343-161524096,1:161487823-161642774);hippocampal volume;positive(1:161495497-161524096);nucleus accumbens volume;positive(1:161487823-161642774);pallidum volume;positive(1:161487823-161642774);putamen volume;positive(1:161487823-161642774);white matter volume measurement;positive(1:161487823-161642774)	2.0107405	2.0098195	0.759649520522636	0.983336357253052	2.0	2.0	0.647976570212452	1.0
chr1	1.60804553E8	1.60813532E8	8979.0	FCGR3A	CHM13_G0003666	ENSG00000203747.12	protein_coding	ID_358	Undetermined	chr1:160804553-160813532	chr1:160804553-160813532	chr1:160804384-160813363	-	2.01	2504.0	100.0	37.0	2359.0	108.0	94.21	Nearly-Fixed	1.6	1.99	2.0	1.89	0	0.0	4.0	Yes	Yes	brain volume measurement;negative(1:161487823-161582479,1:161487823-161524096,1:161487823-161620244);brain volume measurement;positive(1:161487823-161620244,1:161512848-161642774,1:161487823-161582479);grey matter volume measurement;negative(1:161512848-161642774,1:161487823-161582479,1:161487823-161524096);grey matter volume measurement;positive(1:161487823-161524096,1:161495497-161524096,1:161487823-161620244);nucleus accumbens volume;positive(1:161487823-161620244);thalamus volume;negative(1:161487823-161582479)	brain volume measurement;negative(1:161491343-161563554,1:161487823-161563554,1:161487823-161642774,1:161491343-161620244,1:161491343-161524096,1:161512848-161524096,1:161495497-161524096,1:161512848-161620244,1:161495497-161563554,1:161487823-161524096);brain volume measurement;positive(1:161512848-161620244,1:161487823-161642774,1:161487823-161620244,1:161495497-161563554,1:161495497-161524096,1:161512848-161563554,1:161491343-161620244,1:161491343-161563554,1:161512848-161524096,1:161487823-161563554,1:161491343-161524096);caudate nucleus volume;positive(1:161491343-161563554);cerebrospinal fluid volume measurement;negative(1:161512848-161620244);grey matter volume measurement;negative(1:161515326-161563554,1:161487823-161571218,1:161512848-161524096,1:161491343-161563554,1:161487823-161582479,1:161487823-161524096,1:161487823-161642774,1:161487823-161620244);grey matter volume measurement;positive(1:161487823-161524096,1:161491343-161563554,1:161512848-161563554,1:161495497-161524096,1:161515326-161563554,1:161487823-161620244,1:161487823-161563554,1:161495497-161563554,1:161491343-161524096,1:161487823-161642774);grey matter volume measurement,white matter volume measurement;negative(1:161515326-161563554);hippocampal volume;positive(1:161495497-161524096);nucleus accumbens volume;negative(1:161515326-161563554);nucleus accumbens volume;positive(1:161487823-161642774);pallidum volume;positive(1:161487823-161642774);putamen volume;positive(1:161487823-161642774);white matter volume measurement;positive(1:161487823-161642774)	1.942563	1.9456525	0.414061734367221	0.963421719307322	2.0	2.0	0.53235613547031	1.0
chr1	1.60885921E8	1.60894693E8	8772.0	FCGR3B	LOFF_G0000174	ENSG00000162747.12	protein_coding	ID_358	Undetermined	chr1:160885921-160894693	chr1:160885921-160894693	chr1:160885752-160894524	-	1.04	1644.0	65.65	1970.0	516.0	18.0	20.61	Polymorphic	0.2	0.21	0.16	0.16	4	4.0	0.0	Yes	Yes	brain volume measurement;negative(1:161559720-161642774,1:161569507-161620244,1:161520931-161620244,1:161559720-161648542,1:161519411-161642774,1:161559720-161620244,1:161576628-161620244,1:161487823-161620244,1:161519411-161620244,1:161591143-161620244);brain volume measurement;positive(1:161559720-161642774,1:161576628-161620244,1:161591143-161620244,1:161487823-161620244,1:161512848-161642774,1:161559720-161620244,1:161519411-161620244,1:161520931-161620244,1:161569507-161620244,1:161559720-161648542,1:161519411-161642774);caudate nucleus volume;positive(1:161559720-161648542);grey matter volume measurement;negative(1:161559720-161642774,1:161591143-161620244,1:161512848-161642774,1:161559720-161620244,1:161520931-161620244,1:161519411-161642774);grey matter volume measurement;positive(1:161569507-161620244,1:161576628-161620244,1:161520931-161620244,1:161519411-161620244,1:161559720-161648542,1:161559720-161620244,1:161487823-161620244);grey matter volume measurement,white matter volume measurement;negative(1:161559720-161642774);hippocampal volume;negative(1:161520931-161620244);nucleus accumbens volume;negative(1:161520931-161620244);nucleus accumbens volume;positive(1:161487823-161620244,1:161569507-161620244,1:161519411-161620244);pallidum volume;positive(1:161559720-161648542);putamen volume;negative(1:161559720-161642774);putamen volume;positive(1:161569507-161620244);superior frontal gyrus grey matter volume measurement;negative(1:161559720-161642774);thalamus volume;negative(1:161559720-161642774);thalamus volume;positive(1:161569507-161620244)	brain volume measurement;negative(1:161559720-161602283,1:161591143-161620244,1:161576628-161620244,1:161559720-161620244,1:161487823-161642774,1:161559720-161612200,1:161491343-161620244,1:161593349-161620244,1:161522542-161620244,1:161512848-161620244,1:161519411-161620244,1:161596032-161620244);brain volume measurement;positive(1:161512848-161620244,1:161487823-161642774,1:161596032-161620244,1:161487823-161620244,1:161559720-161602283,1:161522542-161620244,1:161559720-161642774,1:161576628-161620244,1:161559720-161620244,1:161491343-161620244,1:161519411-161620244,1:161559720-161612200,1:161591143-161620244);caudate nucleus volume;positive(1:161559720-161602283);cerebrospinal fluid volume measurement;negative(1:161512848-161620244);grey matter volume measurement;negative(1:161519411-161620244,1:161593349-161620244,1:161576628-161620244,1:161559720-161642774,1:161487823-161642774,1:161596032-161620244,1:161487823-161620244);grey matter volume measurement;positive(1:161591143-161620244,1:161559720-161602283,1:161559720-161612200,1:161487823-161620244,1:161522542-161620244,1:161487823-161642774,1:161519411-161620244);grey matter volume measurement,white matter volume measurement;negative(1:161593349-161620244);nucleus accumbens volume;positive(1:161487823-161642774);pallidum volume;positive(1:161591143-161620244,1:161487823-161642774);putamen volume;negative(1:161593349-161620244);putamen volume;positive(1:161487823-161642774);superior frontal gyrus grey matter volume measurement;positive(1:161591143-161620244);thalamus volume;positive(1:161559720-161602283);white matter volume measurement;negative(1:161593349-161620244);white matter volume measurement;positive(1:161487823-161642774)	1.001109	1.0045285	0.99153075288124	0.99945939964787	1.0	1.0	0.954953886162824	1.0
chr1	1.60967709E8	1.60976476E8	8767.0	FCGR3B	CHM13_G0003672	ENSG00000162747.12	protein_coding	ID_358	Undetermined	chr1:160967709-160976476	chr1:160967709-160976476	chr1:160967540-160976307	-	1.04	1955.0	78.08	1746.0	720.0	38.0	28.75	Polymorphic	3.38	1.97	1.91	1.76	0	0.0	3.0	Yes	Yes	brain volume measurement;negative(1:161559720-161642774,1:161569507-161620244,1:161520931-161620244,1:161559720-161648542,1:161519411-161642774,1:161559720-161620244,1:161576628-161620244,1:161487823-161620244,1:161519411-161620244,1:161591143-161620244);brain volume measurement;positive(1:161559720-161642774,1:161576628-161620244,1:161591143-161620244,1:161487823-161620244,1:161512848-161642774,1:161559720-161620244,1:161519411-161620244,1:161520931-161620244,1:161569507-161620244,1:161559720-161648542,1:161519411-161642774);caudate nucleus volume;positive(1:161559720-161648542);grey matter volume measurement;negative(1:161559720-161642774,1:161591143-161620244,1:161512848-161642774,1:161559720-161620244,1:161520931-161620244,1:161519411-161642774);grey matter volume measurement;positive(1:161569507-161620244,1:161576628-161620244,1:161520931-161620244,1:161519411-161620244,1:161559720-161648542,1:161559720-161620244,1:161487823-161620244);grey matter volume measurement,white matter volume measurement;negative(1:161559720-161642774);hippocampal volume;negative(1:161520931-161620244);nucleus accumbens volume;negative(1:161520931-161620244);nucleus accumbens volume;positive(1:161487823-161620244,1:161569507-161620244,1:161519411-161620244);pallidum volume;positive(1:161559720-161648542);putamen volume;negative(1:161559720-161642774);putamen volume;positive(1:161569507-161620244);superior frontal gyrus grey matter volume measurement;negative(1:161559720-161642774);thalamus volume;negative(1:161559720-161642774);thalamus volume;positive(1:161569507-161620244)	brain volume measurement;negative(1:161559720-161602283,1:161591143-161620244,1:161576628-161620244,1:161559720-161620244,1:161487823-161642774,1:161559720-161612200,1:161491343-161620244,1:161593349-161620244,1:161522542-161620244,1:161512848-161620244,1:161519411-161620244,1:161596032-161620244);brain volume measurement;positive(1:161512848-161620244,1:161487823-161642774,1:161596032-161620244,1:161487823-161620244,1:161559720-161602283,1:161522542-161620244,1:161559720-161642774,1:161576628-161620244,1:161559720-161620244,1:161491343-161620244,1:161519411-161620244,1:161559720-161612200,1:161591143-161620244);caudate nucleus volume;positive(1:161559720-161602283);cerebrospinal fluid volume measurement;negative(1:161512848-161620244);grey matter volume measurement;negative(1:161519411-161620244,1:161593349-161620244,1:161576628-161620244,1:161559720-161642774,1:161487823-161642774,1:161596032-161620244,1:161487823-161620244);grey matter volume measurement;positive(1:161591143-161620244,1:161559720-161602283,1:161559720-161612200,1:161487823-161620244,1:161522542-161620244,1:161487823-161642774,1:161519411-161620244);grey matter volume measurement,white matter volume measurement;negative(1:161593349-161620244);nucleus accumbens volume;positive(1:161487823-161642774);pallidum volume;positive(1:161591143-161620244,1:161487823-161642774);putamen volume;negative(1:161593349-161620244);putamen volume;positive(1:161487823-161642774);superior frontal gyrus grey matter volume measurement;positive(1:161591143-161620244);thalamus volume;positive(1:161559720-161602283);white matter volume measurement;negative(1:161593349-161620244);white matter volume measurement;positive(1:161487823-161642774)	1.0361395	1.0393215	0.629675143073469	0.983336357253052	1.0	1.0	0.371740623428979	1.0
chr1	1.6100767E8	1.61022728E8	15058.0	FCGR2B	CHM13_G0003673	ENSG00000072694.21	protein_coding	ID_266	Undetermined	chr1:161007670-161023152	chr1:161007670-161022728	chr1:161007501-161022559	-	2.12	2504.0	100.0	0.0	2491.0	13.0	99.48	Fixed	2.03	2.72	2.37	2.25	0	0.0	3.0	Yes	Yes	brain volume measurement;negative(1:161559720-161642774,1:161559720-161648542,1:161519411-161642774);brain volume measurement;positive(1:161559720-161642774,1:161512848-161642774,1:161559720-161648542,1:161519411-161642774);caudate nucleus volume;positive(1:161559720-161648542);grey matter volume measurement;negative(1:161559720-161642774,1:161512848-161642774,1:161519411-161642774);grey matter volume measurement;positive(1:161559720-161648542);grey matter volume measurement,white matter volume measurement;negative(1:161559720-161642774);pallidum volume;positive(1:161559720-161648542);putamen volume;negative(1:161559720-161642774);superior frontal gyrus grey matter volume measurement;negative(1:161559720-161642774);thalamus volume;negative(1:161559720-161642774)	brain volume measurement;negative(1:161487823-161642774);brain volume measurement;positive(1:161487823-161642774,1:161559720-161642774);grey matter volume measurement;negative(1:161559720-161642774,1:161487823-161642774);grey matter volume measurement;positive(1:161487823-161642774);nucleus accumbens volume;positive(1:161487823-161642774);pallidum volume;positive(1:161487823-161642774);putamen volume;positive(1:161487823-161642774);white matter volume measurement;positive(1:161487823-161642774)	2.047988	2.0469205	0.75918057998086	0.983336357253052	2.0	2.0	0.164710299913169	1.0
chr1	1.62135106E8	1.6215755E8	22444.0	HSD17B7	CHM13_G0003704	ENSG00000132196.15	protein_coding	ID_238	Undetermined	chr1:162135106-162157550	chr1:162135106-162157550	chr1:162134937-162157381	-	2.06	2504.0	100.0	0.0	2504.0	0.0	100.0	Fixed	1.9	1.99	2.03	2.09	0	0.0	4.0	Yes	No	-	-	2.022312	2.022102	0.575830400185737	0.973582962201015	2.0	2.0	-	-
chr1	2.00168811E8	2.0017283E8	4019.0	INAVA	CHM13_G0004319	ENSG00000163362.11	protein_coding	ID_157	Human duplicated gene family	chr1:200148199-200172830	chr1:200168811-200172830	chr1:200168642-200172661	-	2.0	2504.0	100.0	0.0	2502.0	2.0	99.92	Fixed	1.95	2.03	1.88	1.94	0	0.0	4.0	Yes	No	-	-	1.931969	1.930479	0.91209349992191	0.990591362864964	2.0	2.0	0.34577858615116	1.0
chr1	2.05450529E8	2.05468769E8	18240.0	FAM72A	CHM13_G0004511	ENSG00000196550.10	protein_coding	ID_354	Human duplicated gene family	chr1:205450529-205468769	chr1:205450529-205468769	chr1:205450360-205468600	-	2.09	2504.0	100.0	1.0	2503.0	0.0	99.96	Fixed	1.26	1.26	1.38	1.17	0	4.0	0.0	Yes	No	-	-	2.0055425	2.0063225	0.888558835511741	0.983336357253052	2.0	2.0	0.129430674437906	1.0
chr1	2.05466228E8	2.05674332E8	208104.0	SRGAP2	CHM13_G0004512	ENSG00000266028.7	protein_coding	ID_462	Human duplicated gene family	chr1:205466228-205728794	chr1:205466228-205674332	chr1:205466059-205674163	-	2.06	2504.0	100.0	0.0	2504.0	0.0	100.0	Fixed	1.88	1.8	1.83	1.7	0	0.0	4.0	No	No	-	-	1.9662995	1.9662995	0.128956890466626	0.854223056931975	2.0	2.0	-	-
