transcript_id	chrom	start	end	n_reads	n_psv_assigned	n_copies_supported	copies
STRG.992.3	NC_073224.2	131120350	131152013	1298	0	0	
STRG.992.4	NC_073224.2	131120350	131152013	1298	0	0	
STRG.992.5	NC_073224.2	131120350	131152013	1298	0	0	
STRG.992.6	NC_073224.2	131120350	131152013	1298	0	0	
STRG.993.1	NC_073224.2	131153359	131207830	90	0	0	
STRG.993.2	NC_073224.2	131153359	131207830	90	0	0	
STRG.993.3	NC_073224.2	131153359	131207830	90	0	0	
STRG.993.4	NC_073224.2	131153359	131207830	90	0	0	
STRG.993.5	NC_073224.2	131153359	131186845	89	0	0	
STRG.994.1	NC_073224.2	131226496	131227573	4	0	0	
STRG.995.1	NC_073224.2	131607736	131629232	3	0	0	
STRG.996.1	NC_073224.2	131424262	131439487	441	0	0	
STRG.996.2	NC_073224.2	131424262	131439487	441	0	0	
STRG.996.3	NC_073224.2	131424262	131439487	441	0	0	
STRG.997.1	NC_073224.2	131440868	131523508	108	0	0	
STRG.997.2	NC_073224.2	131447905	131523508	104	0	0	
STRG.997.3	NC_073224.2	131447905	131460228	102	0	0	
STRG.998.1	NC_073224.2	131795823	131860245	437	0	0	
STRG.998.2	NC_073224.2	131795823	131860245	437	0	0	
STRG.998.3	NC_073224.2	131795823	131860245	437	0	0	
STRG.998.4	NC_073224.2	131795823	131860245	437	0	0	
STRG.999.1	NC_073224.2	132933881	132936705	481	0	0	
STRG.1000.1	NC_073224.2	132947919	132965033	16	0	0	
STRG.1000.2	NC_073224.2	132947919	132965033	16	0	0	
STRG.1001.1	NC_073224.2	135830352	135904945	34	0	0	
STRG.1001.2	NC_073224.2	135849926	135904945	32	0	0	
STRG.1002.1	NC_073224.2	136262917	136272362	4	0	0	
STRG.1003.1	NC_073224.2	136309081	136363504	144	0	0	
STRG.1003.2	NC_073224.2	136309081	136363311	144	0	0	
STRG.1003.3	NC_073224.2	136309081	136327001	27	0	0	
STRG.1003.4	NC_073224.2	136309081	136363504	144	0	0	
STRG.1003.5	NC_073224.2	136309081	136363504	144	0	0	
STRG.1003.6	NC_073224.2	136309081	136335838	116	0	0	
STRG.1003.7	NC_073224.2	136309081	136335838	116	0	0	
STRG.1003.8	NC_073224.2	136333875	136363504	132	0	0	
STRG.1003.9	NC_073224.2	136333875	136363504	132	0	0	
STRG.1003.10	NC_073224.2	136333875	136363504	132	0	0	
STRG.1003.11	NC_073224.2	136333875	136363504	132	0	0	
STRG.1003.12	NC_073224.2	136333875	136363504	132	0	0	
STRG.1003.13	NC_073224.2	136333875	136363504	132	0	0	
STRG.1003.14	NC_073224.2	136351911	136358523	98	0	0	
STRG.1004.1	NC_073224.2	129918126	129995154	29	0	0	
STRG.1004.2	NC_073224.2	129970071	129995154	27	0	0	
STRG.1005.1	NC_073224.2	130013706	130080047	406	0	0	
STRG.1005.2	NC_073224.2	130013706	130080047	406	0	0	
STRG.1005.3	NC_073224.2	130013706	130080047	406	0	0	
STRG.1005.4	NC_073224.2	130013706	130080047	406	0	0	
STRG.1005.5	NC_073224.2	130013706	130080047	406	0	0	
STRG.1005.6	NC_073224.2	130013706	130080047	406	0	0	
STRG.1005.7	NC_073224.2	130013706	130080047	406	0	0	
STRG.1005.8	NC_073224.2	130013706	130080047	406	0	0	
STRG.1005.9	NC_073224.2	130013706	130080047	406	0	0	
STRG.1005.10	NC_073224.2	130013706	130080047	406	0	0	
STRG.1005.11	NC_073224.2	130013706	130080047	406	0	0	
STRG.1005.12	NC_073224.2	130013706	130080047	406	0	0	
STRG.1005.13	NC_073224.2	130013706	130080047	406	0	0	
STRG.1005.14	NC_073224.2	130013706	130080047	406	0	0	
STRG.1005.15	NC_073224.2	130013706	130080047	406	0	0	
STRG.1005.16	NC_073224.2	130013706	130080047	406	0	0	
STRG.1005.17	NC_073224.2	130013706	130080047	406	0	0	
STRG.1005.18	NC_073224.2	130013706	130080047	406	0	0	
STRG.1005.19	NC_073224.2	130013706	130080047	406	0	0	
STRG.1005.20	NC_073224.2	130013706	130080047	406	0	0	
STRG.1005.21	NC_073224.2	130013706	130080047	406	0	0	
STRG.1005.22	NC_073224.2	130013706	130080187	406	0	0	
STRG.1005.23	NC_073224.2	130013706	130080047	406	0	0	
STRG.1005.24	NC_073224.2	130013706	130080047	406	0	0	
STRG.1005.25	NC_073224.2	130031419	130080047	367	0	0	
STRG.1005.26	NC_073224.2	130031419	130080047	367	0	0	
STRG.1005.27	NC_073224.2	130031419	130080047	367	0	0	
STRG.1005.28	NC_073224.2	130055277	130060318	287	0	0	
STRG.1006.1	NC_073224.2	130160572	130181849	815	0	0	
STRG.1006.2	NC_073224.2	130160572	130181849	815	0	0	
STRG.1006.3	NC_073224.2	130160572	130181849	815	0	0	
STRG.1007.1	NC_073224.2	130222249	130304837	154	0	0	
STRG.1007.2	NC_073224.2	130222249	130257014	135	0	0	
STRG.1007.3	NC_073224.2	130222249	130265993	139	0	0	
STRG.1007.4	NC_073224.2	130222249	130274209	142	0	0	
STRG.1007.5	NC_073224.2	130222249	130305102	158	0	0	
STRG.1007.6	NC_073224.2	130222249	130274209	142	0	0	
STRG.1007.7	NC_073224.2	130222249	130303823	154	0	0	
STRG.1007.8	NC_073224.2	130222249	130274209	142	0	0	
STRG.1007.9	NC_073224.2	130224806	130257149	131	0	0	
STRG.1007.10	NC_073224.2	130224806	130274209	138	0	0	
STRG.1007.11	NC_073224.2	130224806	130274209	138	0	0	
STRG.1007.12	NC_073224.2	130224806	130257149	131	0	0	
STRG.1007.13	NC_073224.2	130264318	130305102	54	0	0	
STRG.1007.14	NC_073224.2	130287304	130304137	25	0	0	
STRG.1008.1	NC_073224.2	130305071	130333862	51	0	0	
STRG.1008.2	NC_073224.2	130305071	130326893	43	0	0	
STRG.1008.3	NC_073224.2	130305071	130377086	215	0	0	
STRG.1008.4	NC_073224.2	130305071	130377196	215	0	0	
STRG.1008.5	NC_073224.2	130305071	130374713	215	0	0	
STRG.1008.6	NC_073224.2	130305071	130333862	51	0	0	
STRG.1008.7	NC_073224.2	130305071	130377086	215	0	0	
STRG.1008.8	NC_073224.2	130335854	130377086	184	0	0	
STRG.1008.9	NC_073224.2	130335854	130377086	184	0	0	
STRG.1008.10	NC_073224.2	130335854	130377086	184	0	0	
STRG.1008.11	NC_073224.2	130335854	130377086	184	0	0	
STRG.1008.12	NC_073224.2	130335854	130377086	184	0	0	
STRG.1008.13	NC_073224.2	130335854	130377086	184	0	0	
STRG.1008.14	NC_073224.2	130335854	130377196	184	0	0	
STRG.1008.15	NC_073224.2	130335854	130377086	184	0	0	
STRG.1008.16	NC_073224.2	130335854	130377086	184	0	0	
STRG.1008.17	NC_073224.2	130335854	130374713	184	0	0	
STRG.1008.18	NC_073224.2	130335854	130377086	184	0	0	
STRG.1008.19	NC_073224.2	130335854	130377086	184	0	0	
STRG.1008.20	NC_073224.2	130335854	130377086	184	0	0	
STRG.1008.21	NC_073224.2	130335854	130377086	184	0	0	
STRG.1008.22	NC_073224.2	130335854	130377086	184	0	0	
STRG.1008.23	NC_073224.2	130335854	130377086	184	0	0	
STRG.1008.24	NC_073224.2	130335854	130377086	184	0	0	
STRG.1008.25	NC_073224.2	130335854	130377196	184	0	0	
STRG.1008.26	NC_073224.2	130335854	130377196	184	0	0	
STRG.1008.27	NC_073224.2	130335854	130377086	184	0	0	
STRG.1008.28	NC_073224.2	130335854	130377196	184	0	0	
STRG.1008.29	NC_073224.2	130335854	130377086	184	0	0	
STRG.1008.30	NC_073224.2	130335854	130377196	184	0	0	
STRG.1008.31	NC_073224.2	130338030	130377086	184	0	0	
STRG.1009.1	NC_073224.2	136363893	136479445	29	0	0	
STRG.1009.2	NC_073224.2	136363893	136479445	29	0	0	
STRG.1009.3	NC_073224.2	136363893	136479445	29	0	0	
STRG.1010.1	NC_073224.2	136780319	137011791	20	0	0	
STRG.1010.2	NC_073224.2	137003622	137011791	19	0	0	
STRG.1011.1	NC_073224.2	137030333	137033362	10	0	0	
STRG.1011.2	NC_073224.2	137030333	137034085	12	0	0	
STRG.1012.1	NC_073224.2	138661943	138669349	195	0	0	
STRG.1012.2	NC_073224.2	138662736	138669349	195	0	0	
STRG.1012.3	NC_073224.2	138662736	138666208	194	0	0	
STRG.1013.1	NC_073224.2	132032794	132421249	40	0	0	
STRG.1013.2	NC_073224.2	132032794	132421249	40	0	0	
STRG.1013.3	NC_073224.2	132034137	132421249	40	0	0	
STRG.1013.4	NC_073224.2	132034137	132421249	40	0	0	
STRG.1014.1	NC_073224.2	132581685	132705644	24	0	0	
STRG.1015.1	NC_073224.2	139173435	139192808	431	0	0	
STRG.1016.1	NC_073224.2	137897086	138092792	586	0	0	
STRG.1016.2	NC_073224.2	138048106	138092792	580	0	0	
STRG.1016.3	NC_073224.2	138048106	138091785	579	0	0	
STRG.1018.1	NC_073224.2	138817498	138881846	45	0	0	
STRG.1018.2	NC_073224.2	138820511	138881846	45	0	0	
STRG.1018.3	NC_073224.2	138820511	138881846	45	0	0	
STRG.1018.4	NC_073224.2	138820511	138881846	45	0	0	
STRG.1018.5	NC_073224.2	138820511	138881846	45	0	0	
STRG.1018.6	NC_073224.2	138820511	138881846	45	0	0	
STRG.1018.7	NC_073224.2	138820511	138881846	45	0	0	
STRG.1019.1	NC_073224.2	138881858	138918075	143	0	0	
STRG.1019.2	NC_073224.2	138881858	138917638	143	0	0	
STRG.1019.3	NC_073224.2	138881858	138917638	143	0	0	
STRG.1019.4	NC_073224.2	138881858	138917638	143	0	0	
STRG.1020.1	NC_073224.2	138925928	139012435	286	0	0	
STRG.1020.2	NC_073224.2	138931178	139012435	248	0	0	
STRG.1020.3	NC_073224.2	138931178	139012435	248	0	0	
STRG.1021.1	NC_073224.2	139012443	139036074	411	0	0	
STRG.1021.2	NC_073224.2	139013606	139036074	408	0	0	
STRG.1021.3	NC_073224.2	139013606	139036074	408	0	0	
STRG.1021.4	NC_073224.2	139013606	139036074	408	0	0	
STRG.1021.5	NC_073224.2	139013606	139036074	408	0	0	
STRG.1045.1	NC_073224.2	139393032	139562187	116	0	0	
STRG.1045.2	NC_073224.2	139393032	139551516	116	0	0	
STRG.1045.3	NC_073224.2	139393032	139563197	116	0	0	
STRG.1045.4	NC_073224.2	139393032	139562187	116	0	0	
STRG.1045.5	NC_073224.2	139393032	139562187	116	0	0	
STRG.1045.6	NC_073224.2	139393032	139562956	116	0	0	
STRG.1045.7	NC_073224.2	139393032	139562187	116	0	0	
STRG.1045.8	NC_073224.2	139393032	139551516	116	0	0	
STRG.1045.9	NC_073224.2	139412563	139562187	108	0	0	
STRG.1045.10	NC_073224.2	139412563	139569714	109	0	0	
STRG.1045.11	NC_073224.2	139412563	139551516	108	0	0	
STRG.1046.1	NC_073224.2	139620047	139648463	111	0	0	
STRG.1046.2	NC_073224.2	139620047	139648463	111	0	0	
STRG.1046.3	NC_073224.2	139620047	139648463	111	0	0	
STRG.1046.4	NC_073224.2	139620047	139648463	111	0	0	
STRG.1047.1	NC_073224.2	139648451	139651772	18	0	0	
STRG.1047.2	NC_073224.2	139648451	139651772	18	0	0	
STRG.18974.1	NC_073247.2	101028924	101091236	9	0	0	
STRG.19367.1	NC_073248.2	27104146	27118485	32	0	0	
STRG.19368.1	NC_073248.2	27118038	27157392	445	0	0	
STRG.19368.2	NC_073248.2	27118038	27157392	445	0	0	
STRG.19368.3	NC_073248.2	27118038	27157392	445	0	0	
STRG.19368.4	NC_073248.2	27118038	27157392	445	0	0	
STRG.19368.5	NC_073248.2	27118038	27157392	445	0	0	
STRG.19368.6	NC_073248.2	27118038	27157392	445	0	0	
STRG.19368.7	NC_073248.2	27118038	27157392	445	0	0	
STRG.19368.8	NC_073248.2	27118038	27159000	445	0	0	
